#Node Number,Latitude,Longitude,Technology,Capacity
n74,43.8887864,-89.6774639,tA4,250000
n76,45.505208,-91.755447,tD3,150000
n77,45.2086253,-91.8908345,tD1,30000
n79,45.4095924,-92.0364009,tA1,30000
n80,45.330174,-91.543636,tA2,50000
n83,44.272017,-87.971349,tD3,150000
n85,44.540205,-87.789123,tA4,250000
n88,44.6643522,-88.1507888,tD1,30000
n92,44.409054,-87.904771,tD2,50000
n95,44.334034,-88.168628,tA4,250000
n98,44.2994683,-88.110763,tA4,250000
n101,44.5056081,-91.9506223,tD1,30000
n102,44.2654503,-91.8481239,tA1,30000
n103,45.762307,-92.6310929,tD1,30000
n104,44.1067411,-88.0533203,tA3,150000
n106,44.097001,-88.147437,tA4,250000
n110,44.203572,-88.106757,tA4,250000
n113,44.9659247,-90.9746861,tA1,30000
n114,44.901922,-91.497807,tA1,30000
n115,45.0032736,-90.3526429,tA2,50000
n117,44.6107539,-90.5361983,tD1,30000
n121,44.5239,-90.7487243,tD1,30000
n122,45.0173606,-90.3556863,tD2,50000
n123,42.7889219,-89.8135536,tA3,150000
n124,44.6407302,-90.3771428,tA2,50000
n127,43.2627427,-89.4217487,tD3,150000
n133,43.1612969,-89.1700655,tD4,250000
n134,43.1255927,-89.5511386,tD3,150000
n137,43.574064,-88.450539,tA3,150000
n138,43.2343009,-88.966056,tA2,50000
n140,43.5123201,-88.7754202,tD2,50000
n141,43.3984461,-88.6812317,tA2,50000
n142,44.7366839,-87.5027549,tA3,150000
n143,44.7726448,-91.9394584,tA2,50000
n145,44.8923943,-91.6597361,tA1,30000
n146,45.0086159,-91.7608218,tA1,30000
n148,43.835418,-88.293544,tA3,150000
n149,43.6921456,-88.3624164,tA3,150000
n152,43.6688948,-88.8654615,tA1,30000
n158,43.867771,-88.717945,tA4,250000
n159,43.862695,-88.521648,tA2,50000
n161,43.726016,-88.398931,tD1,30000
n162,42.9348801,-91.090403,tD2,50000
n164,42.864588,-90.6961853,tA1,30000
n165,43.0065857,-90.602897,tA1,30000
n167,43.7057395,-89.0510134,tA2,50000
n168,43.634875,-89.004734,tD1,30000
n169,43.9712488,-89.0123277,tD2,50000
n171,42.6461277,-89.3870026,tA2,50000
n174,44.2238278,-91.0851155,tA1,30000
n176,44.4365416,-90.9365416,tA1,30000
n177,44.1261241,-90.9966341,tA1,30000
n178,44.4013418,-91.1053851,tA1,30000
n179,42.973292,-88.775482,tD2,50000
n180,42.868704,-88.868785,tA1,30000
n181,43.1365455,-88.7221335,tD2,50000
n182,43.1630746,-88.574255,tD2,50000
n183,44.2212573,-89.9558671,tD3,150000
n187,44.3673969,-87.665803,tA2,50000
n188,44.6183421,-87.5815229,tA3,150000
n192,44.616287,-87.63395,tA4,250000
n193,44.4997104,-87.5955881,tA4,250000
n198,44.4091049,-87.539651,tA3,150000
n199,42.6328185,-89.946068,tA2,50000
n200,42.6533571,-90.2918458,tA4,250000
n204,45.2609184,-89.1320129,tA2,50000
n215,43.9505879,-87.7465309,tA4,250000
n218,43.922701,-87.868523,tA4,250000
n222,44.249487,-87.584866,tA2,50000
n223,44.161356,-87.829195,tA3,150000
n224,44.9580832,-89.767959,tD2,50000
n226,44.901323,-89.958202,tD2,50000
n227,44.834921,-90.262512,tA4,250000
n229,45.032389,-90.121009,tA2,50000
n231,45.0330639,-90.04741,tA1,30000
n233,45.1188113,-89.4920215,tA3,150000
n234,45.115722,-87.965177,tA4,250000
n238,44.0325488,-89.517387,tA1,30000
n241,43.737048,-90.7938889,tA2,50000
n243,44.9076949,-88.201485,tA3,150000
n246,44.9766739,-88.3567435,tA4,250000
n247,44.470982,-88.460848,tD2,50000
n248,44.5316139,-88.4204359,tD1,30000
n251,44.5203883,-88.7369583,tD2,50000
n255,44.366372,-88.2587304,tA4,250000
n258,43.427712,-87.985899,tD3,150000
n260,44.6332077,-91.8728687,tA3,150000
n262,44.679499,-92.26512,tA1,30000
n263,45.2199897,-92.3756993,tD1,30000
n264,45.7192179,-92.2301417,tA1,30000
n265,45.3457176,-92.5296724,tD1,30000
n266,44.5039979,-89.3145939,tA2,50000
n267,45.639964,-90.3406313,tA2,50000
n268,43.2721308,-90.3604491,tA1,30000
n269,42.7377508,-89.3607854,tD3,150000
n270,43.1863098,-90.0738836,tA2,50000
n271,45.7477947,-91.1946534,tA1,30000
n272,44.6441993,-88.3247075,tA2,50000
n273,44.7807238,-88.291793,tA3,150000
n274,44.7966007,-88.6467357,tD2,50000
n275,44.9188885,-89.1435829,tA3,150000
n276,44.704912,-88.4144984,tA1,30000
n279,43.8593524,-88.0765788,tD3,150000
n280,43.723915,-88.062776,tA1,30000
n282,43.770841,-87.924136,tA2,50000
n283,43.646808,-88.067302,tA1,30000
n286,43.6449512,-87.7997912,tA1,30000
n287,43.571302,-87.9327198,tA2,50000
n289,44.9240029,-92.4658497,tD1,30000
n290,45.0499939,-92.3750884,tA1,30000
n291,44.9744646,-92.2759466,tA1,30000
n292,44.1010454,-91.3519223,tA1,30000
n294,44.567219,-91.3873166,tA2,50000
n295,44.2527847,-91.473426,tD1,30000
n296,43.4837071,-90.504433,tD1,30000
n299,43.6230688,-90.6908274,tD2,50000
n300,42.80393,-88.686927,tD2,50000
n301,42.5916836,-88.4334301,tD1,30000
n302,42.521046,-88.483013,tD2,50000
n303,45.690121,-91.992615,tD1,30000
n306,43.4171767,-88.3677973,tD3,150000
n307,43.49071,-88.304271,tD1,30000
n308,44.3593038,-88.7235989,tA1,30000
n309,44.595906,-88.789993,tA2,50000
n310,44.3015689,-88.9612695,tA2,50000
n312,44.1701566,-88.9605491,tA2,50000
n313,44.146298,-88.651705,tD2,50000
n314,44.369922,-88.258894,tA4,250000
n315,43.895023,-88.549789,tA2,50000
n316,44.590176,-90.235843,tA1,30000
n319,45.5060682,-91.738225,tB1,15000
n320,44.9369054,-91.3929348,tE2,35000
n323,43.0324123,-89.3843206,tB4,100000
n325,44.8341639,-87.3770419,tE2,35000
n327,44.8755183,-91.9193422,tE3,70000
n333,42.6011194,-89.6384532,tE2,35000
n349,42.9105722,-87.8606367,tE3,70000
n350,42.9712071,-87.9040571,tE4,100000
n351,43.9441328,-90.8129118,tE2,35000
n352,45.6366228,-89.4120753,tE1,15000
n355,43.3872247,-87.875644,tB2,35000
n356,45.2519072,-92.2712996,tB2,35000
n364,43.7486054,-87.9770379,tE4,100000
n366,42.6330703,-88.6437138,tB2,35000
n369,43.4252776,-88.1834277,tB3,70000
n371,43.0373723,-88.3919026,tE4,100000
n374,43.015059,-88.1974148,tE4,100000
n381,42.850516,-88.069074,tC3,20000
n382,43.9697297,-89.3472655,tE1,15000
n384,44.4562,-89.5007,tE2,35000
n385,42.915304,-87.941421,tE4,100000
n386,44.0157536,-88.5417022,tE4,100000
n388,43.1781644,-87.9812322,tE4,100000
n392,46.6725057,-91.967139,tE1,15000
n393,42.56614,-87.94925,tC1,5000
n394,43.186964,-88.0634981,tE4,100000
n398,44.4561674,-87.9334803,tE4,100000
n399,44.4110785,-89.8554012,tE2,35000
n400,43.5269302,-89.9977983,tE2,35000
n402,43.0467563,-89.2638303,tE3,70000
n408,43.463231,-88.553828,tE2,35000
n409,44.7709285,-88.5580195,tE1,15000
n410,45.2335146,-88.0837518,tE2,35000
n411,44.834371,-91.374225,tE3,70000
n412,45.9720821,-89.4148801,tE1,15000
n413,45.4451028,-89.7374587,tE1,15000
n414,42.8741902,-90.6718629,tE2,35000
n417,44.0249171,-89.8418716,tE1,15000
n419,43.089253,-88.748861,tE2,35000
n420,42.707405,-87.869819,tE3,70000
n421,46.8154851,-90.829822,tE1,15000
n423,42.648889,-88.7216993,tE1,15000
n424,44.2898206,-88.3350567,tE4,100000
n425,43.8013556,-91.2395807,tE3,70000
n426,43.59237,-90.8456325,tE1,15000
n428,42.8523824,-88.0726988,tC4,30000
n429,43.1485037,-89.2734432,tE4,100000
n432,43.0126109,-88.1913809,tC4,30000
n433,44.532291,-88.8507555,tE2,35000
n434,45.5193649,-91.1563029,tE2,35000
n435,46.6898894,-92.068304,tC1,5000
n438,42.5829131,-88.0448088,tE4,100000
n439,42.6489107,-89.0563767,tE3,70000
n440,44.2525222,-91.8123324,tE1,15000
n441,44.9395385,-89.8385679,tE3,70000
n442,44.172663,-87.840597,tE3,70000
