#Node Number,Latitude,Longitude,Technology,Capacity
n74,43.8887864,-89.6774639,tA4,250000
n74,43.8887864,-89.6774639,tK4,250000
n75,44.3666407,-88.2590818,tA4,250000
n75,44.3666407,-88.2590818,tK4,250000
n78,45.4788,-91.834341,tA4,250000
n78,45.4788,-91.834341,tK4,250000
n83,44.272017,-87.971349,tA3,150000
n83,44.272017,-87.971349,tK3,150000
n85,44.540205,-87.789123,tA4,250000
n85,44.540205,-87.789123,tK4,250000
n90,44.3476812,-88.1613338,tA3,150000
n95,44.334034,-88.168628,tK3,150000
n98,44.2994683,-88.110763,tA4,250000
n98,44.2994683,-88.110763,tK4,250000
n100,44.6195702,-91.8729325,tA2,50000
n100,44.6195702,-91.8729325,tK4,250000
n103,45.762307,-92.6310929,tD1,30000
n103,45.762307,-92.6310929,tN1,30000
n104,44.1067411,-88.0533203,tA2,50000
n104,44.1067411,-88.0533203,tK2,50000
n106,44.097001,-88.147437,tA4,250000
n106,44.097001,-88.147437,tK4,250000
n107,44.238873,-88.057052,tN4,250000
n110,44.203572,-88.106757,tA3,150000
n110,44.203572,-88.106757,tK3,150000
n112,44.235045,-88.06098,tD4,250000
n114,44.901922,-91.497807,tA2,50000
n114,44.901922,-91.497807,tK2,50000
n115,45.0032736,-90.3526429,tA1,30000
n115,45.0032736,-90.3526429,tK1,30000
n118,44.7573292,-90.2591344,tA2,50000
n118,44.7573292,-90.2591344,tK2,50000
n119,44.9445265,-90.7601512,tA1,30000
n119,44.9445265,-90.7601512,tK1,30000
n122,45.0173606,-90.3556863,tA2,50000
n122,45.0173606,-90.3556863,tK2,50000
n123,42.7889219,-89.8135536,tA3,150000
n123,42.7889219,-89.8135536,tK3,150000
n124,44.6407302,-90.3771428,tA3,150000
n124,44.6407302,-90.3771428,tK3,150000
n128,43.150987,-89.072553,tD3,150000
n128,43.150987,-89.072553,tN3,150000
n133,43.1612969,-89.1700655,tA4,250000
n133,43.1612969,-89.1700655,tK4,250000
n134,43.1255927,-89.5511386,tD2,50000
n134,43.1255927,-89.5511386,tN3,150000
n135,43.214887,-89.479006,tD3,150000
n135,43.214887,-89.479006,tN3,150000
n136,43.127558,-89.543804,tD2,50000
n139,43.487582,-88.432642,tA3,150000
n139,43.487582,-88.432642,tK3,150000
n140,43.5123201,-88.7754202,tA2,50000
n140,43.5123201,-88.7754202,tK2,50000
n141,43.3984461,-88.6812317,tA2,50000
n141,43.3984461,-88.6812317,tK2,50000
n144,45.1470211,-91.6660948,tD2,50000
n144,45.1470211,-91.6660948,tN2,50000
n149,43.6921456,-88.3624164,tA3,150000
n149,43.6921456,-88.3624164,tK3,150000
n156,43.8181248,-88.3240483,tA3,150000
n156,43.8181248,-88.3240483,tK3,150000
n158,43.867771,-88.717945,tA4,250000
n158,43.867771,-88.717945,tK4,250000
n159,43.862695,-88.521648,tA2,50000
n159,43.862695,-88.521648,tK2,50000
n162,42.9348801,-91.090403,tA2,50000
n162,42.9348801,-91.090403,tK2,50000
n164,42.864588,-90.6961853,tA1,30000
n164,42.864588,-90.6961853,tK1,30000
n165,43.0065857,-90.602897,tD1,30000
n165,43.0065857,-90.602897,tN1,30000
n166,43.7013946,-89.051151,tA2,50000
n166,43.7013946,-89.051151,tK2,50000
n168,43.634875,-89.004734,tD2,50000
n168,43.634875,-89.004734,tN2,50000
n169,43.9712488,-89.0123277,tA2,50000
n169,43.9712488,-89.0123277,tK2,50000
n170,42.7717123,-89.4233466,tD3,150000
n170,42.7717123,-89.4233466,tN3,150000
n173,42.6013315,-89.3917564,tD2,50000
n173,42.6013315,-89.3917564,tN2,50000
n175,44.3188887,-91.0649767,tD2,50000
n175,44.3188887,-91.0649767,tN2,50000
n176,44.4365416,-90.9365416,tA2,50000
n176,44.4365416,-90.9365416,tK2,50000
