#Node Number,Latitude,Longitude,Technology,Capacity
n74,43.8887864,-89.6774639,tA4,250000
n75,44.3666407,-88.2590818,tA4,250000
n76,45.505208,-91.755447,tA2,50000
n77,45.2086253,-91.8908345,tD1,30000
n78,45.4788,-91.834341,tA2,50000
n79,45.4095924,-92.0364009,tD2,50000
n80,45.330174,-91.543636,tA2,50000
n83,44.272017,-87.971349,tA3,150000
n85,44.540205,-87.789123,tA4,250000
n87,44.340874,-88.133287,tA4,250000
n88,44.6643522,-88.1507888,tA2,50000
n98,44.2994683,-88.110763,tA4,250000
n102,44.2654503,-91.8481239,tA1,30000
n103,45.762307,-92.6310929,tD1,30000
n106,44.097001,-88.147437,tA4,250000
n110,44.203572,-88.106757,tD3,150000
n111,44.122421,-88.112622,tA3,150000
n112,44.235045,-88.06098,tA3,150000
n113,44.9659247,-90.9746861,tA1,30000
n114,44.901922,-91.497807,tD2,50000
n115,45.0032736,-90.3526429,tD2,50000
n116,44.8511138,-90.2347974,tA3,150000
n117,44.6107539,-90.5361983,tA1,30000
n118,44.7573292,-90.2591344,tA2,50000
n120,44.705272,-90.435282,tD2,50000
n121,44.5239,-90.7487243,tD1,30000
n122,45.0173606,-90.3556863,tA2,50000
n123,42.7889219,-89.8135536,tD3,150000
n124,44.6407302,-90.3771428,tA2,50000
n127,43.2627427,-89.4217487,tD3,150000
n130,42.873461,-89.522408,tD2,50000
n133,43.1612969,-89.1700655,tA4,250000
n134,43.1255927,-89.5511386,tD3,150000
n137,43.574064,-88.450539,tD3,150000
n139,43.487582,-88.432642,tD3,150000
n140,43.5123201,-88.7754202,tA2,50000
n141,43.3984461,-88.6812317,tA2,50000
n142,44.7366839,-87.5027549,tA2,50000
n143,44.7726448,-91.9394584,tA2,50000
n144,45.1470211,-91.6660948,tA1,30000
n145,44.8923943,-91.6597361,tA1,30000
n146,45.0086159,-91.7608218,tD1,30000
n148,43.835418,-88.293544,tA3,150000
n149,43.6921456,-88.3624164,tD3,150000
n152,43.6688948,-88.8654615,tA1,30000
n153,43.9068922,-88.2924711,tA2,50000
n158,43.867771,-88.717945,tA4,250000
n159,43.862695,-88.521648,tA2,50000
n162,42.9348801,-91.090403,tD2,50000
n163,42.6796252,-90.5831146,tA1,30000
n164,42.864588,-90.6961853,tA1,30000
n165,43.0065857,-90.602897,tA1,30000
n167,43.7057395,-89.0510134,tA2,50000
n168,43.634875,-89.004734,tD1,30000
n169,43.9712488,-89.0123277,tA2,50000
n173,42.6013315,-89.3917564,tD1,30000
n174,44.2238278,-91.0851155,tD2,50000
n175,44.3188887,-91.0649767,tA1,30000
n178,44.4013418,-91.1053851,tA1,30000
n179,42.973292,-88.775482,tD2,50000
n180,42.868704,-88.868785,tD1,30000
n181,43.1365455,-88.7221335,tD2,50000
n182,43.1630746,-88.574255,tA2,50000
n183,44.2212573,-89.9558671,tA2,50000
n184,44.3693359,-87.549178,tA3,150000
n185,44.6124135,-87.7630852,tA2,50000
n187,44.3673969,-87.665803,tA2,50000
n188,44.6183421,-87.5815229,tA4,250000
n192,44.616287,-87.63395,tA4,250000
n193,44.4997104,-87.5955881,tA4,250000
n199,42.6328185,-89.946068,tA1,30000
n201,42.7853435,-90.2565166,tA2,50000
n202,42.5688955,-89.8798448,tA1,30000
n203,42.6533571,-90.2918458,tA3,150000
n204,45.2609184,-89.1320129,tD2,50000
n210,43.9790083,-87.821797,tA3,150000
n212,44.031183,-87.900083,tA3,150000
n215,43.9505879,-87.7465309,tA4,250000
n221,44.138624,-87.741411,tA2,50000
n222,44.249487,-87.584866,tD1,30000
n223,44.161356,-87.829195,tA2,50000
n224,44.9580832,-89.767959,tA2,50000
n226,44.901323,-89.958202,tD2,50000
n229,45.032389,-90.121009,tA2,50000
n230,44.844099,-89.26493,tD2,50000
n231,45.0330639,-90.04741,tA1,30000
n232,44.940447,-89.2590262,tA2,50000
n233,45.1188113,-89.4920215,tA3,150000
n234,45.115722,-87.965177,tA4,250000
n238,44.0325488,-89.517387,tD2,50000
n239,43.984089,-90.585257,tD1,30000
n240,43.7449956,-90.7767576,tD2,50000
n243,44.9076949,-88.201485,tA3,150000
n246,44.9766739,-88.3567435,tA4,250000
n248,44.5316139,-88.4204359,tD2,50000
n254,44.486825,-88.7246212,tA2,50000
n258,43.427712,-87.985899,tD3,150000
n260,44.6332077,-91.8728687,tA3,150000
n262,44.679499,-92.26512,tD1,30000
n264,45.7192179,-92.2301417,tA1,30000
n265,45.3457176,-92.5296724,tD1,30000
n266,44.5039979,-89.3145939,tA2,50000
n267,45.639964,-90.3406313,tA2,50000
n268,43.2721308,-90.3604491,tA1,30000
n269,42.7377508,-89.3607854,tD3,150000
n270,43.1863098,-90.0738836,tA2,50000
n271,45.7477947,-91.1946534,tA1,30000
n272,44.6441993,-88.3247075,tA2,50000
n273,44.7807238,-88.291793,tA3,150000
n274,44.7966007,-88.6467357,tA1,30000
n275,44.9188885,-89.1435829,tA2,50000
n277,44.8608318,-89.0217189,tA1,30000
n279,43.8593524,-88.0765788,tA2,50000
n280,43.723915,-88.062776,tD2,50000
n281,43.8047433,-87.8582159,tA2,50000
n282,43.770841,-87.924136,tA2,50000
n284,43.871617,-88.074069,tA2,50000
n287,43.571302,-87.9327198,tA2,50000
n288,45.008952,-92.3882859,tD2,50000
n289,44.9240029,-92.4658497,tA1,30000
n291,44.9744646,-92.2759466,tD2,50000
n292,44.1010454,-91.3519223,tA1,30000
n294,44.567219,-91.3873166,tA2,50000
n295,44.2527847,-91.473426,tA1,30000
n298,43.618779,-90.387911,tD1,30000
n299,43.6230688,-90.6908274,tA2,50000
n300,42.80393,-88.686927,tA2,50000
n301,42.5916836,-88.4334301,tD2,50000
n302,42.521046,-88.483013,tD1,30000
n303,45.690121,-91.992615,tD1,30000
n305,43.4990952,-88.0906797,tA2,50000
n306,43.4171767,-88.3677973,tA2,50000
n308,44.3593038,-88.7235989,tA1,30000
n309,44.595906,-88.789993,tA2,50000
n310,44.3015689,-88.9612695,tA2,50000
n312,44.1701566,-88.9605491,tA2,50000
n313,44.146298,-88.651705,tA2,50000
n314,44.369922,-88.258894,tD4,250000
n315,43.895023,-88.549789,tA2,50000
n316,44.590176,-90.235843,tD2,50000
n317,44.58509,-90.019386,tD2,50000
n323,43.0324123,-89.3843206,tB4,100000
n325,44.8341639,-87.3770419,tE1,15000
