#Node Number,Latitude,Longitude,Technology,Capacity
n74,43.8887864,-89.6774639,tA4,250000
n74,43.8887864,-89.6774639,tK4,250000
n78,45.4788,-91.834341,tD3,150000
n78,45.4788,-91.834341,tN3,150000
n79,45.4095924,-92.0364009,tA1,30000
n80,45.330174,-91.543636,tA2,50000
n80,45.330174,-91.543636,tK2,50000
n85,44.540205,-87.789123,tA4,250000
n85,44.540205,-87.789123,tK4,250000
n87,44.340874,-88.133287,tD4,250000
n87,44.340874,-88.133287,tN4,250000
n97,44.257304,-87.961376,tA4,250000
n97,44.257304,-87.961376,tK4,250000
n98,44.2994683,-88.110763,tA4,250000
n98,44.2994683,-88.110763,tK4,250000
n103,45.762307,-92.6310929,tA1,30000
n104,44.1067411,-88.0533203,tA3,150000
n104,44.1067411,-88.0533203,tK3,150000
n106,44.097001,-88.147437,tA4,250000
n106,44.097001,-88.147437,tK4,250000
n110,44.203572,-88.106757,tA4,250000
n110,44.203572,-88.106757,tK4,250000
n113,44.9659247,-90.9746861,tD1,30000
n114,44.901922,-91.497807,tD2,50000
n114,44.901922,-91.497807,tN2,50000
n116,44.8511138,-90.2347974,tA4,250000
n116,44.8511138,-90.2347974,tK4,250000
n122,45.0173606,-90.3556863,tA3,150000
n122,45.0173606,-90.3556863,tK3,150000
n123,42.7889219,-89.8135536,tA3,150000
n123,42.7889219,-89.8135536,tK3,150000
n124,44.6407302,-90.3771428,tA4,250000
n124,44.6407302,-90.3771428,tK4,250000
n127,43.2627427,-89.4217487,tD3,150000
n127,43.2627427,-89.4217487,tN3,150000
n133,43.1612969,-89.1700655,tD4,250000
n133,43.1612969,-89.1700655,tN4,250000
n134,43.1255927,-89.5511386,tD3,150000
n134,43.1255927,-89.5511386,tN3,150000
n140,43.5123201,-88.7754202,tA2,50000
n140,43.5123201,-88.7754202,tK2,50000
n141,43.3984461,-88.6812317,tA2,50000
n141,43.3984461,-88.6812317,tK2,50000
n144,45.1470211,-91.6660948,tA2,50000
n144,45.1470211,-91.6660948,tK2,50000
n145,44.8923943,-91.6597361,tA1,30000
n148,43.835418,-88.293544,tA3,150000
n148,43.835418,-88.293544,tK3,150000
n158,43.867771,-88.717945,tA4,250000
n158,43.867771,-88.717945,tK4,250000
n160,43.6780951,-88.3554973,tD4,250000
n160,43.6780951,-88.3554973,tN4,250000
n162,42.9348801,-91.090403,tA2,50000
n162,42.9348801,-91.090403,tK2,50000
n165,43.0065857,-90.602897,tA2,50000
n165,43.0065857,-90.602897,tK2,50000
n166,43.7013946,-89.051151,tD3,150000
n166,43.7013946,-89.051151,tN3,150000
n171,42.6461277,-89.3870026,tA2,50000
n171,42.6461277,-89.3870026,tK2,50000
n176,44.4365416,-90.9365416,tD2,50000
n176,44.4365416,-90.9365416,tN2,50000
n177,44.1261241,-90.9966341,tD2,50000
n177,44.1261241,-90.9966341,tN2,50000
n179,42.973292,-88.775482,tD4,250000
n179,42.973292,-88.775482,tN4,250000
n183,44.2212573,-89.9558671,tD3,150000
n183,44.2212573,-89.9558671,tN3,150000
n186,44.663093,-87.588472,tA4,250000
n186,44.663093,-87.588472,tK4,250000
n187,44.3673969,-87.665803,tA3,150000
n187,44.3673969,-87.665803,tK3,150000
n188,44.6183421,-87.5815229,tA4,250000
n188,44.6183421,-87.5815229,tK4,250000
n193,44.4997104,-87.5955881,tA4,250000
n193,44.4997104,-87.5955881,tK4,250000
n198,44.4091049,-87.539651,tA4,250000
n198,44.4091049,-87.539651,tK4,250000
n200,42.6533571,-90.2918458,tK4,250000
n202,42.5688955,-89.8798448,tA2,50000
n202,42.5688955,-89.8798448,tK2,50000
n203,42.6533571,-90.2918458,tA4,250000
n204,45.2609184,-89.1320129,tA2,50000
n204,45.2609184,-89.1320129,tK2,50000
n215,43.9505879,-87.7465309,tA4,250000
