#Node Number,Latitude,Longitude,Technology,Capacity
n74,43.8887864,-89.6774639,tA4,250000
n74,43.8887864,-89.6774639,tK4,250000
n78,45.4788,-91.834341,tA3,150000
n78,45.4788,-91.834341,tK3,150000
n80,45.330174,-91.543636,tA2,50000
n80,45.330174,-91.543636,tK2,50000
n83,44.272017,-87.971349,tA3,150000
n83,44.272017,-87.971349,tK3,150000
n85,44.540205,-87.789123,tA4,250000
n85,44.540205,-87.789123,tK4,250000
n87,44.340874,-88.133287,tA4,250000
n87,44.340874,-88.133287,tK4,250000
n92,44.409054,-87.904771,tD2,50000
n92,44.409054,-87.904771,tN2,50000
n98,44.2994683,-88.110763,tA4,250000
n98,44.2994683,-88.110763,tK4,250000
n101,44.5056081,-91.9506223,tA2,50000
n101,44.5056081,-91.9506223,tK2,50000
n103,45.762307,-92.6310929,tA1,30000
n106,44.097001,-88.147437,tA4,250000
n106,44.097001,-88.147437,tK4,250000
n107,44.238873,-88.057052,tA4,250000
n107,44.238873,-88.057052,tK4,250000
n111,44.122421,-88.112622,tA3,150000
n111,44.122421,-88.112622,tK3,150000
n113,44.9659247,-90.9746861,tA1,30000
n114,44.901922,-91.497807,tA2,50000
n114,44.901922,-91.497807,tK2,50000
n115,45.0032736,-90.3526429,tA2,50000
n115,45.0032736,-90.3526429,tK2,50000
n116,44.8511138,-90.2347974,tA3,150000
n116,44.8511138,-90.2347974,tK3,150000
n122,45.0173606,-90.3556863,tA1,30000
n123,42.7889219,-89.8135536,tA3,150000
n123,42.7889219,-89.8135536,tK3,150000
n124,44.6407302,-90.3771428,tD4,250000
n124,44.6407302,-90.3771428,tN4,250000
n127,43.2627427,-89.4217487,tD3,150000
n127,43.2627427,-89.4217487,tN3,150000
n130,42.873461,-89.522408,tA1,30000
n131,43.133923,-89.176236,tD2,50000
n131,43.133923,-89.176236,tN3,150000
n133,43.1612969,-89.1700655,tD4,250000
n133,43.1612969,-89.1700655,tN3,150000
n134,43.1255927,-89.5511386,tD3,150000
n134,43.1255927,-89.5511386,tN3,150000
n137,43.574064,-88.450539,tA3,150000
n137,43.574064,-88.450539,tK3,150000
n141,43.3984461,-88.6812317,tD3,150000
n141,43.3984461,-88.6812317,tN3,150000
n143,44.7726448,-91.9394584,tA2,50000
n143,44.7726448,-91.9394584,tK2,50000
n144,45.1470211,-91.6660948,tA1,30000
n145,44.8923943,-91.6597361,tA1,30000
n146,45.0086159,-91.7608218,tA1,30000
n153,43.9068922,-88.2924711,tA3,150000
n153,43.9068922,-88.2924711,tK3,150000
n155,43.686573,-88.398594,tA3,150000
n155,43.686573,-88.398594,tK3,150000
n157,43.863818,-88.6171789,tA3,150000
n157,43.863818,-88.6171789,tK3,150000
n158,43.867771,-88.717945,tA4,250000
n158,43.867771,-88.717945,tK4,250000
n160,43.6780951,-88.3554973,tA1,30000
n162,42.9348801,-91.090403,tA2,50000
n162,42.9348801,-91.090403,tK2,50000
n163,42.6796252,-90.5831146,tA1,30000
n164,42.864588,-90.6961853,tA1,30000
n165,43.0065857,-90.602897,tD1,30000
n166,43.7013946,-89.051151,tA2,50000
n166,43.7013946,-89.051151,tK2,50000
n168,43.634875,-89.004734,tA1,30000
n171,42.6461277,-89.3870026,tD2,50000
n171,42.6461277,-89.3870026,tN2,50000
n175,44.3188887,-91.0649767,tA2,50000
n177,44.1261241,-90.9966341,tA1,30000
n178,44.4013418,-91.1053851,tA2,50000
n178,44.4013418,-91.1053851,tK2,50000
n179,42.973292,-88.775482,tA2,50000
n179,42.973292,-88.775482,tK2,50000
n182,43.1630746,-88.574255,tD2,50000
n182,43.1630746,-88.574255,tN2,50000
n183,44.2212573,-89.9558671,tD3,150000
n183,44.2212573,-89.9558671,tN3,150000
n185,44.6124135,-87.7630852,tA2,50000
n186,44.663093,-87.588472,tA4,250000
