#Node Number,Latitude,Longitude,Technology,Capacity
n74,43.8887864,-89.6774639,tA4,250000
n74,43.8887864,-89.6774639,tK4,250000
n78,45.4788,-91.834341,tD4,250000
n78,45.4788,-91.834341,tN4,250000
n80,45.330174,-91.543636,tA2,50000
n80,45.330174,-91.543636,tK2,50000
n83,44.272017,-87.971349,tA4,250000
n83,44.272017,-87.971349,tK4,250000
n85,44.540205,-87.789123,tA4,250000
n85,44.540205,-87.789123,tK4,250000
n87,44.340874,-88.133287,tD4,250000
n87,44.340874,-88.133287,tN4,250000
n98,44.2994683,-88.110763,tA4,250000
n98,44.2994683,-88.110763,tK4,250000
n106,44.097001,-88.147437,tA4,250000
n106,44.097001,-88.147437,tK4,250000
n111,44.122421,-88.112622,tA3,150000
n111,44.122421,-88.112622,tK3,150000
n112,44.235045,-88.06098,tA4,250000
n112,44.235045,-88.06098,tK4,250000
n114,44.901922,-91.497807,tA2,50000
n114,44.901922,-91.497807,tK2,50000
n115,45.0032736,-90.3526429,tA3,150000
n115,45.0032736,-90.3526429,tK3,150000
n123,42.7889219,-89.8135536,tD3,150000
n123,42.7889219,-89.8135536,tN3,150000
n124,44.6407302,-90.3771428,tA3,150000
n124,44.6407302,-90.3771428,tK3,150000
n133,43.1612969,-89.1700655,tA4,250000
n133,43.1612969,-89.1700655,tK4,250000
n135,43.214887,-89.479006,tD4,250000
n135,43.214887,-89.479006,tN4,250000
n137,43.574064,-88.450539,tD4,250000
n137,43.574064,-88.450539,tN4,250000
n140,43.5123201,-88.7754202,tA2,50000
n140,43.5123201,-88.7754202,tK2,50000
n141,43.3984461,-88.6812317,tA2,50000
n141,43.3984461,-88.6812317,tK2,50000
n142,44.7366839,-87.5027549,tA2,50000
n142,44.7366839,-87.5027549,tK2,50000
n146,45.0086159,-91.7608218,tA2,50000
n146,45.0086159,-91.7608218,tK2,50000
n148,43.835418,-88.293544,tA3,150000
n148,43.835418,-88.293544,tK3,150000
n149,43.6921456,-88.3624164,tA4,250000
n149,43.6921456,-88.3624164,tK4,250000
n157,43.863818,-88.6171789,tD3,150000
n157,43.863818,-88.6171789,tN3,150000
n158,43.867771,-88.717945,tA4,250000
n158,43.867771,-88.717945,tK4,250000
n162,42.9348801,-91.090403,tA2,50000
n162,42.9348801,-91.090403,tK2,50000
n165,43.0065857,-90.602897,tA2,50000
n165,43.0065857,-90.602897,tK2,50000
n167,43.7057395,-89.0510134,tA2,50000
n167,43.7057395,-89.0510134,tK2,50000
n174,44.2238278,-91.0851155,tA2,50000
n174,44.2238278,-91.0851155,tK2,50000
n175,44.3188887,-91.0649767,tA2,50000
n175,44.3188887,-91.0649767,tK2,50000
n176,44.4365416,-90.9365416,tD1,30000
n176,44.4365416,-90.9365416,tN1,30000
n181,43.1365455,-88.7221335,tD4,250000
n181,43.1365455,-88.7221335,tN4,250000
n183,44.2212573,-89.9558671,tA2,50000
n183,44.2212573,-89.9558671,tK2,50000
n188,44.6183421,-87.5815229,tA4,250000
n188,44.6183421,-87.5815229,tK4,250000
n192,44.616287,-87.63395,tA4,250000
n192,44.616287,-87.63395,tK4,250000
n193,44.4997104,-87.5955881,tA4,250000
n193,44.4997104,-87.5955881,tK4,250000
n198,44.4091049,-87.539651,tA4,250000
n198,44.4091049,-87.539651,tK4,250000
n200,42.6533571,-90.2918458,tN4,250000
n201,42.7853435,-90.2565166,tA2,50000
n201,42.7853435,-90.2565166,tK2,50000
n203,42.6533571,-90.2918458,tD4,250000
n204,45.2609184,-89.1320129,tA2,50000
n204,45.2609184,-89.1320129,tK2,50000
n211,43.991883,-87.758921,tA3,150000
n211,43.991883,-87.758921,tK3,150000
n212,44.031183,-87.900083,tA4,250000
n212,44.031183,-87.900083,tK4,250000
n215,43.9505879,-87.7465309,tA4,250000
