id,Region,TimePoint,Subproblem,aglevel1,aglevel2
152,1,1,1,1,1
153,1,1,1,1,1
154,1,1,1,1,1
155,1,1,1,1,1
156,1,1,1,1,1
157,1,1,1,1,1
158,1,1,1,1,1
159,1,1,1,1,1
160,1,1,1,1,1
161,1,1,1,1,1
162,1,1,1,1,1
163,1,1,1,1,1
164,2,1,1,1,1
165,2,1,1,1,1
166,2,1,1,1,1
167,2,1,1,1,1
168,2,1,1,1,1
169,2,1,1,1,1
170,2,1,1,1,1
171,2,1,1,1,1
172,1,1,1,1,1
173,2,1,1,1,1
174,2,1,1,1,1
175,2,1,1,1,1
176,2,1,1,1,1
177,2,1,1,1,1
178,2,1,1,1,1
179,2,1,1,1,1
180,2,1,1,1,1
181,2,1,1,1,1
182,2,1,1,1,1
183,2,1,1,1,1
184,2,1,1,1,1
185,2,1,1,1,1
186,2,1,1,1,1
187,2,1,1,1,1
188,2,1,1,1,1
189,2,1,1,1,1
190,2,1,1,1,1
191,2,1,1,1,1
192,2,1,1,1,1
193,2,1,1,1,1
194,2,1,1,1,1
195,2,1,1,1,1
196,2,1,1,1,1
197,2,1,1,1,1
198,2,1,1,1,1
199,2,1,1,1,1
200,2,1,1,1,1
201,2,1,1,1,1
202,2,1,1,1,1
203,2,1,1,1,1
204,2,1,1,1,1
205,2,1,1,1,1
206,2,1,1,1,1
207,2,1,1,1,1
208,2,1,1,1,1
209,2,1,1,1,1
210,2,1,1,1,1
211,2,1,1,1,1
212,2,1,1,1,1
213,2,1,1,1,1
214,2,1,1,1,1
215,2,1,1,1,1
216,2,1,1,1,1
217,2,1,1,1,1
218,2,1,1,1,1
219,2,1,1,1,1
220,2,1,1,1,1
221,2,1,1,1,1
222,2,1,1,1,1
223,2,1,1,1,1
224,2,1,1,1,1
225,2,1,1,1,1
226,2,1,1,1,1
227,1,1,1,1,1
228,1,1,1,1,1
229,1,1,1,1,1
230,1,1,1,1,1
231,1,1,1,1,1
232,1,1,1,1,1
233,1,1,1,1,1
234,2,1,1,1,1
235,1,1,1,1,1
236,2,1,1,1,1
237,2,1,1,1,1
238,1,1,1,1,1
239,2,1,1,1,1
240,2,1,1,1,1
241,2,1,1,1,1
242,2,1,1,1,1
243,2,1,1,1,1
244,2,1,1,1,1
245,2,1,1,1,1
246,2,1,1,1,1
247,3,1,1,1,1
248,3,1,1,1,1
249,3,1,1,1,1
250,3,1,1,1,1
251,3,1,1,1,1
252,3,1,1,1,1
253,3,1,1,1,1
254,3,1,1,1,1
255,3,1,1,1,1
256,3,1,1,1,1
257,3,1,1,1,1
258,3,1,1,1,1
259,3,1,1,1,1
260,3,1,1,1,1
261,3,1,1,1,1
262,3,1,1,1,1
263,3,1,1,1,1
264,3,1,1,1,1
265,3,1,1,1,1
266,2,1,1,1,1
267,3,1,1,1,1
268,3,1,1,1,1
269,2,1,1,1,1
270,2,1,1,1,1
271,2,1,1,1,1
272,3,1,1,1,1
273,3,1,1,1,1
274,3,1,1,1,1
275,3,1,1,1,1
276,2,1,1,1,1
277,2,1,1,1,1
278,3,1,1,1,1
279,3,1,1,1,1
280,3,1,1,1,1
281,3,1,1,1,1
282,3,1,1,1,1
283,3,1,1,1,1
284,3,1,1,1,1
285,3,1,1,1,1
286,3,1,1,1,1
287,3,1,1,1,1
288,3,1,1,1,1
289,3,1,1,1,1
290,3,1,1,1,1
291,3,1,1,1,1
292,3,1,1,1,1
293,3,1,1,1,1
294,3,1,1,1,1
295,3,1,1,1,1
296,1,1,1,1,1
297,1,1,1,1,1
298,1,1,1,1,1
299,1,1,1,1,1
300,1,1,1,1,1
301,2,1,1,1,1
302,1,1,1,1,1
303,1,1,1,1,1
304,2,1,1,1,1
305,1,1,1,2,1
306,1,1,1,2,1
307,1,1,1,2,1
308,1,1,1,2,1
309,1,1,1,2,1
310,1,1,1,2,1
311,1,1,1,2,1
312,1,1,1,2,1
313,1,1,1,2,1
314,1,1,1,2,1
315,1,1,1,2,1
316,1,1,1,2,1
317,1,1,1,2,1
318,1,1,1,2,1
319,1,1,1,2,1
320,1,1,1,2,1
321,1,1,1,2,1
322,1,1,1,2,1
323,1,1,1,2,1
324,1,1,1,2,1
325,1,1,1,2,1
326,1,1,1,2,1
327,1,1,1,2,1
328,1,1,1,2,1
329,1,1,1,2,1
330,1,1,1,2,1
331,1,1,1,2,1
332,1,1,1,2,1
333,1,1,1,2,1
334,1,1,1,2,1
335,1,1,1,2,1
336,1,1,1,2,1
337,2,1,1,2,1
338,2,1,1,2,1
339,2,1,1,2,1
340,2,1,1,2,1
341,2,1,1,2,1
342,2,1,1,2,1
343,2,1,1,2,1
344,2,1,1,2,1
345,2,1,1,2,1
346,2,1,1,2,1
347,2,1,1,2,1
348,2,1,1,2,1
349,2,1,1,2,1
350,2,1,1,2,1
351,2,1,1,2,1
352,2,1,1,2,1
353,2,1,1,2,1
354,2,1,1,2,1
355,2,1,1,2,1
356,2,1,1,2,1
357,2,1,1,2,1
358,2,1,1,2,1
359,2,1,1,2,1
360,2,1,1,2,1
361,2,1,1,2,1
362,2,1,1,2,1
363,2,1,1,2,1
364,2,1,1,2,1
365,2,1,1,2,1
366,2,1,1,2,1
367,2,1,1,2,1
368,2,1,1,2,1
369,2,1,1,2,1
370,2,1,1,2,1
371,2,1,1,2,1
372,2,1,1,2,1
373,2,1,1,2,1
374,1,1,1,2,1
375,1,1,1,2,1
376,1,1,1,2,1
377,1,1,1,2,1
378,1,1,1,2,1
379,1,1,1,2,1
380,2,1,1,2,1
381,2,1,1,2,1
382,2,1,1,2,1
383,2,1,1,2,1
384,2,1,1,2,1
385,2,1,1,2,1
386,3,1,1,2,1
387,3,1,1,2,1
388,3,1,1,2,1
389,3,1,1,2,1
390,3,1,1,2,1
391,3,1,1,2,1
392,3,1,1,2,1
393,3,1,1,2,1
394,3,1,1,2,1
395,3,1,1,2,1
396,3,1,1,2,1
397,3,1,1,2,1
398,3,1,1,2,1
399,3,1,1,2,1
400,3,1,1,2,1
401,2,1,1,2,1
402,2,1,1,2,1
403,2,1,1,2,1
404,3,1,1,2,1
405,3,1,1,2,1
406,3,1,1,2,1
407,3,1,1,2,1
408,3,1,1,2,1
409,3,1,1,2,1
410,3,1,1,2,1
411,3,1,1,2,1
412,3,1,1,2,1
413,3,1,1,2,1
414,3,1,1,2,1
415,3,1,1,2,1
416,3,1,1,2,1
417,1,1,1,2,1
418,1,1,1,2,1
419,1,1,1,2,1
420,2,1,1,2,1
421,1,1,1,2,1
422,2,1,1,2,1
423,1,1,1,2,1
424,1,1,1,2,1
425,1,1,1,2,1
426,1,1,1,2,1
427,1,1,1,2,1
428,1,1,1,2,1
429,1,1,1,2,1
430,1,1,1,2,1
431,1,1,1,2,1
432,1,1,1,2,1
433,1,1,1,2,1
434,1,1,1,2,1
435,1,1,1,2,1
436,1,1,1,2,1
437,1,1,1,2,1
438,1,1,1,2,1
439,1,1,1,2,1
440,1,1,1,2,1
441,1,1,1,2,1
442,1,1,1,2,1
443,1,1,1,2,1
444,1,1,1,2,1
445,1,1,1,2,1
446,1,1,1,2,1
447,1,1,1,2,1
448,1,1,1,2,1
449,1,1,1,2,1
450,1,1,1,2,1
451,1,1,1,2,1
452,1,1,1,2,1
453,1,1,1,2,1
454,1,1,1,2,1
455,1,1,1,2,1
456,1,1,1,2,1
457,1,1,1,2,1
458,1,1,1,2,1
459,1,1,1,2,1
460,1,1,1,2,1
461,1,1,1,2,1
462,1,1,1,2,1
463,1,1,1,2,1
464,1,1,1,2,1
465,1,1,1,2,1
466,1,1,1,2,1
467,1,1,1,2,1
468,2,1,1,2,1
469,2,1,1,2,1
470,2,1,1,2,1
471,2,1,1,2,1
472,2,1,1,2,1
473,2,1,1,2,1
474,2,1,1,2,1
475,2,1,1,2,1
476,1,1,1,2,1
477,2,1,1,2,1
478,2,1,1,2,1
479,2,1,1,2,1
480,2,1,1,2,1
481,2,1,1,2,1
482,2,1,1,2,1
483,2,1,1,2,1
484,2,1,1,2,1
485,2,1,1,2,1
486,2,1,1,2,1
487,2,1,1,2,1
488,2,1,1,2,1
489,2,1,1,2,1
490,2,1,1,2,1
491,2,1,1,2,1
492,2,1,1,2,1
493,2,1,1,2,1
494,2,1,1,2,1
495,2,1,1,2,1
496,2,1,1,2,1
497,2,1,1,2,1
498,2,1,1,2,1
499,2,1,1,2,1
500,2,1,1,2,1
501,2,1,1,2,1
502,2,1,1,2,1
503,2,1,1,2,1
504,2,1,1,2,1
505,2,1,1,2,1
506,2,1,1,2,1
507,2,1,1,2,1
508,2,1,1,2,1
509,2,1,1,2,1
510,2,1,1,2,1
511,2,1,1,2,1
512,2,1,1,2,1
513,2,1,1,2,1
514,2,1,1,2,1
515,2,1,1,2,1
516,2,1,1,2,1
517,2,1,1,2,1
518,2,1,1,2,1
519,2,1,1,2,1
520,2,1,1,2,1
521,2,1,1,2,1
522,2,1,1,2,1
523,2,1,1,2,1
524,2,1,1,2,1
525,2,1,1,2,1
526,2,1,1,2,1
527,2,1,1,2,1
528,2,1,1,2,1
529,2,1,1,2,1
530,2,1,1,2,1
531,1,1,1,2,1
532,1,1,1,2,1
533,1,1,1,2,1
534,1,1,1,2,1
535,1,1,1,2,1
536,1,1,1,2,1
537,1,1,1,2,1
538,2,1,1,2,1
539,1,1,1,2,1
540,2,1,1,2,1
541,2,1,1,2,1
542,1,1,1,2,1
543,2,1,1,2,1
544,2,1,1,2,1
545,2,1,1,2,1
546,2,1,1,2,1
547,2,1,1,2,1
548,2,1,1,2,1
549,2,1,1,2,1
550,2,1,1,2,1
551,3,1,1,2,1
552,3,1,1,2,1
553,3,1,1,2,1
554,3,1,1,2,1
555,3,1,1,2,1
556,3,1,1,2,1
557,3,1,1,2,1
558,3,1,1,2,1
559,3,1,1,2,1
560,3,1,1,2,1
561,3,1,1,2,1
562,3,1,1,2,1
563,3,1,1,2,1
564,3,1,1,2,1
565,3,1,1,2,1
566,3,1,1,2,1
567,3,1,1,2,1
568,3,1,1,2,1
569,3,1,1,2,1
570,2,1,1,2,1
571,3,1,1,2,1
572,3,1,1,2,1
573,2,1,1,2,1
574,2,1,1,2,1
575,2,1,1,2,1
576,3,1,1,2,1
577,3,1,1,2,1
578,3,1,1,2,1
579,3,1,1,2,1
580,2,1,1,2,1
581,2,1,1,2,1
582,3,1,1,2,1
583,3,1,1,2,1
584,3,1,1,2,1
585,3,1,1,2,1
586,3,1,1,2,1
587,3,1,1,2,1
588,3,1,1,2,1
589,3,1,1,2,1
590,3,1,1,2,1
591,3,1,1,2,1
592,3,1,1,2,1
593,3,1,1,2,1
594,3,1,1,2,1
595,3,1,1,2,1
596,3,1,1,2,1
597,3,1,1,2,1
598,3,1,1,2,1
599,3,1,1,2,1
600,1,1,1,2,1
601,1,1,1,2,1
602,1,1,1,2,1
603,1,1,1,2,1
604,1,1,1,2,1
605,2,1,1,2,1
606,1,1,1,2,1
607,1,1,1,2,1
608,2,1,1,2,1
609,1,1,1,3,1
610,1,1,1,3,1
611,1,1,1,3,1
612,1,1,1,3,1
613,1,1,1,3,1
614,1,1,1,3,1
615,1,1,1,3,1
616,1,1,1,3,1
617,1,1,1,3,1
618,1,1,1,3,1
619,1,1,1,3,1
620,1,1,1,3,1
621,1,1,1,3,1
622,1,1,1,3,1
623,1,1,1,3,1
624,1,1,1,3,1
625,1,1,1,3,1
626,1,1,1,3,1
627,1,1,1,3,1
628,1,1,1,3,1
629,1,1,1,3,1
630,1,1,1,3,1
631,1,1,1,3,1
632,1,1,1,3,1
633,1,1,1,3,1
634,1,1,1,3,1
635,1,1,1,3,1
636,1,1,1,3,1
637,1,1,1,3,1
638,1,1,1,3,1
639,1,1,1,3,1
640,1,1,1,3,1
641,2,1,1,3,1
642,2,1,1,3,1
643,2,1,1,3,1
644,2,1,1,3,1
645,2,1,1,3,1
646,2,1,1,3,1
647,2,1,1,3,1
648,2,1,1,3,1
649,2,1,1,3,1
650,2,1,1,3,1
651,2,1,1,3,1
652,2,1,1,3,1
653,2,1,1,3,1
654,2,1,1,3,1
655,2,1,1,3,1
656,2,1,1,3,1
657,2,1,1,3,1
658,2,1,1,3,1
659,2,1,1,3,1
660,2,1,1,3,1
661,2,1,1,3,1
662,2,1,1,3,1
663,2,1,1,3,1
664,2,1,1,3,1
665,2,1,1,3,1
666,2,1,1,3,1
667,2,1,1,3,1
668,2,1,1,3,1
669,2,1,1,3,1
670,2,1,1,3,1
671,2,1,1,3,1
672,2,1,1,3,1
673,2,1,1,3,1
674,2,1,1,3,1
675,2,1,1,3,1
676,2,1,1,3,1
677,2,1,1,3,1
678,1,1,1,3,1
679,1,1,1,3,1
680,1,1,1,3,1
681,1,1,1,3,1
682,1,1,1,3,1
683,1,1,1,3,1
684,2,1,1,3,1
685,2,1,1,3,1
686,2,1,1,3,1
687,2,1,1,3,1
688,2,1,1,3,1
689,2,1,1,3,1
690,3,1,1,3,1
691,3,1,1,3,1
692,3,1,1,3,1
693,3,1,1,3,1
694,3,1,1,3,1
695,3,1,1,3,1
696,3,1,1,3,1
697,3,1,1,3,1
698,3,1,1,3,1
699,3,1,1,3,1
700,3,1,1,3,1
701,3,1,1,3,1
702,3,1,1,3,1
703,3,1,1,3,1
704,3,1,1,3,1
705,2,1,1,3,1
706,2,1,1,3,1
707,2,1,1,3,1
708,3,1,1,3,1
709,3,1,1,3,1
710,3,1,1,3,1
711,3,1,1,3,1
712,3,1,1,3,1
713,3,1,1,3,1
714,3,1,1,3,1
715,3,1,1,3,1
716,3,1,1,3,1
717,3,1,1,3,1
718,3,1,1,3,1
719,3,1,1,3,1
720,3,1,1,3,1
721,1,1,1,3,1
722,1,1,1,3,1
723,1,1,1,3,1
724,2,1,1,3,1
725,1,1,1,3,1
726,2,1,1,3,1
727,1,1,1,3,1
728,1,1,1,3,1
729,1,1,1,3,1
730,1,1,1,3,1
731,1,1,1,3,1
732,1,1,1,3,1
733,1,1,1,3,1
734,1,1,1,3,1
735,1,1,1,3,1
736,1,1,1,3,1
737,1,1,1,3,1
738,1,1,1,3,1
739,1,1,1,3,1
740,1,1,1,3,1
741,1,1,1,3,1
742,1,1,1,3,1
743,1,1,1,3,1
744,1,1,1,3,1
745,1,1,1,3,1
746,1,1,1,3,1
747,1,1,1,3,1
748,1,1,1,3,1
749,1,1,1,3,1
750,1,1,1,3,1
751,1,1,1,3,1
752,1,1,1,3,1
753,1,1,1,3,1
754,1,1,1,3,1
755,1,1,1,3,1
756,1,1,1,3,1
757,1,1,1,3,1
758,1,1,1,3,1
759,1,1,1,3,1
760,1,1,1,3,1
761,1,1,1,3,1
762,1,1,1,3,1
763,1,1,1,3,1
764,1,1,1,3,1
765,1,1,1,3,1
766,1,1,1,3,1
767,1,1,1,3,1
768,1,1,1,3,1
769,1,1,1,3,1
770,1,1,1,3,1
771,1,1,1,3,1
772,2,1,1,3,1
773,2,1,1,3,1
774,2,1,1,3,1
775,2,1,1,3,1
776,2,1,1,3,1
777,2,1,1,3,1
778,2,1,1,3,1
779,2,1,1,3,1
780,1,1,1,3,1
781,2,1,1,3,1
782,2,1,1,3,1
783,2,1,1,3,1
784,2,1,1,3,1
785,2,1,1,3,1
786,2,1,1,3,1
787,2,1,1,3,1
788,2,1,1,3,1
789,2,1,1,3,1
790,2,1,1,3,1
791,2,1,1,3,1
792,2,1,1,3,1
793,2,1,1,3,1
794,2,1,1,3,1
795,2,1,1,3,1
796,2,1,1,3,1
797,2,1,1,3,1
798,2,1,1,3,1
799,2,1,1,3,1
800,2,1,1,3,1
801,2,1,1,3,1
802,2,1,1,3,1
803,2,1,1,3,1
804,2,1,1,3,1
805,2,1,1,3,1
806,2,1,1,3,1
807,2,1,1,3,1
808,2,1,1,3,1
809,2,1,1,3,1
810,2,1,1,3,1
811,2,1,1,3,1
812,2,1,1,3,1
813,2,1,1,3,1
814,2,1,1,3,1
815,2,1,1,3,1
816,2,1,1,3,1
817,2,1,1,3,1
818,2,1,1,3,1
819,2,1,1,3,1
820,2,1,1,3,1
821,2,1,1,3,1
822,2,1,1,3,1
823,2,1,1,3,1
824,2,1,1,3,1
825,2,1,1,3,1
826,2,1,1,3,1
827,2,1,1,3,1
828,2,1,1,3,1
829,2,1,1,3,1
830,2,1,1,3,1
831,2,1,1,3,1
832,2,1,1,3,1
833,2,1,1,3,1
834,2,1,1,3,1
835,1,1,1,3,1
836,1,1,1,3,1
837,1,1,1,3,1
838,1,1,1,3,1
839,1,1,1,3,1
840,1,1,1,3,1
841,1,1,1,3,1
842,2,1,1,3,1
843,1,1,1,3,1
844,2,1,1,3,1
845,2,1,1,3,1
846,1,1,1,3,1
847,2,1,1,3,1
848,2,1,1,3,1
849,2,1,1,3,1
850,2,1,1,3,1
851,2,1,1,3,1
852,2,1,1,3,1
853,2,1,1,3,1
854,2,1,1,3,1
855,3,1,1,3,1
856,3,1,1,3,1
857,3,1,1,3,1
858,3,1,1,3,1
859,3,1,1,3,1
860,3,1,1,3,1
861,3,1,1,3,1
862,3,1,1,3,1
863,3,1,1,3,1
864,3,1,1,3,1
865,3,1,1,3,1
866,3,1,1,3,1
867,3,1,1,3,1
868,3,1,1,3,1
869,3,1,1,3,1
870,3,1,1,3,1
871,3,1,1,3,1
872,3,1,1,3,1
873,3,1,1,3,1
874,2,1,1,3,1
875,3,1,1,3,1
876,3,1,1,3,1
877,2,1,1,3,1
878,2,1,1,3,1
879,2,1,1,3,1
880,3,1,1,3,1
881,3,1,1,3,1
882,3,1,1,3,1
883,3,1,1,3,1
884,2,1,1,3,1
885,2,1,1,3,1
886,3,1,1,3,1
887,3,1,1,3,1
888,3,1,1,3,1
889,3,1,1,3,1
890,3,1,1,3,1
891,3,1,1,3,1
892,3,1,1,3,1
893,3,1,1,3,1
894,3,1,1,3,1
895,3,1,1,3,1
896,3,1,1,3,1
897,3,1,1,3,1
898,3,1,1,3,1
899,3,1,1,3,1
900,3,1,1,3,1
901,3,1,1,3,1
902,3,1,1,3,1
903,3,1,1,3,1
904,1,1,1,3,1
905,1,1,1,3,1
906,1,1,1,3,1
907,1,1,1,3,1
908,1,1,1,3,1
909,2,1,1,3,1
910,1,1,1,3,1
911,1,1,1,3,1
912,2,1,1,3,1
913,1,1,1,4,1
914,1,1,1,4,1
915,1,1,1,4,1
916,1,1,1,4,1
917,1,1,1,4,1
918,1,1,1,4,1
919,1,1,1,4,1
920,1,1,1,4,1
921,1,1,1,4,1
922,1,1,1,4,1
923,1,1,1,4,1
924,1,1,1,4,1
925,1,1,1,4,1
926,1,1,1,4,1
927,1,1,1,4,1
928,1,1,1,4,1
929,1,1,1,4,1
930,1,1,1,4,1
931,1,1,1,4,1
932,1,1,1,4,1
933,1,1,1,4,1
934,1,1,1,4,1
935,1,1,1,4,1
936,1,1,1,4,1
937,1,1,1,4,1
938,1,1,1,4,1
939,1,1,1,4,1
940,1,1,1,4,1
941,1,1,1,4,1
942,1,1,1,4,1
943,1,1,1,4,1
944,1,1,1,4,1
945,2,1,1,4,1
946,2,1,1,4,1
947,2,1,1,4,1
948,2,1,1,4,1
949,2,1,1,4,1
950,2,1,1,4,1
951,2,1,1,4,1
952,2,1,1,4,1
953,2,1,1,4,1
954,2,1,1,4,1
955,2,1,1,4,1
956,2,1,1,4,1
957,2,1,1,4,1
958,2,1,1,4,1
959,2,1,1,4,1
960,2,1,1,4,1
961,2,1,1,4,1
962,2,1,1,4,1
963,2,1,1,4,1
964,2,1,1,4,1
965,2,1,1,4,1
966,2,1,1,4,1
967,2,1,1,4,1
968,2,1,1,4,1
969,2,1,1,4,1
970,2,1,1,4,1
971,2,1,1,4,1
972,2,1,1,4,1
973,2,1,1,4,1
974,2,1,1,4,1
975,2,1,1,4,1
976,2,1,1,4,1
977,2,1,1,4,1
978,2,1,1,4,1
979,2,1,1,4,1
980,2,1,1,4,1
981,2,1,1,4,1
982,1,1,1,4,1
983,1,1,1,4,1
984,1,1,1,4,1
985,1,1,1,4,1
986,1,1,1,4,1
987,1,1,1,4,1
988,2,1,1,4,1
989,2,1,1,4,1
990,2,1,1,4,1
991,2,1,1,4,1
992,2,1,1,4,1
993,2,1,1,4,1
994,3,1,1,4,1
995,3,1,1,4,1
996,3,1,1,4,1
997,3,1,1,4,1
998,3,1,1,4,1
999,3,1,1,4,1
1000,3,1,1,4,1
1001,3,1,1,4,1
1002,3,1,1,4,1
1003,3,1,1,4,1
1004,3,1,1,4,1
1005,3,1,1,4,1
1006,3,1,1,4,1
1007,3,1,1,4,1
1008,3,1,1,4,1
1009,2,1,1,4,1
1010,2,1,1,4,1
1011,2,1,1,4,1
1012,3,1,1,4,1
1013,3,1,1,4,1
1014,3,1,1,4,1
1015,3,1,1,4,1
1016,3,1,1,4,1
1017,3,1,1,4,1
1018,3,1,1,4,1
1019,3,1,1,4,1
1020,3,1,1,4,1
1021,3,1,1,4,1
1022,3,1,1,4,1
1023,3,1,1,4,1
1024,3,1,1,4,1
1025,1,1,1,4,1
1026,1,1,1,4,1
1027,1,1,1,4,1
1028,2,1,1,4,1
1029,1,1,1,4,1
1030,2,1,1,4,1
1031,1,1,1,4,1
1032,1,1,1,4,1
1033,1,1,1,4,1
1034,1,1,1,4,1
1035,1,1,1,4,1
1036,1,1,1,4,1
1037,1,1,1,4,1
1038,1,1,1,4,1
1039,1,1,1,4,1
1040,1,1,1,4,1
1041,1,1,1,4,1
1042,1,1,1,4,1
1043,1,1,1,4,1
1044,1,1,1,4,1
1045,1,1,1,4,1
1046,1,1,1,4,1
1047,1,1,1,4,1
1048,1,1,1,4,1
1049,1,1,1,4,1
1050,1,1,1,4,1
1051,1,1,1,4,1
1052,1,1,1,4,1
1053,1,1,1,4,1
1054,1,1,1,4,1
1055,1,1,1,4,1
1056,1,1,1,4,1
1057,1,1,1,4,1
1058,1,1,1,4,1
1059,1,1,1,4,1
1060,1,1,1,4,1
1061,1,1,1,4,1
1062,1,1,1,4,1
1063,1,1,1,4,1
1064,1,1,1,4,1
1065,1,1,1,4,1
1066,1,1,1,4,1
1067,1,1,1,4,1
1068,1,1,1,4,1
1069,1,1,1,4,1
1070,1,1,1,4,1
1071,1,1,1,4,1
1072,1,1,1,4,1
1073,1,1,1,4,1
1074,1,1,1,4,1
1075,1,1,1,4,1
1076,2,1,1,4,1
1077,2,1,1,4,1
1078,2,1,1,4,1
1079,2,1,1,4,1
1080,2,1,1,4,1
1081,2,1,1,4,1
1082,2,1,1,4,1
1083,2,1,1,4,1
1084,1,1,1,4,1
1085,2,1,1,4,1
1086,2,1,1,4,1
1087,2,1,1,4,1
1088,2,1,1,4,1
1089,2,1,1,4,1
1090,2,1,1,4,1
1091,2,1,1,4,1
1092,2,1,1,4,1
1093,2,1,1,4,1
1094,2,1,1,4,1
1095,2,1,1,4,1
1096,2,1,1,4,1
1097,2,1,1,4,1
1098,2,1,1,4,1
1099,2,1,1,4,1
1100,2,1,1,4,1
1101,2,1,1,4,1
1102,2,1,1,4,1
1103,2,1,1,4,1
1104,2,1,1,4,1
1105,2,1,1,4,1
1106,2,1,1,4,1
1107,2,1,1,4,1
1108,2,1,1,4,1
1109,2,1,1,4,1
1110,2,1,1,4,1
1111,2,1,1,4,1
1112,2,1,1,4,1
1113,2,1,1,4,1
1114,2,1,1,4,1
1115,2,1,1,4,1
1116,2,1,1,4,1
1117,2,1,1,4,1
1118,2,1,1,4,1
1119,2,1,1,4,1
1120,2,1,1,4,1
1121,2,1,1,4,1
1122,2,1,1,4,1
1123,2,1,1,4,1
1124,2,1,1,4,1
1125,2,1,1,4,1
1126,2,1,1,4,1
1127,2,1,1,4,1
1128,2,1,1,4,1
1129,2,1,1,4,1
1130,2,1,1,4,1
1131,2,1,1,4,1
1132,2,1,1,4,1
1133,2,1,1,4,1
1134,2,1,1,4,1
1135,2,1,1,4,1
1136,2,1,1,4,1
1137,2,1,1,4,1
1138,2,1,1,4,1
1139,1,1,1,4,1
1140,1,1,1,4,1
1141,1,1,1,4,1
1142,1,1,1,4,1
1143,1,1,1,4,1
1144,1,1,1,4,1
1145,1,1,1,4,1
1146,2,1,1,4,1
1147,1,1,1,4,1
1148,2,1,1,4,1
1149,2,1,1,4,1
