id,Region,TimePoint,TimeAgg
260,3,1,1
261,3,1,1
262,3,1,1
263,3,1,1
264,3,1,1
265,3,1,1
266,2,1,1
267,3,1,1
268,3,1,1
269,2,1,1
270,2,1,1
271,2,1,1
272,3,1,1
273,3,1,1
274,3,1,1
275,3,1,1
276,2,1,1
277,2,1,1
278,3,1,1
279,3,1,1
280,3,1,1
281,3,1,1
282,3,1,1
283,3,1,1
284,3,1,1
285,3,1,1
286,3,1,1
287,3,1,1
288,3,1,1
289,3,1,1
290,3,1,1
291,3,1,1
292,3,1,1
293,3,1,1
294,3,1,1
295,3,1,1
296,1,1,1
297,1,1,1
298,1,1,1
299,1,1,1
300,1,1,1
301,2,1,1
302,1,1,1
303,1,1,1
304,2,1,1
305,1,2,1
306,1,2,1
307,1,2,1
308,1,2,1
309,1,2,1
310,1,2,1
311,1,2,1
312,1,2,1
313,1,2,1
314,1,2,1
315,1,2,1
316,1,2,1
317,1,2,1
318,1,2,1
319,1,2,1
320,1,2,1
321,1,2,1
322,1,2,1
323,1,2,1
324,1,2,1
325,1,2,1
326,1,2,1
327,1,2,1
328,1,2,1
329,1,2,1
330,1,2,1
331,1,2,1
332,1,2,1
333,1,2,1
334,1,2,1
335,1,2,1
336,1,2,1
337,2,2,1
338,2,2,1
339,2,2,1
340,2,2,1
341,2,2,1
342,2,2,1
343,2,2,1
344,2,2,1
345,2,2,1
346,2,2,1
347,2,2,1
348,2,2,1
349,2,2,1
350,2,2,1
351,2,2,1
352,2,2,1
353,2,2,1
354,2,2,1
355,2,2,1
356,2,2,1
357,2,2,1
358,2,2,1
359,2,2,1
360,2,2,1
361,2,2,1
362,2,2,1
363,2,2,1
364,2,2,1
365,2,2,1
366,2,2,1
367,2,2,1
368,2,2,1
369,2,2,1
370,2,2,1
371,2,2,1
372,2,2,1
373,2,2,1
374,1,2,1
375,1,2,1
376,1,2,1
377,1,2,1
378,1,2,1
379,1,2,1
380,2,2,1
381,2,2,1
382,2,2,1
383,2,2,1
384,2,2,1
385,2,2,1
386,3,2,1
387,3,2,1
388,3,2,1
389,3,2,1
390,3,2,1
391,3,2,1
392,3,2,1
393,3,2,1
394,3,2,1
395,3,2,1
396,3,2,1
397,3,2,1
398,3,2,1
399,3,2,1
400,3,2,1
401,2,2,1
402,2,2,1
403,2,2,1
404,3,2,1
405,3,2,1
406,3,2,1
407,3,2,1
408,3,2,1
409,3,2,1
410,3,2,1
411,3,2,1
412,3,2,1
413,3,2,1
414,3,2,1
415,3,2,1
416,3,2,1
417,1,2,1
418,1,2,1
419,1,2,1
420,2,2,1
421,1,2,1
422,2,2,1
423,1,2,1
424,1,2,1
425,1,2,1
426,1,2,1
427,1,2,1
428,1,2,1
429,1,2,1
430,1,2,1
431,1,2,1
432,1,2,1
433,1,2,1
434,1,2,1
435,1,2,1
436,1,2,1
437,1,2,1
438,1,2,1
439,1,2,1
440,1,2,1
441,1,2,1
442,1,2,1
443,1,2,1
444,1,2,1
445,1,2,1
446,1,2,1
447,1,2,1
448,1,2,1
449,1,2,1
450,1,2,1
451,1,2,1
452,1,2,1
453,1,2,1
454,1,2,1
455,1,2,1
456,1,2,1
457,1,2,1
458,1,2,1
459,1,2,1
460,1,2,1
461,1,2,1
462,1,2,1
463,1,2,1
464,1,2,1
465,1,2,1
466,1,2,1
467,1,2,1
468,2,2,1
469,2,2,1
470,2,2,1
471,2,2,1
472,2,2,1
473,2,2,1
474,2,2,1
475,2,2,1
476,1,2,1
477,2,2,1
478,2,2,1
479,2,2,1
480,2,2,1
481,2,2,1
482,2,2,1
483,2,2,1
484,2,2,1
485,2,2,1
486,2,2,1
487,2,2,1
488,2,2,1
489,2,2,1
490,2,2,1
491,2,2,1
492,2,2,1
493,2,2,1
494,2,2,1
495,2,2,1
496,2,2,1
497,2,2,1
498,2,2,1
499,2,2,1
500,2,2,1
501,2,2,1
502,2,2,1
503,2,2,1
504,2,2,1
505,2,2,1
506,2,2,1
507,2,2,1
508,2,2,1
509,2,2,1
510,2,2,1
511,2,2,1
512,2,2,1
513,2,2,1
514,2,2,1
515,2,2,1
516,2,2,1
517,2,2,1
518,2,2,1
519,2,2,1
520,2,2,1
521,2,2,1
522,2,2,1
523,2,2,1
524,2,2,1
525,2,2,1
526,2,2,1
527,2,2,1
528,2,2,1
529,2,2,1
530,2,2,1
531,1,2,1
532,1,2,1
533,1,2,1
534,1,2,1
535,1,2,1
536,1,2,1
537,1,2,1
538,2,2,1
539,1,2,1
540,2,2,1
541,2,2,1
542,1,2,1
543,2,2,1
544,2,2,1
545,2,2,1
546,2,2,1
547,2,2,1
548,2,2,1
549,2,2,1
550,2,2,1
551,3,2,1
552,3,2,1
553,3,2,1
554,3,2,1
555,3,2,1
556,3,2,1
557,3,2,1
558,3,2,1
559,3,2,1
560,3,2,1
561,3,2,1
562,3,2,1
563,3,2,1
564,3,2,1
565,3,2,1
566,3,2,1
567,3,2,1
568,3,2,1
569,3,2,1
570,2,2,1
571,3,2,1
572,3,2,1
573,2,2,1
574,2,2,1
575,2,2,1
576,3,2,1
577,3,2,1
578,3,2,1
579,3,2,1
580,2,2,1
581,2,2,1
582,3,2,1
583,3,2,1
584,3,2,1
585,3,2,1
586,3,2,1
587,3,2,1
588,3,2,1
589,3,2,1
590,3,2,1
591,3,2,1
592,3,2,1
593,3,2,1
594,3,2,1
595,3,2,1
596,3,2,1
597,3,2,1
598,3,2,1
599,3,2,1
600,1,2,1
601,1,2,1
602,1,2,1
603,1,2,1
604,1,2,1
605,2,2,1
606,1,2,1
607,1,2,1
608,2,2,1
609,1,3,1
610,1,3,1
611,1,3,1
612,1,3,1
613,1,3,1
614,1,3,1
615,1,3,1
616,1,3,1
617,1,3,1
618,1,3,1
619,1,3,1
620,1,3,1
621,1,3,1
622,1,3,1
623,1,3,1
624,1,3,1
625,1,3,1
626,1,3,1
627,1,3,1
628,1,3,1
629,1,3,1
630,1,3,1
631,1,3,1
632,1,3,1
633,1,3,1
634,1,3,1
635,1,3,1
636,1,3,1
637,1,3,1
638,1,3,1
639,1,3,1
640,1,3,1
641,2,3,1
642,2,3,1
643,2,3,1
644,2,3,1
645,2,3,1
646,2,3,1
647,2,3,1
648,2,3,1
649,2,3,1
650,2,3,1
651,2,3,1
652,2,3,1
653,2,3,1
654,2,3,1
655,2,3,1
656,2,3,1
657,2,3,1
658,2,3,1
659,2,3,1
660,2,3,1
661,2,3,1
662,2,3,1
663,2,3,1
664,2,3,1
665,2,3,1
666,2,3,1
667,2,3,1
668,2,3,1
669,2,3,1
670,2,3,1
671,2,3,1
672,2,3,1
673,2,3,1
674,2,3,1
675,2,3,1
676,2,3,1
677,2,3,1
678,1,3,1
679,1,3,1
680,1,3,1
681,1,3,1
682,1,3,1
683,1,3,1
684,2,3,1
685,2,3,1
686,2,3,1
687,2,3,1
688,2,3,1
689,2,3,1
690,3,3,1
691,3,3,1
692,3,3,1
693,3,3,1
694,3,3,1
695,3,3,1
696,3,3,1
697,3,3,1
698,3,3,1
699,3,3,1
700,3,3,1
701,3,3,1
702,3,3,1
703,3,3,1
704,3,3,1
705,2,3,1
706,2,3,1
707,2,3,1
708,3,3,1
709,3,3,1
710,3,3,1
711,3,3,1
712,3,3,1
713,3,3,1
714,3,3,1
715,3,3,1
716,3,3,1
717,3,3,1
718,3,3,1
719,3,3,1
720,3,3,1
721,1,3,1
722,1,3,1
723,1,3,1
724,2,3,1
725,1,3,1
726,2,3,1
727,1,3,1
728,1,3,1
729,1,3,1
730,1,3,1
731,1,3,1
732,1,3,1
733,1,3,1
734,1,3,1
735,1,3,1
736,1,3,1
737,1,3,1
738,1,3,1
739,1,3,1
740,1,3,1
741,1,3,1
742,1,3,1
743,1,3,1
744,1,3,1
745,1,3,1
746,1,3,1
747,1,3,1
748,1,3,1
749,1,3,1
750,1,3,1
751,1,3,1
752,1,3,1
753,1,3,1
754,1,3,1
755,1,3,1
756,1,3,1
757,1,3,1
758,1,3,1
759,1,3,1
760,1,3,1
761,1,3,1
762,1,3,1
763,1,3,1
764,1,3,1
765,1,3,1
766,1,3,1
767,1,3,1
768,1,3,1
769,1,3,1
770,1,3,1
771,1,3,1
772,2,3,1
773,2,3,1
774,2,3,1
775,2,3,1
776,2,3,1
777,2,3,1
778,2,3,1
779,2,3,1
780,1,3,1
781,2,3,1
782,2,3,1
783,2,3,1
784,2,3,1
785,2,3,1
786,2,3,1
787,2,3,1
788,2,3,1
789,2,3,1
790,2,3,1
791,2,3,1
792,2,3,1
793,2,3,1
794,2,3,1
795,2,3,1
796,2,3,1
797,2,3,1
798,2,3,1
799,2,3,1
800,2,3,1
801,2,3,1
802,2,3,1
803,2,3,1
804,2,3,1
805,2,3,1
806,2,3,1
807,2,3,1
808,2,3,1
809,2,3,1
810,2,3,1
811,2,3,1
812,2,3,1
813,2,3,1
814,2,3,1
815,2,3,1
816,2,3,1
817,2,3,1
818,2,3,1
819,2,3,1
820,2,3,1
821,2,3,1
822,2,3,1
823,2,3,1
824,2,3,1
825,2,3,1
826,2,3,1
827,2,3,1
828,2,3,1
829,2,3,1
830,2,3,1
831,2,3,1
832,2,3,1
833,2,3,1
834,2,3,1
835,1,3,1
836,1,3,1
837,1,3,1
838,1,3,1
839,1,3,1
840,1,3,1
841,1,3,1
842,2,3,1
843,1,3,1
844,2,3,1
845,2,3,1
846,1,3,1
847,2,3,1
848,2,3,1
849,2,3,1
850,2,3,1
851,2,3,1
852,2,3,1
853,2,3,1
854,2,3,1
855,3,3,1
856,3,3,1
857,3,3,1
858,3,3,1
859,3,3,1
860,3,3,1
861,3,3,1
862,3,3,1
863,3,3,1
864,3,3,1
865,3,3,1
866,3,3,1
867,3,3,1
868,3,3,1
869,3,3,1
870,3,3,1
871,3,3,1
872,3,3,1
873,3,3,1
874,2,3,1
875,3,3,1
876,3,3,1
877,2,3,1
878,2,3,1
879,2,3,1
880,3,3,1
881,3,3,1
882,3,3,1
883,3,3,1
884,2,3,1
885,2,3,1
886,3,3,1
887,3,3,1
888,3,3,1
889,3,3,1
890,3,3,1
891,3,3,1
892,3,3,1
893,3,3,1
894,3,3,1
895,3,3,1
896,3,3,1
897,3,3,1
898,3,3,1
899,3,3,1
900,3,3,1
901,3,3,1
902,3,3,1
903,3,3,1
904,1,3,1
905,1,3,1
906,1,3,1
907,1,3,1
908,1,3,1
909,2,3,1
910,1,3,1
911,1,3,1
912,2,3,1
913,1,4,1
914,1,4,1
915,1,4,1
916,1,4,1
917,1,4,1
918,1,4,1
919,1,4,1
920,1,4,1
921,1,4,1
922,1,4,1
923,1,4,1
924,1,4,1
925,1,4,1
926,1,4,1
927,1,4,1
928,1,4,1
929,1,4,1
930,1,4,1
931,1,4,1
932,1,4,1
933,1,4,1
934,1,4,1
935,1,4,1
936,1,4,1
937,1,4,1
938,1,4,1
939,1,4,1
940,1,4,1
941,1,4,1
942,1,4,1
943,1,4,1
944,1,4,1
945,2,4,1
946,2,4,1
947,2,4,1
948,2,4,1
949,2,4,1
950,2,4,1
951,2,4,1
952,2,4,1
953,2,4,1
954,2,4,1
955,2,4,1
956,2,4,1
957,2,4,1
958,2,4,1
959,2,4,1
960,2,4,1
961,2,4,1
962,2,4,1
963,2,4,1
964,2,4,1
965,2,4,1
966,2,4,1
967,2,4,1
968,2,4,1
969,2,4,1
970,2,4,1
971,2,4,1
972,2,4,1
973,2,4,1
974,2,4,1
975,2,4,1
976,2,4,1
977,2,4,1
978,2,4,1
979,2,4,1
980,2,4,1
981,2,4,1
982,1,4,1
983,1,4,1
984,1,4,1
985,1,4,1
986,1,4,1
987,1,4,1
988,2,4,1
989,2,4,1
990,2,4,1
991,2,4,1
992,2,4,1
993,2,4,1
994,3,4,1
995,3,4,1
996,3,4,1
997,3,4,1
998,3,4,1
999,3,4,1
1000,3,4,1
1001,3,4,1
1002,3,4,1
1003,3,4,1
1004,3,4,1
1005,3,4,1
1006,3,4,1
1007,3,4,1
1008,3,4,1
1009,2,4,1
1010,2,4,1
1011,2,4,1
1012,3,4,1
1013,3,4,1
1014,3,4,1
1015,3,4,1
1016,3,4,1
1017,3,4,1
1018,3,4,1
1019,3,4,1
1020,3,4,1
1021,3,4,1
1022,3,4,1
1023,3,4,1
1024,3,4,1
1025,1,4,1
1026,1,4,1
1027,1,4,1
1028,2,4,1
1029,1,4,1
1030,2,4,1
1031,1,4,1
1032,1,4,1
1033,1,4,1
1034,1,4,1
1035,1,4,1
1036,1,4,1
1037,1,4,1
1038,1,4,1
1039,1,4,1
1040,1,4,1
1041,1,4,1
1042,1,4,1
1043,1,4,1
1044,1,4,1
1045,1,4,1
1046,1,4,1
1047,1,4,1
1048,1,4,1
1049,1,4,1
1050,1,4,1
1051,1,4,1
1052,1,4,1
1053,1,4,1
1054,1,4,1
1055,1,4,1
1056,1,4,1
1057,1,4,1
1058,1,4,1
1059,1,4,1
1060,1,4,1
1061,1,4,1
1062,1,4,1
1063,1,4,1
1064,1,4,1
1065,1,4,1
1066,1,4,1
1067,1,4,1
1068,1,4,1
1069,1,4,1
1070,1,4,1
1071,1,4,1
1072,1,4,1
1073,1,4,1
1074,1,4,1
1075,1,4,1
1076,2,4,1
1077,2,4,1
1078,2,4,1
1079,2,4,1
1080,2,4,1
1081,2,4,1
1082,2,4,1
1083,2,4,1
1084,1,4,1
1085,2,4,1
1086,2,4,1
1087,2,4,1
1088,2,4,1
1089,2,4,1
1090,2,4,1
1091,2,4,1
1092,2,4,1
1093,2,4,1
1094,2,4,1
1095,2,4,1
1096,2,4,1
1097,2,4,1
1098,2,4,1
1099,2,4,1
1100,2,4,1
1101,2,4,1
1102,2,4,1
1103,2,4,1
1104,2,4,1
1105,2,4,1
1106,2,4,1
1107,2,4,1
1108,2,4,1
1109,2,4,1
1110,2,4,1
1111,2,4,1
1112,2,4,1
1113,2,4,1
1114,2,4,1
1115,2,4,1
1116,2,4,1
1117,2,4,1
1118,2,4,1
1119,2,4,1
1120,2,4,1
1121,2,4,1
1122,2,4,1
1123,2,4,1
1124,2,4,1
1125,2,4,1
1126,2,4,1
1127,2,4,1
1128,2,4,1
1129,2,4,1
1130,2,4,1
1131,2,4,1
1132,2,4,1
1133,2,4,1
1134,2,4,1
1135,2,4,1
1136,2,4,1
1137,2,4,1
1138,2,4,1
1139,1,4,1
1140,1,4,1
1141,1,4,1
1142,1,4,1
1143,1,4,1
1144,1,4,1
1145,1,4,1
1146,2,4,1
1147,1,4,1
1148,2,4,1
1149,2,4,1
1150,1,4,1
1151,2,4,1
1152,2,4,1
1153,2,4,1
1154,2,4,1
1155,2,4,1
1156,2,4,1
1157,2,4,1
1158,2,4,1
1159,3,4,1
1160,3,4,1
1161,3,4,1
1162,3,4,1
1163,3,4,1
1164,3,4,1
1165,3,4,1
1166,3,4,1
1167,3,4,1
1168,3,4,1
1169,3,4,1
1170,3,4,1
1171,3,4,1
1172,3,4,1
1173,3,4,1
1174,3,4,1
1175,3,4,1
1176,3,4,1
1177,3,4,1
1178,2,4,1
1179,3,4,1
1180,3,4,1
1181,2,4,1
1182,2,4,1
1183,2,4,1
1184,3,4,1
1185,3,4,1
1186,3,4,1
1187,3,4,1
1188,2,4,1
1189,2,4,1
1190,3,4,1
1191,3,4,1
1192,3,4,1
1193,3,4,1
1194,3,4,1
1195,3,4,1
1196,3,4,1
1197,3,4,1
1198,3,4,1
1199,3,4,1
1200,3,4,1
1201,3,4,1
1202,3,4,1
1203,3,4,1
1204,3,4,1
1205,3,4,1
1206,3,4,1
1207,3,4,1
1208,1,4,1
1209,1,4,1
1210,1,4,1
1211,1,4,1
1212,1,4,1
1213,2,4,1
1214,1,4,1
1215,1,4,1
1216,2,4,1
1217,1,5,1
1218,1,5,1
1219,1,5,1
1220,1,5,1
1221,1,5,1
1222,1,5,1
1223,1,5,1
1224,1,5,1
1225,1,5,1
1226,1,5,1
1227,1,5,1
1228,1,5,1
1229,1,5,1
1230,1,5,1
1231,1,5,1
1232,1,5,1
1233,1,5,1
1234,1,5,1
1235,1,5,1
1236,1,5,1
1237,1,5,1
1238,1,5,1
1239,1,5,1
1240,1,5,1
1241,1,5,1
1242,1,5,1
1243,1,5,1
1244,1,5,1
1245,1,5,1
1246,1,5,1
1247,1,5,1
1248,1,5,1
1249,2,5,1
1250,2,5,1
1251,2,5,1
1252,2,5,1
1253,2,5,1
1254,2,5,1
1255,2,5,1
1256,2,5,1
1257,2,5,1
1258,2,5,1
1259,2,5,1
1260,2,5,1
1261,2,5,1
1262,2,5,1
1263,2,5,1
1264,2,5,1
1265,2,5,1
1266,2,5,1
1267,2,5,1
1268,2,5,1
1269,2,5,1
1270,2,5,1
1271,2,5,1
1272,2,5,1
1273,2,5,1
1274,2,5,1
1275,2,5,1
1276,2,5,1
1277,2,5,1
1278,2,5,1
1279,2,5,1
1280,2,5,1
1281,2,5,1
1282,2,5,1
1283,2,5,1
1284,2,5,1
1285,2,5,1
1286,1,5,1
1287,1,5,1
1288,1,5,1
1289,1,5,1
1290,1,5,1
1291,1,5,1
1292,2,5,1
1293,2,5,1
1294,2,5,1
1295,2,5,1
1296,2,5,1
1297,2,5,1
1298,3,5,1
1299,3,5,1
1300,3,5,1
1301,3,5,1
1302,3,5,1
1303,3,5,1
1304,3,5,1
1305,3,5,1
1306,3,5,1
1307,3,5,1
1308,3,5,1
1309,3,5,1
1310,3,5,1
1311,3,5,1
1312,3,5,1
1313,2,5,1
1314,2,5,1
1315,2,5,1
1316,3,5,1
1317,3,5,1
1318,3,5,1
1319,3,5,1
1320,3,5,1
1321,3,5,1
1322,3,5,1
1323,3,5,1
1324,3,5,1
1325,3,5,1
1326,3,5,1
1327,3,5,1
1328,3,5,1
1329,1,5,1
1330,1,5,1
1331,1,5,1
1332,2,5,1
1333,1,5,1
1334,2,5,1
1335,1,5,1
1336,1,5,1
1337,1,5,1
1338,1,5,1
1339,1,5,1
1340,1,5,1
1341,1,5,1
1342,1,5,1
1343,1,5,1
1344,1,5,1
1345,1,5,1
1346,1,5,1
1347,1,5,1
1348,1,5,1
1349,1,5,1
1350,1,5,1
1351,1,5,1
1352,1,5,1
1353,1,5,1
1354,1,5,1
1355,1,5,1
1356,1,5,1
1357,1,5,1
1358,1,5,1
1359,1,5,1
1360,1,5,1
1361,1,5,1
1362,1,5,1
1363,1,5,1
1364,1,5,1
1365,1,5,1
1366,1,5,1
1367,1,5,1
1368,1,5,1
1369,1,5,1
1370,1,5,1
1371,1,5,1
1372,1,5,1
1373,1,5,1
1374,1,5,1
1375,1,5,1
1376,1,5,1
1377,1,5,1
1378,1,5,1
1379,1,5,1
1380,2,5,1
1381,2,5,1
1382,2,5,1
1383,2,5,1
1384,2,5,1
1385,2,5,1
1386,2,5,1
1387,2,5,1
1388,1,5,1
1389,2,5,1
1390,2,5,1
1391,2,5,1
1392,2,5,1
1393,2,5,1
1394,2,5,1
1395,2,5,1
1396,2,5,1
1397,2,5,1
1398,2,5,1
1399,2,5,1
1400,2,5,1
1401,2,5,1
1402,2,5,1
1403,2,5,1
1404,2,5,1
1405,2,5,1
1406,2,5,1
1407,2,5,1
1408,2,5,1
1409,2,5,1
1410,2,5,1
1411,2,5,1
1412,2,5,1
1413,2,5,1
1414,2,5,1
1415,2,5,1
1416,2,5,1
1417,2,5,1
1418,2,5,1
1419,2,5,1
1420,2,5,1
1421,2,5,1
1422,2,5,1
1423,2,5,1
1424,2,5,1
1425,2,5,1
1426,2,5,1
1427,2,5,1
1428,2,5,1
1429,2,5,1
1430,2,5,1
1431,2,5,1
1432,2,5,1
1433,2,5,1
1434,2,5,1
1435,2,5,1
1436,2,5,1
1437,2,5,1
1438,2,5,1
1439,2,5,1
1440,2,5,1
1441,2,5,1
1442,2,5,1
1443,1,5,1
1444,1,5,1
1445,1,5,1
1446,1,5,1
1447,1,5,1
1448,1,5,1
1449,1,5,1
1450,2,5,1
1451,1,5,1
1452,2,5,1
1453,2,5,1
1454,1,5,1
1455,2,5,1
1456,2,5,1
1457,2,5,1
1458,2,5,1
1459,2,5,1
1460,2,5,1
1461,2,5,1
1462,2,5,1
1463,3,5,1
1464,3,5,1
1465,3,5,1
1466,3,5,1
1467,3,5,1
1468,3,5,1
1469,3,5,1
1470,3,5,1
1471,3,5,1
1472,3,5,1
1473,3,5,1
1474,3,5,1
1475,3,5,1
1476,3,5,1
1477,3,5,1
1478,3,5,1
1479,3,5,1
1480,3,5,1
1481,3,5,1
1482,2,5,1
1483,3,5,1
1484,3,5,1
1485,2,5,1
1486,2,5,1
1487,2,5,1
1488,3,5,1
1489,3,5,1
1490,3,5,1
1491,3,5,1
1492,2,5,1
1493,2,5,1
1494,3,5,1
1495,3,5,1
1496,3,5,1
1497,3,5,1
1498,3,5,1
1499,3,5,1
1500,3,5,1
1501,3,5,1
1502,3,5,1
1503,3,5,1
1504,3,5,1
1505,3,5,1
1506,3,5,1
1507,3,5,1
1508,3,5,1
1509,3,5,1
1510,3,5,1
1511,3,5,1
1512,1,5,1
1513,1,5,1
1514,1,5,1
1515,1,5,1
1516,1,5,1
1517,2,5,1
1518,1,5,1
1519,1,5,1
1520,2,5,1
1521,1,6,2
1522,1,6,2
1523,1,6,2
1524,1,6,2
1525,1,6,2
1526,1,6,2
1527,1,6,2
1528,1,6,2
1529,1,6,2
1530,1,6,2
1531,1,6,2
1532,1,6,2
1533,1,6,2
1534,1,6,2
1535,1,6,2
1536,1,6,2
1537,1,6,2
1538,1,6,2
1539,1,6,2
1540,1,6,2
1541,1,6,2
1542,1,6,2
1543,1,6,2
1544,1,6,2
1545,1,6,2
1546,1,6,2
1547,1,6,2
1548,1,6,2
1549,1,6,2
1550,1,6,2
1551,1,6,2
1552,1,6,2
1553,2,6,2
1554,2,6,2
1555,2,6,2
1556,2,6,2
1557,2,6,2
1558,2,6,2
1559,2,6,2
1560,2,6,2
1561,2,6,2
1562,2,6,2
1563,2,6,2
1564,2,6,2
1565,2,6,2
1566,2,6,2
1567,2,6,2
1568,2,6,2
1569,2,6,2
1570,2,6,2
1571,2,6,2
1572,2,6,2
1573,2,6,2
1574,2,6,2
1575,2,6,2
1576,2,6,2
1577,2,6,2
1578,2,6,2
1579,2,6,2
1580,2,6,2
1581,2,6,2
1582,2,6,2
1583,2,6,2
1584,2,6,2
1585,2,6,2
1586,2,6,2
1587,2,6,2
1588,2,6,2
1589,2,6,2
1590,1,6,2
1591,1,6,2
1592,1,6,2
1593,1,6,2
1594,1,6,2
1595,1,6,2
1596,2,6,2
1597,2,6,2
1598,2,6,2
1599,2,6,2
1600,2,6,2
1601,2,6,2
1602,3,6,2
1603,3,6,2
1604,3,6,2
1605,3,6,2
1606,3,6,2
1607,3,6,2
1608,3,6,2
1609,3,6,2
1610,3,6,2
1611,3,6,2
1612,3,6,2
1613,3,6,2
1614,3,6,2
1615,3,6,2
1616,3,6,2
1617,2,6,2
1618,2,6,2
1619,2,6,2
1620,3,6,2
1621,3,6,2
1622,3,6,2
1623,3,6,2
1624,3,6,2
1625,3,6,2
1626,3,6,2
1627,3,6,2
1628,3,6,2
1629,3,6,2
1630,3,6,2
1631,3,6,2
1632,3,6,2
1633,1,6,2
1634,1,6,2
1635,1,6,2
1636,2,6,2
1637,1,6,2
1638,2,6,2
1639,1,6,2
1640,1,6,2
1641,1,6,2
1642,1,6,2
1643,1,6,2
1644,1,6,2
1645,1,6,2
1646,1,6,2
1647,1,6,2
1648,1,6,2
1649,1,6,2
1650,1,6,2
1651,1,6,2
1652,1,6,2
1653,1,6,2
1654,1,6,2
1655,1,6,2
1656,1,6,2
1657,1,6,2
1658,1,6,2
1659,1,6,2
1660,1,6,2
1661,1,6,2
1662,1,6,2
