#Node Number,Latitude,Longitude,Technology,Capacity
n74,43.8887864,-89.6774639,tA4,250000
n74,43.8887864,-89.6774639,tK4,250000
n75,44.3666407,-88.2590818,tA4,250000
n75,44.3666407,-88.2590818,tK4,250000
n78,45.4788,-91.834341,tA3,150000
n78,45.4788,-91.834341,tK3,150000
n80,45.330174,-91.543636,tA2,50000
n80,45.330174,-91.543636,tK2,50000
n83,44.272017,-87.971349,tA3,150000
n83,44.272017,-87.971349,tK3,150000
n85,44.540205,-87.789123,tA4,250000
n85,44.540205,-87.789123,tK4,250000
n95,44.334034,-88.168628,tD4,250000
n95,44.334034,-88.168628,tN4,250000
n98,44.2994683,-88.110763,tA4,250000
n98,44.2994683,-88.110763,tK4,250000
n100,44.6195702,-91.8729325,tA4,250000
n103,45.762307,-92.6310929,tA1,30000
n103,45.762307,-92.6310929,tK1,30000
n104,44.1067411,-88.0533203,tA4,250000
n104,44.1067411,-88.0533203,tK4,250000
n106,44.097001,-88.147437,tA4,250000
n106,44.097001,-88.147437,tK4,250000
n110,44.203572,-88.106757,tD4,250000
n110,44.203572,-88.106757,tN4,250000
n114,44.901922,-91.497807,tD2,50000
n114,44.901922,-91.497807,tN2,50000
n115,45.0032736,-90.3526429,tD3,150000
n115,45.0032736,-90.3526429,tN3,150000
n118,44.7573292,-90.2591344,tD3,150000
n118,44.7573292,-90.2591344,tN3,150000
n123,42.7889219,-89.8135536,tD4,250000
n123,42.7889219,-89.8135536,tN4,250000
n124,44.6407302,-90.3771428,tA3,150000
n124,44.6407302,-90.3771428,tK3,150000
n133,43.1612969,-89.1700655,tA4,250000
n133,43.1612969,-89.1700655,tK4,250000
n134,43.1255927,-89.5511386,tD4,250000
n134,43.1255927,-89.5511386,tN4,250000
n141,43.3984461,-88.6812317,tD4,250000
n141,43.3984461,-88.6812317,tN4,250000
n144,45.1470211,-91.6660948,tA2,50000
n144,45.1470211,-91.6660948,tK2,50000
n145,44.8923943,-91.6597361,tA1,30000
n145,44.8923943,-91.6597361,tK1,30000
n146,45.0086159,-91.7608218,tD1,30000
n146,45.0086159,-91.7608218,tN1,30000
n148,43.835418,-88.293544,tA3,150000
n148,43.835418,-88.293544,tK3,150000
n152,43.6688948,-88.8654615,tA2,50000
n152,43.6688948,-88.8654615,tK2,50000
n155,43.686573,-88.398594,tA3,150000
n155,43.686573,-88.398594,tK3,150000
n158,43.867771,-88.717945,tA4,250000
n158,43.867771,-88.717945,tK4,250000
n162,42.9348801,-91.090403,tA2,50000
n162,42.9348801,-91.090403,tK2,50000
n164,42.864588,-90.6961853,tD2,50000
n164,42.864588,-90.6961853,tN2,50000
n173,42.6013315,-89.3917564,tD2,50000
n173,42.6013315,-89.3917564,tN2,50000
n174,44.2238278,-91.0851155,tD2,50000
n174,44.2238278,-91.0851155,tN2,50000
n175,44.3188887,-91.0649767,tA1,30000
n175,44.3188887,-91.0649767,tK1,30000
n176,44.4365416,-90.9365416,tA1,30000
n176,44.4365416,-90.9365416,tK1,30000
n177,44.1261241,-90.9966341,tD2,50000
n177,44.1261241,-90.9966341,tN2,50000
n179,42.973292,-88.775482,tA2,50000
n179,42.973292,-88.775482,tK2,50000
n180,42.868704,-88.868785,tA1,30000
n180,42.868704,-88.868785,tK1,30000
n183,44.2212573,-89.9558671,tA2,50000
n183,44.2212573,-89.9558671,tK2,50000
n186,44.663093,-87.588472,tA4,250000
n186,44.663093,-87.588472,tK4,250000
n192,44.616287,-87.63395,tA4,250000
n192,44.616287,-87.63395,tK4,250000
n193,44.4997104,-87.5955881,tA4,250000
n193,44.4997104,-87.5955881,tK4,250000
n198,44.4091049,-87.539651,tA4,250000
n198,44.4091049,-87.539651,tK4,250000
n200,42.6533571,-90.2918458,tA4,250000
n203,42.6533571,-90.2918458,tK4,250000
