#Node Number,Latitude,Longitude,Technology,Capacity
n74,43.8887864,-89.6774639,tF4,250000
n78,45.4788,-91.834341,tF3,150000
n80,45.330174,-91.543636,tI2,50000
n83,44.272017,-87.971349,tF3,150000
n85,44.540205,-87.789123,tF3,150000
n88,44.6643522,-88.1507888,tF1,30000
n90,44.3476812,-88.1613338,tF2,50000
n92,44.409054,-87.904771,tI2,50000
n93,44.5017765,-87.8014535,tF2,50000
n94,44.3926874,-88.0903074,tF2,50000
n98,44.2994683,-88.110763,tF4,250000
n100,44.6195702,-91.8729325,tF3,150000
n101,44.5056081,-91.9506223,tI1,30000
n103,45.762307,-92.6310929,tF1,30000
n104,44.1067411,-88.0533203,tF2,50000
n105,44.2267152,-88.1466866,tF2,50000
n106,44.097001,-88.147437,tF4,250000
n109,44.1219583,-88.1851316,tF2,50000
n110,44.203572,-88.106757,tF2,50000
n112,44.235045,-88.06098,tF3,150000
n114,44.901922,-91.497807,tF2,50000
n115,45.0032736,-90.3526429,tF2,50000
n116,44.8511138,-90.2347974,tF4,250000
n117,44.6107539,-90.5361983,tF1,30000
n119,44.9445265,-90.7601512,tI1,30000
n120,44.705272,-90.435282,tI2,50000
n122,45.0173606,-90.3556863,tF2,50000
n123,42.7889219,-89.8135536,tI3,150000
n124,44.6407302,-90.3771428,tF2,50000
n127,43.2627427,-89.4217487,tI1,30000
n129,43.222612,-89.144127,tI2,50000
n131,43.133923,-89.176236,tF1,30000
n132,43.219504,-89.484778,tI3,150000
n133,43.1612969,-89.1700655,tF3,150000
n134,43.1255927,-89.5511386,tI2,50000
n136,43.127558,-89.543804,tF1,30000
n137,43.574064,-88.450539,tF2,50000
n138,43.2343009,-88.966056,tI2,50000
n139,43.487582,-88.432642,tI2,50000
n141,43.3984461,-88.6812317,tI3,150000
n142,44.7366839,-87.5027549,tF3,150000
n143,44.7726448,-91.9394584,tF2,50000
n144,45.1470211,-91.6660948,tI1,30000
n146,45.0086159,-91.7608218,tI1,30000
n149,43.6921456,-88.3624164,tF3,150000
n150,43.5652228,-88.3708131,tF3,150000
n152,43.6688948,-88.8654615,tF2,50000
n153,43.9068922,-88.2924711,tF3,150000
n156,43.8181248,-88.3240483,tF1,30000
n158,43.867771,-88.717945,tF4,250000
n159,43.862695,-88.521648,tF2,50000
n162,42.9348801,-91.090403,tI2,50000
n163,42.6796252,-90.5831146,tI1,30000
n164,42.864588,-90.6961853,tF1,30000
n165,43.0065857,-90.602897,tI1,30000
n166,43.7013946,-89.051151,tF2,50000
n169,43.9712488,-89.0123277,tF2,50000
