#day,Chlorella,Rhodomonas,Oocystis,Microcystis,Planktothrix,Asterionella,Anabaena,Ceratium,
38,0.4540951505441761,9.874959251615709e-11,5.5693734070773904e-5,1.3367218995687535e-10,2.5721934785369874e-8,0.013701326150144313,2.3880805099777243e-9,1.1931375653623125e-10,
39,0.42841184745713223,9.980435284503021e-11,5.5214147408720406e-5,1.3271123037562832e-10,1.970550661002871e-8,0.0132767231917776,1.6640474963982435e-9,1.1823041775317363e-10,
40,0.40475898494996915,9.785106200528069e-11,5.472639209869713e-5,1.3190525207544142e-10,1.3784563982046694e-8,0.012865927568154915,1.0743999957077765e-9,1.1617580688799306e-10,
41,0.3823022451562807,9.743122571860116e-11,5.420097373049428e-5,1.325149364352152e-10,1.0064018102204169e-8,0.012462064473983722,7.326133565674112e-10,1.1658778496649093e-10,
42,0.3631842348376764,9.498674921191796e-11,5.3661972046483514e-5,1.3262979304353856e-10,6.48025665581698e-9,0.012064490672555233,4.627830516210875e-10,1.1497001294269057e-10,
43,0.34575777471612185,9.135621047519908e-11,5.312205300357863e-5,1.3098413785255022e-10,4.266444214362816e-9,0.011680048205665799,3.0889046832721243e-10,1.1199012104401182e-10,
44,0.3288487730236472,9.236358976756317e-11,5.25855443576263e-5,1.3192824333438632e-10,3.2776291142736526e-9,0.011313671765838555,2.410681090170994e-10,1.1245982329053778e-10,
45,0.31305841932771405,9.218373635654813e-11,5.212620580172515e-5,1.3194237161226362e-10,2.555390530231379e-9,0.010977480274923124,1.9602873982267573e-10,1.122447553283466e-10,
46,0.29759729002394497,9.22997463432441e-11,5.162940645238046e-5,1.3089984622826906e-10,1.9473384039892207e-9,0.010646975593144689,1.617143297052819e-10,1.1198267243200693e-10,
47,0.28292065236232433,9.159326348630582e-11,5.122857482496793e-5,1.3054760405005993e-10,1.3118254635584554e-9,0.010346685983527209,1.326619373897519e-10,1.118134890505203e-10,
48,0.26851700770188575,9.171506107874195e-11,5.077194443771119e-5,1.3086374555707614e-10,8.822228329332943e-10,0.010044444197431253,1.1586296269834168e-10,1.1230591931757251e-10,
49,0.2545362700866288,9.260372904140574e-11,5.0286062813448696e-5,1.310089492968614e-10,6.21506802461627e-10,0.009745664046635391,1.0696808317237056e-10,1.1277596012010291e-10,
50,0.242772192008872,9.819741654627189e-11,4.990472116662067e-5,1.3303879524115675e-10,5.636725357648356e-10,0.009477623939472933,1.0940975998390368e-10,1.16576680625282e-10,
51,0.23147555781177317,1.0647110205288558e-10,4.9462534209832507e-5,1.3494152103464296e-10,5.541959509314954e-10,0.009205951013822478,1.1495642678890699e-10,1.209373664676064e-10,
52,0.22087981233539686,1.1678317627169213e-10,4.9010823883761344e-5,1.3613479921056656e-10,5.819064062423351e-10,0.008940599870424375,1.227401821258836e-10,1.2534171846950255e-10,
53,0.2106690551036268,1.2402548627018436e-10,4.856395331561575e-5,1.358003892010363e-10,5.753573791581221e-10,0.00868345551052578,1.2767891848400235e-10,1.2675438701274172e-10,
54,0.20094869587497982,1.3655271044005557e-10,4.809244609597664e-5,1.3677885535165982e-10,6.078729958184591e-10,0.008429229093314592,1.3749868135913323e-10,1.2993105689773405e-10,
55,0.1916014790109496,1.4668649166258065e-10,4.760947805464384e-5,1.3712807140532284e-10,6.399917833664887e-10,0.008180203266907542,1.4721126522142242e-10,1.3243533552446328e-10,
56,0.18288014934532862,1.5802377011892113e-10,4.7157777163055e-5,1.367159140942862e-10,6.866489263742255e-10,0.007943777846606806,1.595646981232596e-10,1.342565004943756e-10,
57,0.1745653924209602,1.7609033259787808e-10,4.668981937358558e-5,1.3781604608628174e-10,7.826404594435368e-10,0.007711324157050159,1.7979663198174892e-10,1.3740357149736725e-10,
58,0.16698679779728906,1.9663467431172722e-10,4.6311078460179425e-5,1.3761436509830456e-10,9.435899094124502e-10,0.007500214214305585,2.0852366414823194e-10,1.3930088053783944e-10,
59,0.15965620251461762,2.2283291504001631e-10,4.590239164848512e-5,1.390356136590942e-10,1.2224325657846303e-9,0.007290041791414254,2.528894166624845e-10,1.4304608251563654e-10,
60,0.15257914259369335,2.650444852285642e-10,4.545565264992112e-5,1.4190335693081928e-10,1.7010058186360682e-9,0.0070796380729958915,3.20789680708315e-10,1.499532690692153e-10,
61,0.14585419735368912,3.313338076689677e-10,4.499775945974902e-5,1.4449959584920709e-10,2.4897827689311025e-9,0.006873361014979162,4.26202630137495e-10,1.609905873039125e-10,
62,0.1397124625510715,4.4045741991829413e-10,4.4539148102745605e-5,1.5371650320843836e-10,3.822265025535064e-9,0.006672764172618329,6.016572097864329e-10,1.7777039347944535e-10,
63,0.13381074541623622,5.833307994367295e-10,4.4083052023233565e-5,1.5828558634075023e-10,5.6390098310583886e-9,0.006477873259344531,8.507793035039343e-10,1.9260708146083494e-10,
64,0.12824465101805518,8.020523966642219e-10,4.363421522622697e-5,1.6296415963673502e-10,8.86351721265168e-9,0.006289242924051308,1.2855594434686194e-9,2.112074970020859e-10,
65,0.12293760437496278,1.1030657334722244e-9,4.318731601054122e-5,1.6683857109302077e-10,1.4202050176451639e-8,0.006105793417897119,1.9775624257817025e-9,2.308351975443004e-10,
66,0.11788620427502033,1.5283035274387233e-9,4.274371533794205e-5,1.699877297367651e-10,2.3397081703540163e-8,0.005927505799475654,3.0763899827147603e-9,2.5254806354784797e-10,
67,0.11310413179030704,2.153641388268146e-9,4.2304477807764586e-5,1.735419907399052e-10,3.9152640690776535e-8,0.005754310819168808,4.85914548923517e-9,2.787804090566225e-10,
68,0.10851721513828806,3.183594929327817e-9,4.1869854225324335e-5,1.652664144102544e-10,6.664218812474769e-8,0.0055859745019235145,7.561147218742006e-9,3.088737186912101e-10,
69,0.10425525370745696,4.36219205373341e-9,4.144077003533698e-5,1.6865940611068157e-10,1.0687634695505947e-7,0.005422569178985503,1.129039263415324e-8,3.2635571709362234e-10,
70,0.10029340449889954,6.116139571914882e-9,4.1018384832017794e-5,1.7250448808605742e-10,1.6815534606230988e-7,0.005263763151654995,1.6970215425069252e-8,3.5183941527099427e-10,
71,0.09672157636611459,8.454974214301204e-9,4.0603102764698326e-5,1.6243381588307485e-10,2.5680585502012686e-7,0.005109328509305501,2.447010793443649e-8,3.65778916419802e-10,
72,0.09352872681606503,9.408490334041099e-9,4.0195747984479826e-5,1.5152237850580298e-10,3.331181239382927e-7,0.004959151157924605,2.971039756613284e-8,3.234568597731595e-10,
73,0.08999914230470304,1.0516138557558265e-8,3.9858462061385156e-5,1.4527892640633816e-10,4.3269258458769295e-7,0.004822958788689136,3.482577451575679e-8,2.893003336066851e-10,
74,0.0864380336675248,1.341197342255353e-8,3.9435451522925044e-5,1.450412836597295e-10,6.079743798663765e-7,0.004679575745054483,4.5081147771848327e-8,2.841946621951413e-10,
75,0.08328596167709112,1.6298188095080377e-8,3.9143344001552614e-5,1.443963808647374e-10,8.092988501381315e-7,0.004555393546879298,5.56575012947263e-8,2.702374541495605e-10,
76,0.08056268243069672,1.6495834855041195e-8,3.879917043207392e-5,1.429475448207448e-10,9.080111996424073e-7,0.0044261903364293245,5.870462745734083e-8,2.34278230361049e-10,
77,0.07761877608008504,1.6786754948152043e-8,3.850281701374688e-5,1.405846567272111e-10,1.0338620750982757e-6,0.004307436950122903,6.251014740353831e-8,2.0929365361341514e-10,
78,0.07479882274519273,2.091547700788197e-8,3.8201250937793076e-5,1.4326232728154634e-10,1.434614114637183e-6,0.004191251455486335,7.985889667406701e-8,2.1197085493364445e-10,
79,0.0722351177636838,2.9016021198721123e-8,3.785622585430466e-5,1.4891129845732083e-10,2.253012968801511e-6,0.004072077252566148,1.0878152029289111e-7,2.285308489257966e-10,
80,0.06977956674153508,4.211975420681795e-8,3.751858936697754e-5,1.5195297380893175e-10,3.6779537956448567e-6,0.00395705982821655,1.4362391406917355e-7,2.5225363250331703e-10,
81,0.0678787124633673,5.648747053333175e-8,3.7167026535329915e-5,1.596886802320207e-10,5.309407105822024e-6,0.003842506115034472,1.6993249530171031e-7,2.673432949246389e-10,
82,0.06769868853647394,8.757088083913917e-8,3.681904046998152e-5,1.725452404984858e-10,7.817421688236807e-6,0.003729094125573227,2.0614260325527888e-7,3.14001802334356e-10,
83,0.06539073251577535,1.2595224423737426e-7,3.651089537254053e-5,1.730257685617415e-10,9.927060106455759e-6,0.0036264451023520373,2.34479297477968e-7,3.4276917113568023e-10,
84,0.06339520000503034,1.972045946288232e-7,3.6249687805019894e-5,1.783402516932547e-10,1.3477565836226769e-5,0.0035308514165697633,2.8840578866859e-7,3.930050511369242e-10,
85,0.06249847250902185,2.7171560032281297e-7,3.594140077322747e-5,1.7703811774728676e-10,1.6177047223350607e-5,0.0034321977249157005,3.095757881557457e-7,4.071496030618804e-10,
86,0.06363877130995733,4.0550985302781654e-7,3.562039278507476e-5,1.80284038871787e-10,2.0864582949242632e-5,0.003334077189022014,3.612169663681861e-7,4.5244960165164993e-10,
87,0.07320403267248483,5.686041941964714e-7,3.529180995062847e-5,1.81682983721528e-10,2.4947789409641876e-5,0.003235679074856353,3.9179623970578e-7,4.786050000716407e-10,
88,0.10292776228082974,8.499880244208105e-7,3.4977488943880284e-5,1.7192372109083276e-10,3.110166354839165e-5,0.0031389853515256467,4.256615200682577e-7,5.243678330781017e-10,
89,0.11010901545426241,1.17542994542363e-6,3.4627878735656254e-5,1.7096738506499128e-10,4.148345456726309e-5,0.003045862067533521,4.966621508349012e-7,5.403057886812937e-10,
90,0.21561749705131347,2.0396038275908685e-6,3.439699155647868e-5,1.7232427957315037e-10,5.898600549829193e-5,0.00295703168837969,6.231323040170104e-7,6.683037611424892e-10,
91,0.2099316047397154,3.6652260105109673e-6,3.408853990350221e-5,1.7094261642219985e-10,0.00010315499439935455,0.002872956246429386,9.535892929504998e-7,8.53375446624887e-10,
92,0.3703573597215478,6.69421144613965e-6,3.3849970937298525e-5,1.7498282645512236e-10,0.00018371543796887263,0.0027880067188972195,1.482989641867904e-6,1.1103849658116372e-9,
93,0.4078060908138139,1.0170205954878957e-5,3.353852231062553e-5,1.8133948461302348e-10,0.00027428370041125564,0.002704653423988194,1.9467514668374806e-6,1.2403753729783073e-9,
94,0.613517962272482,1.792267392754784e-5,3.330337823726297e-5,1.9786437106692036e-10,0.0004058358805065812,0.002622837947278887,2.566571761603647e-6,1.6127620609270802e-9,
95,0.6819886596904564,4.049671085927257e-5,3.295011736092428e-5,2.365631858480812e-10,0.0007872454347263091,0.0025430064985208366,4.486917921888764e-6,2.7490493732103095e-9,
96,0.6340180968030231,7.21936369755542e-5,3.257239707221565e-5,2.397690630393455e-10,0.0011829355262873056,0.00246644259354242,5.9566258195233525e-6,3.626382551173237e-9,
97,0.5887157201621714,0.00014170279859937075,3.216509482969952e-5,2.2140858793248847e-10,0.001936820177378567,0.0023895752971001584,8.536056343400298e-6,5.169717304304301e-9,
98,0.6664009140643192,0.0002814544165764746,3.1835651926647766e-5,2.1416062711455047e-10,0.003808404743634617,0.002318581147774679,1.4713470615902498e-5,7.49963167881439e-9,
99,0.991031013481599,0.0004525378581605546,3.151136582932138e-5,2.1573445588886914e-10,0.006092145007005439,0.0022482080001754714,2.0706724349058305e-5,8.925971291685555e-9,
100,1.5160390824134602,0.0009007348935128877,3.1196706051610526e-5,2.087124863144039e-10,0.010136351939019225,0.0021793729350215296,3.0267051295849157e-5,1.3023855884669177e-8,
101,1.3720370724390163,0.0017193965402612476,3.0890957505859815e-5,1.9743760237611736e-10,0.01923795994545607,0.002117503048223592,5.034938682550989e-5,1.8280020912306132e-8,
102,1.4677488617058676,0.0034746233995967797,3.056788871266e-5,1.9676519947798354e-10,0.038546210464779566,0.0020546502406505493,8.853031450055838e-5,2.7264571608088336e-8,
103,1.4449983413972558,0.005389372382908533,3.0291876933723925e-5,1.7634440491294765e-10,0.058476549840258386,0.0019967966150108173,0.00011667677985493129,3.0295297995121616e-8,
104,1.9287450098383843,0.008615818463331553,2.9988471935805524e-5,1.6901609466590168e-10,0.09089723464338183,0.0019377202046138226,0.00015792616950281895,3.495374844364499e-8,
105,1.03028309410412,0.015220187537885505,2.96556843730669e-5,1.691781244825018e-10,0.16022296233520145,0.001878523419947329,0.00024386354716610136,4.6052539272675606e-8,
106,2.2993535648174546,0.02822098804430418,2.9379012720171346e-5,1.8685764628886058e-10,0.3008068220803792,0.0018240913760653253,0.0004083396824452198,6.586294005291225e-8,
107,1.3077903133613458,0.048158218895657336,2.907381095576185e-5,1.9795565264446255e-10,0.46163719887024646,0.0017690126505851926,0.0005593429289745952,9.048787650525952e-8,
108,2.922737740218233,0.06488633884243775,2.879240928037579e-5,1.9600119604387515e-10,0.560693902949182,0.0017144195467703814,0.0006265378585318792,1.0159411159195843e-7,
109,0.7566419334675472,0.07130480120719437,2.8452668318333513e-5,1.7439348405812826e-10,0.6607586304531256,0.0016610566973218799,0.0006901455777636505,1.1212348717331693e-7,
110,1.6487337854291126,0.08835821324766852,2.8201929191607937e-5,1.6265278008117915e-10,0.8828467796859645,0.0016129178611029155,0.0008565730615302757,1.1744949940675805e-7,
111,0.6325070243666907,0.06579291871601976,2.7971417002028425e-5,1.4936018459461787e-10,0.9677491260317853,0.0015683345027939005,0.0008977488422618235,1.0434002862596217e-7,
112,1.4424301192887805,0.054615026094762036,2.764741955534445e-5,1.4574616269652253e-10,0.8948342589008389,0.001518980689956926,0.000791365752014596,7.77941199789129e-8,
113,2.382968568243146,0.06194620944543494,2.7369147964762328e-5,1.4393298046898455e-10,0.9173690464597729,0.0014728856441055503,0.0007517222992120808,7.406959612510543e-8,
114,0.6573521424435381,0.055804499060416776,2.70767007178047e-5,1.4222476482352392e-10,1.0617998644131637,0.0014270598609254761,0.0008159498629189527,6.835403983729907e-8,
115,1.7132306714683485,0.05886230598232639,2.6850739468492612e-5,1.4333263067637684e-10,1.217131973213699,0.0013822383625015418,0.0008772779996635887,6.226030434635464e-8,
116,1.0510203630851702,0.03697959758651041,2.6546560421907455e-5,1.4104586443047186e-10,1.0315952308811138,0.0013386359297771985,0.0007099620598860425,4.279342571491673e-8,
117,1.8127433707562992,0.04261599978893827,2.6291777812047215e-5,1.4207888056900668e-10,1.0787758667846898,0.0012980537369461274,0.0006899690126698102,4.1685678832937846e-8,
118,0.6474966100945545,0.03125537993413995,2.6001525558540102e-5,1.4215253989928268e-10,1.0070623325200618,0.0012576925826847847,0.0006146676489094158,3.158634096588277e-8,
119,1.7878232784636454,0.028317027487168092,2.5793394692404036e-5,1.4783455155166556e-10,0.8616078328358767,0.0012180673785984323,0.0005027986033940521,2.5898236676288582e-8,
120,0.6539161536494249,0.02522203393697796,2.549989152866927e-5,1.49023427374024e-10,0.779881534324673,0.001179495113232724,0.0004321623115070218,2.2313877729835382e-8,
121,1.6447549047027452,0.026546082147523294,2.5371597439568244e-5,1.549999188572958e-10,0.7598198897127837,0.0011420545417156161,0.00039623544809078284,2.051407280270399e-8,
122,0.5294280750826998,0.02541781088844176,2.514747328401561e-5,1.5642439164146918e-10,0.729686014384255,0.0011057383016251884,0.0003607859343131264,1.872496866687556e-8,
123,1.3627078325270172,0.03614177801409941,2.523304134104059e-5,1.6337009955461166e-10,0.9644537406313546,0.001070519427864733,0.0004499616275246877,2.3383914902582137e-8,
124,1.7719513289035353,0.04036607977438955,2.497600551657596e-5,1.5653091839239305e-10,1.2022246388300921,0.001036369438915743,0.0005341072460690574,2.3419646600072392e-8,
125,0.011539240273063555,0.03479876376521297,2.4635844915755372e-5,1.4588808730309556e-10,1.3451191885594578,0.0010055117643572092,0.0005765437815352262,2.143326597544766e-8,
126,0.016247116411920486,0.032493238184816794,2.4410109150404588e-5,1.4555869164163026e-10,1.4088546452679998,0.0009745842961873096,0.0005771371107012935,1.8095437726112305e-8,
127,0.03366609959940662,0.02977763492207551,2.4279848778772363e-5,1.4596108038613218e-10,1.4382399612196441,0.0009437715283801243,0.0005634092127008243,1.5016946412288937e-8,
128,0.09969174290745599,0.02757092061574251,2.4079798637493555e-5,1.454132326658487e-10,1.490560732593515,0.0009136125884360995,0.0005608525291300094,1.2723656024625938e-8,
129,0.3624359534995206,0.025342902313362958,2.380136686223005e-5,1.4585283915345054e-10,1.553921215636121,0.0008842928219673186,0.0005661237553176461,1.0904741719603584e-8,
130,0.655085522111149,0.022145250678576284,2.3512468775999204e-5,1.4277453215535279e-10,1.5298426501438842,0.0008558438356980893,0.0005346154306128523,8.700560116768385e-9,
131,0.963175033171646,0.019321057833398884,2.3185382450929513e-5,1.4060733120627246e-10,1.4796215211793315,0.000828260290949833,0.0004924630691675686,6.822423186174614e-9,
132,0.8600029918528508,0.01731898296229772,2.2860936391021195e-5,1.3718609638334017e-10,1.473801898479423,0.0008029059290483017,0.0004695101817402445,5.561866713800949e-9,
133,0.8669111488910901,0.01538921777691672,2.2564626467525695e-5,1.3797967687417537e-10,1.4345213283427132,0.0007779541068340172,0.0004312090470645448,4.355163542595136e-9,
134,0.9964291362087037,0.01411436998217369,2.2267022039207497e-5,1.3732117071548025e-10,1.3898820483169791,0.000753092440537694,0.00038577816121004394,3.3482591356676213e-9,
135,1.0704991748075496,0.013386975806866432,2.197321064702656e-5,1.375230570231221e-10,1.3865541255442606,0.0007287871560075004,0.0003560664749557799,2.678513692247398e-9,
136,1.1605490401418983,0.012937604740368137,2.1683497204876984e-5,1.3790468630916849e-10,1.4179121000285557,0.0007051667988618063,0.0003378063173796249,2.200473509010663e-9,
137,1.2756708967055033,0.012381185219633339,2.1402832847034938e-5,1.3688647384320892e-10,1.4067560299815016,0.0006822620751696527,0.00030569270902204993,1.7247658142255946e-9,
138,1.1894235894356064,0.011874236647512134,2.107481703020665e-5,1.3432109561538334e-10,1.3879010091578965,0.0006587614093991572,0.0002748543125809962,1.3560368636641608e-9,
139,1.2176975200029316,0.011364533178924259,2.0832488038288804e-5,1.344506035150302e-10,1.3559975178208374,0.0006383489103339433,0.00024331855300269387,1.056680621791989e-9,
140,1.508520540352524,0.011132645585259213,2.0582852589566703e-5,1.3485521114594206e-10,1.326581013331284,0.0006179294752434374,0.0002129255637376007,8.239065496172581e-10,
141,1.9039850951343213,0.010980192805135517,2.032940186139629e-5,1.3463458439321177e-10,1.2846428042013278,0.0005978859513216114,0.0001826921824859705,6.391900997047526e-10,
142,0.677310306038655,0.012934869516666777,2.0075440157822245e-5,1.3916049319392557e-10,1.4935560364288,0.0005783928979040817,0.0001865686985251764,5.816561716569877e-10,
143,1.627273311444263,0.011492564526021556,1.983154806694818e-5,1.360553906345178e-10,1.6167017488879007,0.0005594867843029705,0.000182259213636077,4.390364716549793e-10,
144,0.5933711022074377,0.00936898780473393,1.9580435706924057e-5,1.3412232406281922e-10,1.494562511958354,0.0005411663095386169,0.00015633565738080207,3.4298859730072607e-10,
145,1.3709232190878833,0.008831563841183712,1.934424912709173e-5,1.3570092987184753e-10,1.4732422893205672,0.000523415291986587,0.0001420141164126562,2.944405706488707e-10,
146,2.1402138392547427,0.008705822950357388,1.9099602979629306e-5,1.3656076702919883e-10,1.5735426137034303,0.0005062232965767228,0.0001433054856709179,2.7386519007392646e-10,
147,0.5902068274605894,0.007776445448480598,1.8857832571046986e-5,1.355821699799366e-10,1.590500794256649,0.0004895740903571626,0.0001367850568905788,2.4431121259190585e-10,
148,1.3475389756123668,0.007283490239148162,1.8632732138302672e-5,1.3637555543463897e-10,1.6139178888025778,0.00047349368861646394,0.0001299894917401782,2.2132007661315157e-10,
149,1.4589684913539143,0.006619560850961957,1.8422091471508933e-5,1.3493931570933036e-10,1.5719932698654109,0.00045843103405688945,0.00011795544509619724,1.972091987260839e-10,
150,2.0495526796887877,0.006089135920060213,1.8209137165653203e-5,1.349722588828721e-10,1.5376084943906494,0.00044352484494807206,0.00010718124929953684,1.7962369583737987e-10,
151,0.4866562415879556,0.005495654610405685,1.7992789947991175e-5,1.3362409403558262e-10,1.435578000330398,0.000428927922824908,9.031257312697098e-5,1.5981701625124777e-10,
152,0.8061896468898981,0.005571812641500987,1.7812356334661036e-5,1.3369876187136296e-10,1.4171537013431195,0.00041557633361753553,7.857021057394237e-5,1.4853962436482312e-10,
153,1.8581662315901173,0.005686921481027384,1.7626137180216365e-5,1.3466614407312844e-10,1.4108561340287653,0.0004021669137638674,6.921455156360336e-5,1.4177931310533198e-10,
154,0.8614051123217182,0.005262015533690491,1.7418577402596434e-5,1.3298361066431854e-10,1.285904942420683,0.00038893712880886733,5.5636455510616504e-5,1.3175021674426778e-10,
155,1.5361278210029048,0.005400609973277307,1.722347276536861e-5,1.3382206642068056e-10,1.2772018998137793,0.00037625739385878083,4.8762866719017416e-5,1.2851609773392877e-10,
156,2.473512890131353,0.005486650482390713,1.7023930203935654e-5,1.3398086889105697e-10,1.263407077462998,0.00036383306670602486,4.2584375234515623e-5,1.2571190538320143e-10,
157,0.7854353672430596,0.00496839812469882,1.6818619130548317e-5,1.3237122001212234e-10,1.128185037094353,0.0003517410742307205,3.3589759832179455e-5,1.1974787976449565e-10,
158,1.7702076216276996,0.005037911608079654,1.66260355565217e-5,1.3588056173103269e-10,1.1072230143008353,0.0003400746433999824,2.9157665834041333e-5,1.1953350526961588e-10,
