#Node Number,Latitude,Longitude,Technology,Capacity
n73,43.952722,-89.657219,tA2,50000
n74,43.8887864,-89.6774639,tA4,250000
n76,45.505208,-91.755447,tD3,150000
n79,45.4095924,-92.0364009,tA1,30000
n80,45.330174,-91.543636,tA2,50000
n81,44.253726,-88.088249,tA1,30000
n83,44.272017,-87.971349,tA3,150000
n85,44.540205,-87.789123,tA4,250000
n87,44.340874,-88.133287,tA1,30000
n88,44.6643522,-88.1507888,tA1,30000
n89,44.315446,-88.042711,tA1,30000
n92,44.409054,-87.904771,tD2,50000
n94,44.3926874,-88.0903074,tA2,50000
n95,44.334034,-88.168628,tD3,150000
n98,44.2994683,-88.110763,tA4,250000
n101,44.5056081,-91.9506223,tA1,30000
n102,44.2654503,-91.8481239,tD1,30000
n103,45.762307,-92.6310929,tA1,30000
n106,44.097001,-88.147437,tA4,250000
n107,44.238873,-88.057052,tA2,50000
n110,44.203572,-88.106757,tA3,150000
n111,44.122421,-88.112622,tA3,150000
n113,44.9659247,-90.9746861,tD1,30000
n114,44.901922,-91.497807,tD2,50000
n115,45.0032736,-90.3526429,tA2,50000
n116,44.8511138,-90.2347974,tA3,150000
n117,44.6107539,-90.5361983,tD1,30000
n118,44.7573292,-90.2591344,tA2,50000
n120,44.705272,-90.435282,tA2,50000
n121,44.5239,-90.7487243,tD1,30000
n122,45.0173606,-90.3556863,tA1,30000
n123,42.7889219,-89.8135536,tA3,150000
n124,44.6407302,-90.3771428,tA2,50000
n127,43.2627427,-89.4217487,tD3,150000
n133,43.1612969,-89.1700655,tD4,250000
n136,43.127558,-89.543804,tD3,150000
n137,43.574064,-88.450539,tA4,250000
n138,43.2343009,-88.966056,tA2,50000
n140,43.5123201,-88.7754202,tD2,50000
n141,43.3984461,-88.6812317,tA2,50000
n142,44.7366839,-87.5027549,tD2,50000
n143,44.7726448,-91.9394584,tA2,50000
n144,45.1470211,-91.6660948,tA1,30000
n145,44.8923943,-91.6597361,tA1,30000
n146,45.0086159,-91.7608218,tA1,30000
n148,43.835418,-88.293544,tA3,150000
n149,43.6921456,-88.3624164,tD3,150000
n152,43.6688948,-88.8654615,tA1,30000
n158,43.867771,-88.717945,tA4,250000
n159,43.862695,-88.521648,tA2,50000
n161,43.726016,-88.398931,tA1,30000
n162,42.9348801,-91.090403,tA2,50000
n163,42.6796252,-90.5831146,tA1,30000
n164,42.864588,-90.6961853,tA1,30000
n165,43.0065857,-90.602897,tD1,30000
n167,43.7057395,-89.0510134,tA2,50000
n168,43.634875,-89.004734,tD1,30000
n169,43.9712488,-89.0123277,tD2,50000
n170,42.7717123,-89.4233466,tD3,150000
n171,42.6461277,-89.3870026,tA1,30000
n173,42.6013315,-89.3917564,tA1,30000
n175,44.3188887,-91.0649767,tA1,30000
n176,44.4365416,-90.9365416,tD1,30000
n177,44.1261241,-90.9966341,tD1,30000
n179,42.973292,-88.775482,tA2,50000
n180,42.868704,-88.868785,tD1,30000
n181,43.1365455,-88.7221335,tD1,30000
n182,43.1630746,-88.574255,tD2,50000
n183,44.2212573,-89.9558671,tA2,50000
n185,44.6124135,-87.7630852,tA2,50000
n187,44.3673969,-87.665803,tA3,150000
n188,44.6183421,-87.5815229,tA4,250000
n191,44.546913,-87.58098,tA1,30000
n192,44.616287,-87.63395,tA4,250000
n193,44.4997104,-87.5955881,tA3,150000
n194,44.4417772,-87.6845513,tA1,30000
n198,44.4091049,-87.539651,tA2,50000
n199,42.6328185,-89.946068,tA1,30000
n200,42.6533571,-90.2918458,tA3,150000
n201,42.7853435,-90.2565166,tA2,50000
n202,42.5688955,-89.8798448,tD1,30000
n204,45.2609184,-89.1320129,tD1,30000
n205,45.1957146,-89.0315902,tA1,30000
n206,44.0371546,-87.894531,tA3,150000
n210,43.9790083,-87.821797,tA3,150000
n214,44.196495,-87.8321809,tD2,50000
n215,43.9505879,-87.7465309,tA4,250000
n221,44.138624,-87.741411,tA1,30000
n222,44.249487,-87.584866,tA2,50000
n224,44.9580832,-89.767959,tD2,50000
n226,44.901323,-89.958202,tD2,50000
n228,44.8009709,-90.170057,tA1,30000
n229,45.032389,-90.121009,tA2,50000
n230,44.844099,-89.26493,tA2,50000
n231,45.0330639,-90.04741,tA1,30000
n232,44.940447,-89.2590262,tA1,30000
n233,45.1188113,-89.4920215,tA3,150000
n234,45.115722,-87.965177,tA4,250000
n238,44.0325488,-89.517387,tD1,30000
n239,43.984089,-90.585257,tD1,30000
n240,43.7449956,-90.7767576,tA2,50000
n242,44.8969219,-88.3022671,tD2,50000
n243,44.9076949,-88.201485,tA3,150000
n244,44.993569,-88.4431369,tA2,50000
n246,44.9766739,-88.3567435,tA3,150000
n247,44.470982,-88.460848,tD1,30000
n248,44.5316139,-88.4204359,tD2,50000
n251,44.5203883,-88.7369583,tA2,50000
n255,44.366372,-88.2587304,tA4,250000
n257,43.422519,-87.908515,tD2,50000
n259,43.4555405,-87.9417902,tA2,50000
n260,44.6332077,-91.8728687,tD3,150000
n262,44.679499,-92.26512,tA1,30000
n264,45.7192179,-92.2301417,tD1,30000
n265,45.3457176,-92.5296724,tA1,30000
n266,44.5039979,-89.3145939,tA2,50000
n267,45.639964,-90.3406313,tA2,50000
n268,43.2721308,-90.3604491,tA1,30000
n270,43.1863098,-90.0738836,tA2,50000
n271,45.7477947,-91.1946534,tA1,30000
n272,44.6441993,-88.3247075,tA2,50000
n273,44.7807238,-88.291793,tA3,150000
n274,44.7966007,-88.6467357,tA1,30000
n275,44.9188885,-89.1435829,tA2,50000
n276,44.704912,-88.4144984,tA1,30000
n277,44.8608318,-89.0217189,tD1,30000
n279,43.8593524,-88.0765788,tD3,150000
n280,43.723915,-88.062776,tA1,30000
n281,43.8047433,-87.8582159,tA2,50000
n282,43.770841,-87.924136,tA2,50000
n283,43.646808,-88.067302,tD1,30000
n286,43.6449512,-87.7997912,tA1,30000
n287,43.571302,-87.9327198,tA2,50000
n289,44.9240029,-92.4658497,tD1,30000
n290,45.0499939,-92.3750884,tD2,50000
