#Node Number,Latitude,Longitude,Technology,Capacity
n318,46.5924428,-90.8837982,tB2,35000
n318,46.5924428,-90.8837982,tL2,35000
n320,44.9369054,-91.3929348,tB4,100000
n320,44.9369054,-91.3929348,tL4,100000
n321,42.9169462,-89.2178937,tB4,100000
n321,42.9169462,-89.2178937,tL4,100000
n322,43.1836046,-89.2137254,tB4,100000
n322,43.1836046,-89.2137254,tL4,100000
n323,43.0324123,-89.3843206,tB4,100000
n323,43.0324123,-89.3843206,tL4,100000
n325,44.8341639,-87.3770419,tB1,15000
n327,44.8755183,-91.9193422,tB2,35000
n327,44.8755183,-91.9193422,tL2,35000
n334,43.9680364,-88.9434476,tB4,100000
n334,43.9680364,-88.9434476,tL4,100000
n338,42.5124074,-88.1207351,tB4,100000
n338,42.5124074,-88.1207351,tL4,100000
n342,45.4710792,-89.7298594,tB1,15000
n345,44.09,-87.66,tB4,100000
n345,44.09,-87.66,tL4,100000
n347,44.9591352,-89.6301221,tB3,70000
n347,44.9591352,-89.6301221,tL3,70000
n348,45.0999849,-87.6306623,tB2,35000
n348,45.0999849,-87.6306623,tL2,35000
n349,42.9105722,-87.8606367,tB4,100000
n349,42.9105722,-87.8606367,tL4,100000
n350,42.9712071,-87.9040571,tB4,100000
n350,42.9712071,-87.9040571,tL4,100000
n351,43.9441328,-90.8129118,tB4,100000
n351,43.9441328,-90.8129118,tL4,100000
n352,45.6366228,-89.4120753,tB2,35000
n352,45.6366228,-89.4120753,tL2,35000
n353,44.2455449,-88.3530747,tB4,100000
n353,44.2455449,-88.3530747,tL4,100000
n354,43.3197265,-87.9534226,tB4,100000
n354,43.3197265,-87.9534226,tL4,100000
n356,45.2519072,-92.2712996,tB4,100000
n356,45.2519072,-92.2712996,tL4,100000
n359,42.6964412,-87.8058402,tB4,100000
n359,42.6964412,-87.8058402,tL4,100000
n360,43.3347053,-90.3867928,tB4,100000
n360,43.3347053,-90.3867928,tL4,100000
n362,42.6442233,-88.9605365,tB4,100000
n362,42.6442233,-88.9605365,tL4,100000
n364,43.7486054,-87.9770379,tB4,100000
n364,43.7486054,-87.9770379,tL4,100000
n369,43.4252776,-88.1834277,tB4,100000
n369,43.4252776,-88.1834277,tL4,100000
n371,43.0373723,-88.3919026,tB4,100000
n371,43.0373723,-88.3919026,tL4,100000
n373,43.0717382,-88.099845,tB4,100000
n373,43.0717382,-88.099845,tL4,100000
n374,43.015059,-88.1974148,tB4,100000
n374,43.015059,-88.1974148,tL4,100000
n375,44.3927582,-88.7398256,tB4,100000
n375,44.3927582,-88.7398256,tL4,100000
n379,44.3835763,-89.8173465,tB3,70000
n379,44.3835763,-89.8173465,tL3,70000
