Hour,Solar-bus015,Solar-bus018,Solar-bus019,Solar-bus032,Solar-bus054,Solar-bus055,Solar-bus069,Solar-bus076,Solar-bus092,Solar-bus100,Solar-bus104,Solar-bus105,Solar-bus110,Solar-bus112
12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17337885937499997,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.866894296875,0.0,0.0,0.0
24.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48076869368749997,0.17797929562500003,4.013064430624999,0.36469162781249986,0.31192118962500004,0.19710744725000007
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4038434684375,0.8898964781250001,8.275559715624999,1.8234581390624998,1.559605948125,0.9855372362500001
25.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8689934502500014,1.5001218658125,12.001204758124997,3.0190432012500006,2.5632308471250003,1.6178691569375
25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.792068225000001,2.2120390483125,16.263700043125,4.4778097125,3.8109156056250004,2.4062989459375004
25.75,0.0,0.0,0.0,0.0,0.039256816750000006,0.0,0.0,0.0,8.966734315250001,3.2968510180625,22.431655600625,6.77374032625,5.799908429625001,3.6656691556875005
26.0,0.0,0.0,0.0,0.0,0.19628408375,0.0,0.0,0.0,12.1414004055,4.3816629878125,28.599611158125,9.069670939999998,7.788901253625,4.9250393654375
26.25,0.0,0.0,0.0,0.0,0.07408103856249981,0.0,0.0,0.0,14.615708317312496,5.327852817124999,34.26325929,10.984069852187497,9.417845155125,5.953558139874999
26.5,0.0,0.0,0.0,0.0,0.23110830556249984,0.0,0.0,0.0,17.790374407562496,6.412664786874999,40.4312148475,13.280000465937498,11.406837979125001,7.212928349624999
26.75,0.040133377,0.0697864275625,0.016253087562500004,0.06869494343749999,0.8127850778124998,7.4514375000000004e-06,0.04012809225,7.4589375e-06,22.316048507562495,7.806604539624998,47.90673373,16.3636947159375,14.122998721625,8.937080613374999
27.0,0.200666885,0.3489321378125,0.08126543781250001,0.3434747171875,1.3944618500625001,3.7257187499999995e-05,0.20064046124999999,3.72946875e-05,26.8417226075625,9.200544292375,55.382252612500004,19.4473889659375,16.839159464125004,10.661232877125
27.25,0.17027663987499986,0.16446639662500007,0.0,0.0,1.6104207838124998,0.0,0.16467279037499993,0.0,30.617330179375003,10.4877454079375,62.65241254124999,22.174251751249997,19.20234135125,12.157612887812501
27.5,0.33081014787499985,0.4436121068750001,0.0,0.11510741818750025,2.1920975560625,0.0,0.3251851593749999,0.0,35.143004279375,11.8816851606875,70.12793142374998,25.257946001249998,21.91850209375,13.881765151562501
27.75,0.7994198293749999,1.4339549891249999,0.37210205324999995,1.5187162451875003,3.4029479480625,0.006865372187500003,0.801175037875,0.006872240062500003,41.119103086875,13.5209856906875,78.31311668624998,29.080003416249998,25.34769061625,16.0645411040625
28.0,1.268029510875,2.424297871375,0.7553003119999999,2.9223250721875003,4.6137983400625,0.0338201631875,1.2771649163749998,0.033853992562500004,47.095201894374995,15.1602862206875,86.49830194875,32.90206083125,28.77687913875,18.2473170565625
28.25,1.55463307125,3.0349659014374994,0.9663177555625,3.783937972062499,5.403756003812501,0.04970029506249998,1.5733970634999999,0.049750008375,52.36064161812501,16.726724459375,94.71657567187502,36.420390911249996,31.884688006875002,20.22568411125
28.5,2.02324275275,4.0253087836875,1.3495160143125,5.187546799062499,6.6146063958125,0.07665508606249999,2.049386942,0.076731760875,58.33674042562501,18.366024989375,102.90176093437502,40.24244832625,35.313876529375,22.40846006375
28.75,2.83721932025,5.758950526187499,2.0683506628125,7.690093213312499,8.5963716320625,0.1273510843125,2.8702129655,0.127478467875,65.74385958062501,20.184262166874998,111.27938370937501,44.71559657625,39.409247184375,25.016655776249998
29.0,3.6511958877499997,7.4925922686875,2.7871853113125002,10.1926396275625,10.578136868312502,0.1780470825625,3.691038989,0.178225174875,73.150978735625,22.002499344375,119.65700648437502,49.18874482625,43.504617839375,27.62485148875
29.25,4.358525241375,9.036065021249998,3.29427495625,12.4178210011875,12.303811031562502,0.22025668118750003,4.4328211875625,0.22047699375000002,80.21360413312499,23.789057685625004,128.08432783125002,53.51541749374999,47.400148165625005,30.126376952500003
29.5,5.172501808875,10.769706763749998,4.01310960475,14.9203674154375,14.285576267812502,0.2709526794375,5.2536472110625,0.27122370075,87.62072328812499,25.607294863125002,136.46195060625,57.988565743749994,51.495518820625,32.734572665
29.75,6.243796956875,13.004673446249999,5.12614972125,18.1590464129375,16.8657678828125,0.3408776129375,6.2948103828125,0.34121857675,95.964174235625,27.527416038125,144.83745445625001,62.87404504874999,56.079403958125006,35.626801962500004
30.0,7.315092104875001,15.23964012875,6.239189837750001,21.397725410437502,19.445959497812503,0.41080254643749997,7.335973554562499,0.41121345275000004,104.307625183125,29.447537213125003,153.21295830625002,67.75952435375,60.663289095625004,38.51903126
30.25,8.352867411500002,17.476805178125,7.1170562947499985,24.647583268750004,21.91522233625,0.47631656968750014,8.395226766124999,0.4767930066250001,112.64304244562501,31.37649871875,161.67493793750003,72.64631185374999,65.16069685062502,41.395567568124996
30.5,9.424162559500001,19.711771860625003,8.230096411249999,27.886262266250004,24.49541395125,0.5462415031875001,9.436389937875,0.5467878826250001,120.98649339312502,33.29661989375,170.05044178750003,77.53179115875,69.74458198812502,44.287796865625
30.75,10.6259236895,22.110915700625004,9.788103229749998,31.35541364375,27.42298606125,0.6284572954375001,10.526878772625,0.6290859111250001,129.65276651812502,35.23891529375,178.30993828750002,82.55296988875,74.60660846312501,47.295628010624995
31.0,11.827684819500002,24.510059540625,11.346110048249999,34.82456502125001,30.350558171250004,0.7106730876875001,11.617367607375,0.711383939625,138.319039643125,37.181210693749996,186.56943478750003,87.57414861875,79.468634938125,50.30345915562499
31.25,13.059352408125001,27.079975629375003,12.643562588,38.5577253625,33.2927244475,0.7919470083125,12.8114522283125,0.7927391540624998,147.28403388125,39.172201310625,194.97235124375,92.7349513775,84.34937060875001,53.37981318
31.5,14.261113538125,29.479119469375004,14.201569406499999,42.02687674,36.2202965575,0.8741628005625,13.901941063062502,0.8750371825624998,155.95030700625,41.114496710625,203.23184774375,97.7561301075,89.21139708375,56.387644325
31.75,15.466488050625001,31.705292696875002,16.255304164000002,45.2208402925,39.2442032775,0.9617313745625,14.870744070562502,0.9626933473124999,164.32589270625,42.999256563125,211.26144851875,102.6363766075,94.14119174375,59.342645579999996
32.0,16.671862563125003,33.931465924375004,18.309038921499997,48.414803845,42.2681099975,1.0492999485624999,15.839547078062502,1.0503495120625,172.70147840625,44.884016415625,219.29104929374998,107.5166231075,99.07098640375001,62.297646835
32.25,17.943793349375,36.442927205625004,20.121119708749998,52.047356790624995,45.384283745625,1.1401582614999999,16.970765645625,1.1412987064374998,181.58280633125003,46.84862488625,227.52136969375,112.63721904375001,104.11188252375001,65.38349846500002
32.5,19.149167861875,38.669100433125,22.174854466249997,55.241320343125,48.408190465625,1.2277268355,17.939568653125,1.2289548711874998,189.95839203125,48.733384738750004,235.55097046875,117.51746554375,109.04167718375001,68.33849972000002
32.75,20.267005136875,40.457232718125,24.71603716375,57.758768763125,51.34118601812499,1.3126933514999999,18.651255638125,1.3140063751874997,197.56275895625,50.492501251250005,243.23631316875,122.03026871875001,113.84592595875,71.10142384500001
33.0,21.384842411875002,42.245365003125,27.257219861249997,60.27621718312499,54.274181570625,1.3976598674999998,19.362942623125,1.3990578791875,205.16712588125,52.251617763750005,250.92165586875,126.54307189375,118.65017473375,73.86434797000001
33.25,22.507705351250003,44.2350881475,29.738012280625004,63.11991996312499,57.201666725,1.4929438328125002,20.198016399375,1.494437152625,213.11856584375,54.089830830000004,258.86632125625,131.2591185,123.61100475625,76.74019261625001
33.5,23.625542626250002,46.0232204325,32.279194978125005,65.637368383125,60.1346622775,1.5779103488125001,20.909703384375,1.579488656625,220.72293276874998,55.848947342500004,266.55166395625,135.771921675,128.41525353125,79.50311674125001
33.75,24.707499936250002,47.3965512575,35.063380693125005,67.494305945625,63.044701305,1.6482529130625,21.371169306875,1.649901581125,227.60746271874999,57.46072067,273.77649038125,139.89125249999998,132.96887868125,82.05145446125
34.0,25.789457246250002,48.7698820825,37.847566408125005,69.351243508125,65.9547403325,1.7185954773125003,21.832635229374997,1.720314505625,234.49199266875,59.072493997500004,281.00131680625,144.010583325,137.52250383125,84.59979218125001
34.25,26.82383510125,50.279125941874995,40.7378652325,71.44818361624999,68.77744155625,1.806029010375,22.3873544975,1.807835494125,241.59817106875002,60.7655123125,288.5439505187499,148.30858168125,142.28245478125,87.25041667375
34.5,27.90579241125,51.652456766875,43.5220509475,73.30512117875,71.68748058375,1.876371574625,22.84882042,1.8782484186250001,248.48270101875002,62.37728564,295.7687769437499,152.42791250624998,146.83607993125003,89.79875439374999
34.75,29.03922900625,52.706303059374996,46.2457535225,74.62188506125,74.70631784125,1.9190515298750002,23.102541527499998,1.9209710646250002,254.83175404375004,63.831617922499994,302.41635489374994,156.17786250625,151.03106280625002,92.13918094875
35.0,30.17266560125,53.760149351875,48.9694560975,75.93864894375,77.72515509875001,1.961731485125,23.356262635,1.963693710625,261.18080706875,65.285950205,309.06393284374997,159.92781250625,155.22604568125,94.47960750374999
35.25,31.214843118124996,54.90225021125,51.951014855,77.43524678687501,80.59077717687501,2.0280217378125,23.681998964375005,2.0300502703125,267.6593285375,66.826576410625,316.08768418125,163.84438429375,159.68136371875002,96.91898325249998
35.5,32.348279713124995,55.95609650375,54.67471743,78.75201066937501,83.609614434375,2.0707016930625,23.935720071875004,2.0727729163125,274.0083815625,68.280908693125,322.73526213125,167.59433429375002,163.87634659375001,99.25940980749999
35.75,33.620554840625,56.78577519624999,57.034450715000006,79.64893804437502,86.869004674375,2.0726803820625,24.024172611875002,2.0747535845625,280.00631768750003,69.567702063125,328.68885940625,170.99899496875003,167.60466849375,101.39860038249999
36.0,34.892829968125,57.61545388875,59.394184,80.545865419375,90.12839491437501,2.0746590710625,24.112625151875,2.0767342528125,286.0042538125,70.854495433125,334.64245668125,174.40365564375,171.33299039375,103.53779095749998
36.25,36.078446873124996,58.49655451375,62.102898030625,81.55752327375001,93.23967336000001,2.1008718286875,24.247331048750002,2.102973229875,292.1093427625,72.22269352625001,341.00732439374997,177.96268046249997,175.35280079999998,105.77332789375
36.5,37.350722000625,59.326233206249995,64.462631315625,82.45445064875001,96.49906360000001,2.1028505176875,24.33578358875,2.104953898125,298.1072788875,73.50948689625001,346.96092166874996,181.36734113749998,179.08112269999998,107.91251846875
36.75,38.784820935625,60.01262678875,66.235733843125,83.05845854875001,100.03612056000001,2.0589500264375,24.307475463750002,2.061009495375,303.8453056125,74.63189433125001,352.13483146874995,184.45108651249998,182.26523959999997,109.85616856875
37.0,40.218919870624994,60.69902037125,68.008836370625,83.66246644875001,103.57317752000002,2.0150495351875,24.27916733875,2.017065092625,309.5833323375,75.75430176625001,357.30874126875,187.5348318875,185.4493565,111.79981866874999
37.25,41.747989876249996,61.43969795375,69.99977630375,84.298006731875,107.22748884874999,1.9743898405625,24.25476366,1.97636472825,315.66236580625,76.91678493625001,362.84369878125005,190.75990689374999,188.87231004375002,113.83990666875
37.5,43.18208881125,62.12609153625,71.77287883125,84.902014631875,110.76454580874999,1.9304893493125,24.226455535,1.9324203255,321.40039253125,78.03919237125001,368.01760858125004,193.84365226875,192.05642694375,115.78355676875
37.75,44.54350092125,62.69234474875,73.05998789875,85.36633952937501,114.23781918374999,1.8669747358125,24.15402126,1.86884218125,326.59710713125,79.05337018125,372.45022560625006,196.63198636875,194.74069331875,117.53344284375
38.0,45.90491303125,63.25859796125,74.34709696625,85.830664426875,117.71109255874998,1.8034601223125,24.081586985,1.8052640370000002,331.79382173125,80.06754799125001,376.88284263125007,199.42032046875,197.42495969375,119.28332891875
38.25,47.526832009375,63.87838863374999,75.74110627125002,86.24496857624999,121.54332624999999,1.724158219375,23.972216155625,1.725882811875,337.5421088875,81.083785256875,381.63404100625,202.33702033124996,200.3030295625,121.12949948125001
38.5,48.888244119375,64.44464184625,77.02821533875002,86.70929347375,125.016599625,1.660643605875,23.899781880625,1.662304667625,342.7388234875,82.097963066875,386.06665803125003,205.12535443124997,202.9872959375,122.87938555625
38.75,49.878084796875,64.89946498875,78.01079293625001,87.19375170125,127.98999805,1.611640670875,23.861887628125,1.613252717375,347.0196706375,83.073318394375,389.82740233125,207.64406375624998,205.2465408125,124.43630430625
39.0,50.867925474375,65.35428813125,78.99337053375001,87.67820992875,130.963396475,1.562637735875,23.823993375624998,1.564200767125,351.3005177875,84.048673721875,393.58814663125,210.16277308124998,207.50578568749998,125.99322305625
39.25,52.267715325625005,65.85829358375,79.992117375625,88.03273924562498,134.51380083125,1.4807846105000002,23.7098294825,1.4822657680625,356.3202151375,84.99138492812502,397.6327622375,212.79695489999997,209.92141946875,127.646027925
39.5,53.257556003125,66.31311672625,80.974694973125,88.51719747312498,137.48719925625,1.4317816755000001,23.671935230000003,1.4332138178125,360.6010622875,85.96674025562501,401.3935065375,215.31566422499998,212.18066434375,129.202946675
39.75,53.576940638125,66.66522009875,81.834203088125,89.18160535812498,139.52463145624998,1.4314162205,23.747247172500003,1.4328479973125001,363.5914866875,86.97268025062502,404.55179818749997,217.59053529999997,214.08971684375,130.567694825
40.0,53.89632527312501,67.01732347125001,82.693711203125,89.84601324312499,141.56206365625,1.4310507655,23.822559115000004,1.4324821768125,366.5819110875,87.97862024562501,407.7100898375,219.865406375,215.99876934375,131.932442975
40.25,54.66308060125001,67.41113521125,83.517320689375,90.29269929249999,144.27037830625,1.3884472723749999,23.778775027500004,1.3898360694375,370.35868514374994,88.95930225,411.12433740000006,222.26389594375,218.03630219375,133.39383922500002
40.5,54.98246523625001,67.76323858375,84.376828804375,90.95710717749999,146.30781050624998,1.3880818173749998,23.854086970000004,1.3894702489375002,373.34910954374993,89.965242245,414.28262905,224.53876701874998,219.94535469375,134.75858737500002
40.75,54.481870266250006,68.02549087624999,85.243178596875,91.9717940625,147.13874403124998,1.4602462398749998,24.125929017500003,1.4617068541875002,374.86092681874993,91.01505445,416.8988286,226.56753401875,221.56636926875,135.930414525
41.0,53.981275296250004,68.28774316874998,86.109528389375,92.9864809475,147.96967755625,1.5324106623749998,24.397771065000004,1.5339434594375,376.37274409374993,92.06486665499999,419.51502815000003,228.59630101874998,223.18738384375,137.10224167500002
41.25,53.554729669375,68.5727943175,87.029676463125,93.66674229187501,149.11008301875,1.5810910571874999,24.4948819075,1.582672547375,378.2058904375,93.251135890625,422.38418193125,230.83397645624999,224.94382528749998,138.37573333125002
41.5,53.054134699375,68.83504660999999,87.896026255625,94.68142917687501,149.94101654375,1.6532554796874999,24.766723955,1.6549091526250002,379.7177077125,94.30094809562499,425.00038148125,232.86274345625,226.56483986249998,139.54756048125
41.75,52.181480736874995,69.03695006749999,88.692925565625,96.25877644937502,149.95715459375,1.7809085649374998,25.3370509775,1.7826899228750002,380.30821718749996,95.183441663125,427.09861135625,234.53093118125,227.90927263749998,140.51952795625002
42.0,51.308826774375,69.238853525,89.489824875625,97.83612372187501,149.97329264375,1.9085616501875,25.907378,1.9104706931250002,380.8987266625,96.06593523062499,429.19684123124995,236.19911890625,229.25370541249998,141.49149543125
42.25,50.174241066875005,69.44568593125,90.41733167125001,98.964970045625,149.9788818375,2.028926368125,26.248503075625,2.0309558054999997,381.39213729375,97.23257095625002,431.54275876875,238.15449196875,230.7373429625,142.56975707499998
42.5,49.301587104375,69.64758938874999,91.21423098125001,100.542317318125,149.9950198875,2.156579453375,26.818830098124998,2.15873657575,381.98264676875,98.11506452375002,433.64098864375,239.82267969375,232.0817757375,143.54172455
42.75,48.654155804375,69.82280463624998,91.81383681625,102.905219318125,149.7536245875,2.312446582625,27.794254708125,2.3147596115,382.39551876875,98.56292900125001,435.23631174375,240.98776054375,233.14840821250002,144.305346575
