# supply,node,prod,bid($/tonne),capacity
s65,n65,p2,-100,4780.122552,
s140,n140,p2,-100,4780.122552,
s162,n162,p2,-100,4780.122552,
s172,n172,p2,-100,4780.122552,
s69,n69,p2,-100,3824.098041,
s74,n74,p2,-100,3824.098041,
s75,n75,p2,-100,3824.098041,
s84,n84,p2,-100,3824.098041,
s89,n89,p2,-100,3824.098041,
s90,n90,p2,-100,3824.098041,
s92,n92,p2,-100,3824.098041,
s103,n103,p2,-100,3824.098041,
s108,n108,p2,-100,3824.098041,
s122,n122,p2,-100,3824.098041,
s133,n133,p2,-100,3824.098041,
s143,n143,p2,-100,3824.098041,
s148,n148,p2,-100,3824.098041,
s151,n151,p2,-100,3824.098041,
s152,n152,p2,-100,3824.098041,
s166,n166,p2,-100,3824.098041,
s168,n168,p2,-100,3824.098041,
s170,n170,p2,-100,3824.098041,
s184,n184,p2,-100,3824.098041,
s189,n189,p2,-100,3824.098041,
s200,n200,p2,-100,3824.098041,
s203,n203,p2,-100,3824.098041,
s145,n145,p2,-100,3346.085787,
s78,n78,p2,-100,2868.073531,
s81,n81,p2,-100,2868.073531,
s107,n107,p2,-100,2868.073531,
s111,n111,p2,-100,2868.073531,
s132,n132,p2,-100,2868.073531,
s157,n157,p2,-100,2868.073531,
s159,n159,p2,-100,2868.073531,
s161,n161,p2,-100,2868.073531,
s180,n180,p2,-100,2868.073531,
s171,n171,p2,-100,2390.061277,
s58,n58,p2,-100,1912.049021,
s60,n60,p2,-100,1912.049021,
s70,n70,p2,-100,1912.049021,
s76,n76,p2,-100,1912.049021,
s105,n105,p2,-100,1912.049021,
s115,n115,p2,-100,1912.049021,
s117,n117,p2,-100,1912.049021,
s118,n118,p2,-100,1912.049021,
s120,n120,p2,-100,1912.049021,
s124,n124,p2,-100,1912.049021,
s128,n128,p2,-100,1912.049021,
s129,n129,p2,-100,1912.049021,
s130,n130,p2,-100,1912.049021,
