WARNING: using JuMP.getdual in module Main conflicts with an existing identifier.
  [nonlinear] <nonlin>: ((1.000000 * <_var0_>) + (1.000000 * <_var1_>) + (1.000000 * <_var2_>) + (1.000000 * <_var3_>)) == 300;
violation: left hand side is violated by 300 (scaled: 300)
all 1 solutions given by solution candidate storage are infeasible

presolving:
(round 1, fast)       0 del vars, 0 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 1997 upgd conss, 0 impls, 0 clqs
(round 2, fast)       602 del vars, 201 del conss, 0 add conss, 203 chg bounds, 0 chg sides, 0 chg coeffs, 1997 upgd conss, 0 impls, 0 clqs
(round 3, fast)       602 del vars, 201 del conss, 0 add conss, 203 chg bounds, 401 chg sides, 0 chg coeffs, 1997 upgd conss, 0 impls, 0 clqs
presolving (4 rounds: 4 fast, 1 medium, 1 exhaustive):
 602 deleted vars, 201 deleted constraints, 0 added constraints, 203 tightened bounds, 0 added holes, 401 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 1104 variables (0 bin, 0 int, 0 impl, 1104 cont) and 1796 constraints
    401 constraints of type <linear>
   1395 constraints of type <quadratic>
Presolving Time: 0.18

  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |   812 |     - |  10M| 9.979000e+01 |      --      |    Inf 

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

q     1 |     0 |   812 |     - |  10M| 9.979000e+01 | 1.622201e+02 |  62.56%
      1 |     0 |   898 |     - |  10M| 9.979000e+01 | 1.622201e+02 |  62.56%
      1 |     0 |   898 |     - |  10M| 9.979000e+01 | 1.622201e+02 |  62.56%
      1 |     0 |  9878 |     - |  10M| 9.979000e+01 | 1.622201e+02 |  62.56%
      1 |     0 |  9918 |     - |  10M| 9.979000e+01 | 1.622201e+02 |  62.56%
      1 |     0 |  9936 |     - |  10M| 9.979000e+01 | 1.622201e+02 |  62.56%
      1 |     0 |  9963 |     - |  10M| 9.979000e+01 | 1.622201e+02 |  62.56%
      1 |     2 |  9963 |     - |  10M| 9.979000e+01 | 1.622201e+02 |  62.56%
    100 |   101 | 12062 | 111.9 |9878k| 9.979000e+01 | 1.622201e+02 |  62.56%
    200 |   201 | 13333 |  62.1 |  10M| 9.979000e+01 | 1.622201e+02 |  62.56%
    300 |   301 | 14204 |  44.2 |  10M| 9.979000e+01 | 1.622201e+02 |  62.56%
    400 |   401 | 16072 |  37.8 |  11M| 9.979000e+01 | 1.622201e+02 |  62.56%
    500 |   499 | 18730 |  35.6 |  12M| 9.979000e+01 | 1.622201e+02 |  62.56%
    600 |   597 | 22888 |  36.6 |  13M| 9.979000e+01 | 1.622201e+02 |  62.56%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
    700 |   697 | 27358 |  37.7 |  14M| 9.979000e+01 | 1.622201e+02 |  62.56%
    800 |   797 | 31844 |  38.6 |  15M| 9.979000e+01 | 1.622201e+02 |  62.56%
    900 |   897 | 36682 |  39.7 |  16M| 9.979000e+01 | 1.622201e+02 |  62.56%
   1000 |   997 | 41242 |  40.3 |  17M| 9.979000e+01 | 1.622201e+02 |  62.56%
   1100 |  1097 | 45857 |  40.8 |  18M| 9.979000e+01 | 1.622201e+02 |  62.56%
   1200 |  1197 | 50870 |  41.6 |  19M| 9.979000e+01 | 1.622201e+02 |  62.56%
   1300 |  1295 | 55316 |  41.8 |  20M| 9.979000e+01 | 1.622201e+02 |  62.56%
   1400 |  1393 | 60207 |  42.3 |  21M| 9.979000e+01 | 1.622201e+02 |  62.56%
   1500 |  1493 | 64781 |  42.6 |  23M| 9.979000e+01 | 1.622201e+02 |  62.56%
   1600 |  1593 | 70128 |  43.2 |  24M| 9.979000e+01 | 1.622201e+02 |  62.56%
   1700 |  1691 | 74600 |  43.3 |  25M| 9.979000e+01 | 1.622201e+02 |  62.56%
   1800 |  1791 | 78204 |  42.9 |  26M| 9.979000e+01 | 1.622201e+02 |  62.56%
   1900 |  1885 | 83594 |  43.5 |  27M| 9.979000e+01 | 1.622201e+02 |  62.56%
   2000 |  1985 | 87954 |  43.5 |  28M| 9.979000e+01 | 1.622201e+02 |  62.56%
   2100 |  2085 | 93495 |  44.1 |  30M| 9.979000e+01 | 1.622201e+02 |  62.56%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   2200 |  2183 | 98342 |  44.3 |  31M| 9.979000e+01 | 1.622201e+02 |  62.56%
   2300 |  2283 |103306 |  44.5 |  32M| 9.979000e+01 | 1.622201e+02 |  62.56%
   2400 |  2379 |108296 |  44.7 |  34M| 9.979000e+01 | 1.622201e+02 |  62.56%
   2500 |  2479 |113142 |  44.9 |  35M| 9.979000e+01 | 1.622201e+02 |  62.56%
   2600 |  2575 |118498 |  45.2 |  36M| 9.979000e+01 | 1.622201e+02 |  62.56%
   2700 |  2675 |124106 |  45.6 |  37M| 9.979000e+01 | 1.622201e+02 |  62.56%
   2800 |  2769 |126954 |  45.0 |  38M| 9.979000e+01 | 1.622201e+02 |  62.56%
   2900 |  2867 |131453 |  45.0 |  40M| 9.979000e+01 | 1.622201e+02 |  62.56%
   3000 |  2965 |135697 |  44.9 |  41M| 9.979000e+01 | 1.622201e+02 |  62.56%
   3100 |  3061 |139662 |  44.7 |  42M| 9.979000e+01 | 1.622201e+02 |  62.56%
   3200 |  3161 |145255 |  45.1 |  43M| 9.979000e+01 | 1.622201e+02 |  62.56%
   3300 |  3259 |147821 |  44.5 |  44M| 9.979000e+01 | 1.622201e+02 |  62.56%
   3400 |  3359 |152733 |  44.6 |  45M| 9.979000e+01 | 1.622201e+02 |  62.56%
   3500 |  3449 |159546 |  45.3 |  47M| 9.979000e+01 | 1.622201e+02 |  62.56%
   3600 |  3547 |164624 |  45.5 |  48M| 9.979000e+01 | 1.622201e+02 |  62.56%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   3700 |  3647 |168821 |  45.4 |  49M| 9.979000e+01 | 1.622201e+02 |  62.56%
   3800 |  3743 |172388 |  45.1 |  50M| 9.979000e+01 | 1.622201e+02 |  62.56%
   3900 |  3839 |177942 |  45.4 |  51M| 9.979000e+01 | 1.622201e+02 |  62.56%
   4000 |  3937 |182218 |  45.3 |  53M| 9.979000e+01 | 1.622201e+02 |  62.56%
   4100 |  4029 |188087 |  45.6 |  54M| 9.979000e+01 | 1.622201e+02 |  62.56%
   4200 |  4129 |190420 |  45.1 |  55M| 9.979000e+01 | 1.622201e+02 |  62.56%
   4300 |  4229 |192496 |  44.5 |  55M| 9.979000e+01 | 1.622201e+02 |  62.56%
   4400 |  4329 |194206 |  43.9 |  56M| 9.979000e+01 | 1.622201e+02 |  62.56%
   4500 |  4429 |196840 |  43.5 |  57M| 9.979000e+01 | 1.622201e+02 |  62.56%
   4600 |  4529 |198607 |  43.0 |  57M| 9.979000e+01 | 1.622201e+02 |  62.56%
   4700 |  4629 |200635 |  42.5 |  58M| 9.979000e+01 | 1.622201e+02 |  62.56%
   4800 |  4729 |202497 |  42.0 |  59M| 9.979000e+01 | 1.622201e+02 |  62.56%
   4900 |  4827 |205959 |  41.8 |  59M| 9.979000e+01 | 1.622201e+02 |  62.56%
   5000 |  4923 |208360 |  41.5 |  60M| 9.979000e+01 | 1.622201e+02 |  62.56%
   5100 |  5023 |210588 |  41.1 |  61M| 9.979000e+01 | 1.622201e+02 |  62.56%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   5200 |  5123 |213573 |  40.9 |  62M| 9.979000e+01 | 1.622201e+02 |  62.56%
   5300 |  5215 |218538 |  41.1 |  63M| 9.979000e+01 | 1.622201e+02 |  62.56%
   5400 |  5295 |224614 |  41.4 |  65M| 9.979000e+01 | 1.622201e+02 |  62.56%
   5500 |  5393 |228243 |  41.3 |  66M| 9.979000e+01 | 1.622201e+02 |  62.56%
   5600 |  5493 |229916 |  40.9 |  67M| 9.979000e+01 | 1.622201e+02 |  62.56%
   5700 |  5587 |232603 |  40.6 |  68M| 9.979000e+01 | 1.622201e+02 |  62.56%
   5800 |  5687 |235056 |  40.4 |  69M| 9.979000e+01 | 1.622201e+02 |  62.56%
   5900 |  5785 |236989 |  40.0 |  69M| 9.979000e+01 | 1.622201e+02 |  62.56%
   6000 |  5879 |240224 |  39.9 |  71M| 9.979000e+01 | 1.622201e+02 |  62.56%
   6100 |  5973 |242667 |  39.6 |  72M| 9.979000e+01 | 1.622201e+02 |  62.56%
   6200 |  6071 |244906 |  39.3 |  72M| 9.979000e+01 | 1.622201e+02 |  62.56%
   6300 |  6151 |246425 |  39.0 |  73M| 9.979000e+01 | 1.622201e+02 |  62.56%
   6400 |  6237 |248141 |  38.6 |  74M| 9.979000e+01 | 1.622201e+02 |  62.56%
   6500 |  6331 |250458 |  38.4 |  74M| 9.979000e+01 | 1.622201e+02 |  62.56%
   6600 |  6405 |252706 |  38.1 |  75M| 9.979000e+01 | 1.622201e+02 |  62.56%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   6700 |  6501 |256790 |  38.2 |  76M| 9.979000e+01 | 1.622201e+02 |  62.56%
   6800 |  6587 |260433 |  38.2 |  78M| 9.979000e+01 | 1.622201e+02 |  62.56%
   6900 |  6663 |263566 |  38.1 |  79M| 9.979000e+01 | 1.622201e+02 |  62.56%
   7000 |  6749 |266293 |  37.9 |  80M| 9.979000e+01 | 1.622201e+02 |  62.56%
   7100 |  6843 |269250 |  37.8 |  81M| 9.979000e+01 | 1.622201e+02 |  62.56%
   7200 |  6923 |273041 |  37.8 |  82M| 9.979000e+01 | 1.622201e+02 |  62.56%
   7300 |  7003 |276572 |  37.8 |  83M| 9.979000e+01 | 1.622201e+02 |  62.56%
