WARNING: using JuMP.getdual in module Main conflicts with an existing identifier.
  [nonlinear] <nonlin>: (((-3.000000) * <_var0_>) + (7.000000 * <_var1_>) + ((-5.000000) * <_var3_>) + (1.000000 * <_var4_>) + (1.000000 * <_var5_>) + (2.000000 * <_var7_>) + ((-1.000000) * <_var8_>) + ((-1.000000) * <_var9_>) + ((-9.000000) * <_var10_>) + (3.000000 * <_var11_>) + (5.000000 * <_var12_>) + (1.000000 * <_var15_>) + (7.000000 * <_var16_>) + ((-7.000000) * <_var17_>) + ((-4.000000) * <_var18_>) + ((-6.000000) * <_var19_>)) <= -5;
violation: right hand side is violated by 5 (scaled: 5)
all 1 solutions given by solution candidate storage are infeasible

presolving:
(round 1, fast)       0 del vars, 0 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 1001 upgd conss, 0 impls, 0 clqs
(round 2, fast)       0 del vars, 0 del conss, 0 add conss, 1506 chg bounds, 0 chg sides, 0 chg coeffs, 1001 upgd conss, 0 impls, 0 clqs
presolving (3 rounds: 3 fast, 1 medium, 1 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 1506 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 1506 variables (0 bin, 0 int, 0 impl, 1506 cont) and 1001 constraints
   1000 constraints of type <linear>
      1 constraints of type <quadratic>
Presolving Time: 0.58

  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |   710 |     - |  11M|-1.600000e+06 |      --      |    Inf 

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

q     1 |     0 |   710 |     - |  11M|-1.600000e+06 |-5.974656e+05 | 167.80%
      1 |     0 |   710 |     - |  11M|-1.600000e+06 |-5.974656e+05 | 167.80%
      1 |     0 |   710 |     - |  11M|-1.600000e+06 |-5.974656e+05 | 167.80%
      1 |     0 |  7810 |     - |  11M|-1.600000e+06 |-5.974656e+05 | 167.80%
      1 |     0 |  8511 |     - |  11M|-1.600000e+06 |-5.974656e+05 | 167.80%
q     1 |     0 |  8511 |     - |  11M|-1.600000e+06 |-8.731073e+05 |  83.25%
      1 |     0 |  8511 |     - |  11M|-1.600000e+06 |-8.731073e+05 |  83.25%
      1 |     0 | 22621 |     - |  11M|-1.600000e+06 |-8.731073e+05 |  83.25%
      1 |     0 | 24586 |     - |  11M|-1.600000e+06 |-8.731073e+05 |  83.25%
      1 |     2 | 24586 |     - |  11M|-1.600000e+06 |-8.731073e+05 |  83.25%
    100 |   101 | 31121 | 280.3 |  18M|-1.600000e+06 |-8.731073e+05 |  83.25%
    200 |   201 | 35073 | 159.3 |  25M|-1.600000e+06 |-8.731073e+05 |  83.25%
    300 |   301 | 37723 | 114.9 |  33M|-1.600000e+06 |-8.731073e+05 |  83.25%
    400 |   401 | 40345 |  92.7 |  41M|-1.600000e+06 |-8.731073e+05 |  83.25%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
    500 |   501 | 42343 |  78.1 |  48M|-1.600000e+06 |-8.731073e+05 |  83.25%
    600 |   601 | 44792 |  69.1 |  56M|-1.600000e+06 |-8.731073e+05 |  83.25%
    700 |   701 | 47203 |  62.7 |  64M|-1.600000e+06 |-8.731073e+05 |  83.25%
    800 |   801 | 49587 |  57.8 |  74M|-1.600000e+06 |-8.731073e+05 |  83.25%
    900 |   899 | 52213 |  54.3 |  78M|-1.599874e+06 |-8.731073e+05 |  83.24%
   1000 |   997 | 54055 |  50.7 |  88M|-1.599874e+06 |-8.731073e+05 |  83.24%
   1100 |  1095 | 55321 |  47.3 |  92M|-1.599429e+06 |-8.731073e+05 |  83.19%
   1200 |  1189 | 57038 |  44.8 | 103M|-1.599429e+06 |-8.731073e+05 |  83.19%
   1300 |  1283 | 59085 |  42.9 | 107M|-1.599429e+06 |-8.731073e+05 |  83.19%
   1400 |  1379 | 61062 |  41.2 | 112M|-1.598475e+06 |-8.731073e+05 |  83.08%
   1500 |  1479 | 63357 |  40.0 | 124M|-1.598475e+06 |-8.731073e+05 |  83.08%
   1600 |  1577 | 64805 |  38.4 | 129M|-1.598475e+06 |-8.731073e+05 |  83.08%
   1700 |  1675 | 66408 |  37.1 | 143M|-1.598475e+06 |-8.731073e+05 |  83.08%
   1800 |  1771 | 68236 |  36.1 | 147M|-1.598475e+06 |-8.731073e+05 |  83.08%
   1900 |  1869 | 69878 |  35.0 | 151M|-1.598475e+06 |-8.731073e+05 |  83.08%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   2000 |  1951 | 71779 |  34.2 | 155M|-1.598395e+06 |-8.731073e+05 |  83.07%
   2100 |  2049 | 73520 |  33.4 | 172M|-1.597691e+06 |-8.731073e+05 |  82.99%
   2200 |  2147 | 75205 |  32.7 | 176M|-1.597446e+06 |-8.731073e+05 |  82.96%
   2300 |  2241 | 77728 |  32.3 | 180M|-1.597446e+06 |-8.731073e+05 |  82.96%
   2400 |  2331 | 79533 |  31.7 | 184M|-1.597446e+06 |-8.731073e+05 |  82.96%
   2500 |  2429 | 80910 |  31.0 | 203M|-1.597446e+06 |-8.731073e+05 |  82.96%
   2600 |  2525 | 82901 |  30.6 | 207M|-1.597325e+06 |-8.731073e+05 |  82.95%
   2700 |  2625 | 85009 |  30.2 | 211M|-1.597325e+06 |-8.731073e+05 |  82.95%
   2800 |  2717 | 87089 |  29.9 | 215M|-1.597292e+06 |-8.731073e+05 |  82.94%
   2900 |  2815 | 88981 |  29.5 | 219M|-1.597292e+06 |-8.731073e+05 |  82.94%
   3000 |  2907 | 90447 |  29.0 | 241M|-1.597292e+06 |-8.731073e+05 |  82.94%
   3100 |  3001 | 92180 |  28.7 | 245M|-1.597292e+06 |-8.731073e+05 |  82.94%
   3200 |  3095 | 93886 |  28.3 | 249M|-1.597292e+06 |-8.731073e+05 |  82.94%
   3300 |  3189 | 94949 |  27.8 | 253M|-1.597292e+06 |-8.731073e+05 |  82.94%
   3400 |  3283 | 96689 |  27.5 | 258M|-1.597292e+06 |-8.731073e+05 |  82.94%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   3500 |  3377 | 97938 |  27.0 | 262M|-1.597292e+06 |-8.731073e+05 |  82.94%
   3600 |  3471 | 99354 |  26.7 | 287M|-1.597292e+06 |-8.731073e+05 |  82.94%
   3700 |  3561 |101078 |  26.4 | 291M|-1.597292e+06 |-8.731073e+05 |  82.94%
   3800 |  3651 |102899 |  26.2 | 295M|-1.597292e+06 |-8.731073e+05 |  82.94%
   3900 |  3741 |104584 |  26.0 | 299M|-1.595928e+06 |-8.731073e+05 |  82.79%
   4000 |  3835 |106633 |  25.8 | 303M|-1.595928e+06 |-8.731073e+05 |  82.79%
   4100 |  3925 |108533 |  25.7 | 307M|-1.595928e+06 |-8.731073e+05 |  82.79%
   4200 |  4019 |110741 |  25.6 | 312M|-1.595928e+06 |-8.731073e+05 |  82.79%
   4300 |  4113 |112471 |  25.4 | 341M|-1.595928e+06 |-8.731073e+05 |  82.79%
   4400 |  4209 |114252 |  25.2 | 345M|-1.595928e+06 |-8.731073e+05 |  82.79%
   4500 |  4295 |116182 |  25.1 | 349M|-1.595422e+06 |-8.731073e+05 |  82.73%
   4600 |  4387 |117470 |  24.8 | 353M|-1.595422e+06 |-8.731073e+05 |  82.73%
   4700 |  4477 |119310 |  24.7 | 358M|-1.594275e+06 |-8.731073e+05 |  82.60%
   4800 |  4569 |120422 |  24.4 | 362M|-1.594215e+06 |-8.731073e+05 |  82.59%
   4900 |  4663 |121791 |  24.2 | 366M|-1.593997e+06 |-8.731073e+05 |  82.57%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   5000 |  4755 |123260 |  24.0 | 370M|-1.593911e+06 |-8.731073e+05 |  82.56%
   5100 |  4839 |124752 |  23.8 | 374M|-1.593736e+06 |-8.731073e+05 |  82.54%
   5200 |  4923 |126197 |  23.6 | 408M|-1.593695e+06 |-8.731073e+05 |  82.53%
   5300 |  5013 |127994 |  23.5 | 412M|-1.593695e+06 |-8.731073e+05 |  82.53%
   5400 |  5109 |129739 |  23.4 | 416M|-1.593695e+06 |-8.731073e+05 |  82.53%
   5500 |  5197 |131005 |  23.2 | 420M|-1.593695e+06 |-8.731073e+05 |  82.53%
   5600 |  5289 |132670 |  23.1 | 424M|-1.593695e+06 |-8.731073e+05 |  82.53%
   5700 |  5379 |133818 |  22.9 | 428M|-1.593695e+06 |-8.731073e+05 |  82.53%
   5800 |  5477 |135762 |  22.8 | 433M|-1.593695e+06 |-8.731073e+05 |  82.53%
   5900 |  5573 |137115 |  22.7 | 437M|-1.593695e+06 |-8.731073e+05 |  82.53%
   6000 |  5661 |138160 |  22.5 | 441M|-1.593695e+06 |-8.731073e+05 |  82.53%
   6100 |  5751 |139654 |  22.3 | 445M|-1.592633e+06 |-8.731073e+05 |  82.41%
   6200 |  5839 |140631 |  22.1 | 449M|-1.592590e+06 |-8.731073e+05 |  82.40%
   6300 |  5937 |142103 |  22.0 | 489M|-1.592581e+06 |-8.731073e+05 |  82.40%
   6400 |  6033 |143245 |  21.9 | 493M|-1.592581e+06 |-8.731073e+05 |  82.40%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   6500 |  6123 |144592 |  21.7 | 497M|-1.592581e+06 |-8.731073e+05 |  82.40%
   6600 |  6209 |145930 |  21.6 | 501M|-1.592581e+06 |-8.731073e+05 |  82.40%
   6700 |  6299 |146915 |  21.4 | 506M|-1.592581e+06 |-8.731073e+05 |  82.40%
   6800 |  6395 |148157 |  21.3 | 510M|-1.592458e+06 |-8.731073e+05 |  82.39%
   6900 |  6489 |149380 |  21.2 | 514M|-1.592450e+06 |-8.731073e+05 |  82.39%
   7000 |  6575 |150793 |  21.1 | 518M|-1.592403e+06 |-8.731073e+05 |  82.38%
   7100 |  6669 |151969 |  20.9 | 522M|-1.592343e+06 |-8.731073e+05 |  82.38%
   7200 |  6761 |153588 |  20.9 | 526M|-1.592312e+06 |-8.731073e+05 |  82.37%
   7300 |  6851 |155554 |  20.8 | 530M|-1.592209e+06 |-8.731073e+05 |  82.36%
   7400 |  6941 |156504 |  20.7 | 534M|-1.592136e+06 |-8.731073e+05 |  82.35%
   7500 |  7035 |157419 |  20.5 | 538M|-1.592114e+06 |-8.731073e+05 |  82.35%
   7600 |  7133 |158722 |  20.4 | 586M|-1.592085e+06 |-8.731073e+05 |  82.35%
   7700 |  7231 |160373 |  20.4 | 590M|-1.592085e+06 |-8.731073e+05 |  82.35%
   7800 |  7325 |161984 |  20.3 | 594M|-1.592033e+06 |-8.731073e+05 |  82.34%
   7900 |  7409 |163263 |  20.2 | 598M|-1.591938e+06 |-8.731073e+05 |  82.33%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   8000 |  7497 |164502 |  20.1 | 602M|-1.591872e+06 |-8.731073e+05 |  82.32%
   8100 |  7585 |165501 |  20.0 | 606M|-1.591869e+06 |-8.731073e+05 |  82.32%
   8200 |  7677 |166664 |  19.9 | 610M|-1.591734e+06 |-8.731073e+05 |  82.31%
   8300 |  7769 |167684 |  19.8 | 614M|-1.591732e+06 |-8.731073e+05 |  82.31%
   8400 |  7857 |168546 |  19.7 | 618M|-1.591637e+06 |-8.731073e+05 |  82.30%
   8500 |  7947 |169554 |  19.6 | 622M|-1.591538e+06 |-8.731073e+05 |  82.28%
   8600 |  8033 |170529 |  19.4 | 626M|-1.591497e+06 |-8.731073e+05 |  82.28%
   8700 |  8127 |172497 |  19.4 | 630M|-1.591364e+06 |-8.731073e+05 |  82.26%
   8800 |  8225 |174044 |  19.4 | 634M|-1.591364e+06 |-8.731073e+05 |  82.26%
   8900 |  8315 |175327 |  19.3 | 638M|-1.591364e+06 |-8.731073e+05 |  82.26%
   9000 |  8405 |176281 |  19.2 | 642M|-1.591301e+06 |-8.731073e+05 |  82.26%
   9100 |  8491 |177291 |  19.1 | 699M|-1.591291e+06 |-8.731073e+05 |  82.26%
   9200 |  8587 |178461 |  19.0 | 703M|-1.591228e+06 |-8.731073e+05 |  82.25%
   9300 |  8681 |179608 |  19.0 | 707M|-1.591081e+06 |-8.731073e+05 |  82.23%
   9400 |  8767 |180619 |  18.9 | 711M|-1.590962e+06 |-8.731073e+05 |  82.22%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   9500 |  8861 |181599 |  18.8 | 715M|-1.590813e+06 |-8.731073e+05 |  82.20%
   9600 |  8951 |182618 |  18.7 | 719M|-1.590813e+06 |-8.731073e+05 |  82.20%
   9700 |  9041 |183636 |  18.6 | 723M|-1.590813e+06 |-8.731073e+05 |  82.20%
   9800 |  9129 |185409 |  18.6 | 727M|-1.590813e+06 |-8.731073e+05 |  82.20%
   9900 |  9215 |186714 |  18.5 | 731M|-1.590813e+06 |-8.731073e+05 |  82.20%
  10000 |  9303 |188341 |  18.5 | 735M|-1.590813e+06 |-8.731073e+05 |  82.20%
  10100 |  9397 |190078 |  18.5 | 739M|-1.590813e+06 |-8.731073e+05 |  82.20%
  10200 |  9487 |191142 |  18.4 | 743M|-1.590813e+06 |-8.731073e+05 |  82.20%
  10300 |  9577 |192320 |  18.3 | 747M|-1.590813e+06 |-8.731073e+05 |  82.20%
  10400 |  9661 |193611 |  18.3 | 751M|-1.590813e+06 |-8.731073e+05 |  82.20%
  10500 |  9751 |194580 |  18.2 | 755M|-1.590813e+06 |-8.731073e+05 |  82.20%
  10600 |  9841 |195536 |  18.1 | 759M|-1.590813e+06 |-8.731073e+05 |  82.20%
  10700 |  9935 |196808 |  18.1 | 763M|-1.590813e+06 |-8.731073e+05 |  82.20%
  10800 | 10021 |198312 |  18.1 | 767M|-1.590781e+06 |-8.731073e+05 |  82.20%
  10900 | 10101 |199497 |  18.0 | 830M|-1.590781e+06 |-8.731073e+05 |  82.20%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  11000 | 10191 |200931 |  18.0 | 838M|-1.590781e+06 |-8.731073e+05 |  82.20%
  11100 | 10281 |202390 |  17.9 | 842M|-1.590781e+06 |-8.731073e+05 |  82.20%
  11200 | 10369 |203976 |  17.9 | 846M|-1.590336e+06 |-8.731073e+05 |  82.15%
  11300 | 10461 |204974 |  17.8 | 850M|-1.590336e+06 |-8.731073e+05 |  82.15%
  11400 | 10549 |205912 |  17.8 | 854M|-1.590336e+06 |-8.731073e+05 |  82.15%
  11500 | 10641 |206835 |  17.7 | 858M|-1.590336e+06 |-8.731073e+05 |  82.15%
  11600 | 10731 |207726 |  17.6 | 862M|-1.590336e+06 |-8.731073e+05 |  82.15%
  11700 | 10829 |208516 |  17.5 | 866M|-1.590336e+06 |-8.731073e+05 |  82.15%
  11800 | 10919 |209492 |  17.5 | 870M|-1.590336e+06 |-8.731073e+05 |  82.15%
  11900 | 11013 |210478 |  17.4 | 874M|-1.590336e+06 |-8.731073e+05 |  82.15%
  12000 | 11103 |211273 |  17.3 | 878M|-1.590336e+06 |-8.731073e+05 |  82.15%
  12100 | 11191 |215427 |  17.5 | 883M|-1.590336e+06 |-8.731073e+05 |  82.15%
  12200 | 11283 |216280 |  17.5 | 887M|-1.590336e+06 |-8.731073e+05 |  82.15%
  12300 | 11377 |217217 |  17.4 | 891M|-1.590336e+06 |-8.731073e+05 |  82.15%
  12400 | 11471 |218165 |  17.3 | 895M|-1.590336e+06 |-8.731073e+05 |  82.15%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  12500 | 11559 |219140 |  17.3 | 899M|-1.590336e+06 |-8.731073e+05 |  82.15%
  12600 | 11649 |220061 |  17.2 | 903M|-1.590336e+06 |-8.731073e+05 |  82.15%
  12700 | 11743 |221801 |  17.2 | 908M|-1.589969e+06 |-8.731073e+05 |  82.10%
  12800 | 11839 |222727 |  17.1 | 912M|-1.589969e+06 |-8.731073e+05 |  82.10%
  12900 | 11931 |223707 |  17.1 | 916M|-1.589969e+06 |-8.731073e+05 |  82.10%
  13000 | 12023 |224721 |  17.0 | 920M|-1.589969e+06 |-8.731073e+05 |  82.10%
  13100 | 12101 |226207 |  17.0 | 923M|-1.589969e+06 |-8.731073e+05 |  82.10%
  13200 | 12191 |227511 |  17.0 |1003M|-1.589463e+06 |-8.731073e+05 |  82.05%
  13300 | 12285 |228277 |  16.9 |1007M|-1.589136e+06 |-8.731073e+05 |  82.01%
  13400 | 12375 |229331 |  16.9 |1011M|-1.588980e+06 |-8.731073e+05 |  81.99%
  13500 | 12461 |230127 |  16.8 |1015M|-1.588904e+06 |-8.731073e+05 |  81.98%
  13600 | 12557 |230885 |  16.7 |1019M|-1.588465e+06 |-8.731073e+05 |  81.93%
  13700 | 12645 |231844 |  16.7 |1023M|-1.588283e+06 |-8.731073e+05 |  81.91%
  13800 | 12737 |232654 |  16.6 |1027M|-1.588263e+06 |-8.731073e+05 |  81.91%
  13900 | 12831 |233600 |  16.6 |1032M|-1.588220e+06 |-8.731073e+05 |  81.90%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  14000 | 12921 |234493 |  16.5 |1036M|-1.588169e+06 |-8.731073e+05 |  81.90%
  14100 | 13009 |236515 |  16.5 |1040M|-1.588169e+06 |-8.731073e+05 |  81.90%
  14200 | 13101 |237644 |  16.5 |1044M|-1.588107e+06 |-8.731073e+05 |  81.89%
  14300 | 13191 |238574 |  16.4 |1048M|-1.588064e+06 |-8.731073e+05 |  81.89%
  14400 | 13283 |239557 |  16.4 |1052M|-1.588061e+06 |-8.731073e+05 |  81.89%
  14500 | 13371 |240385 |  16.3 |1056M|-1.588058e+06 |-8.731073e+05 |  81.89%
  14600 | 13465 |241287 |  16.3 |1060M|-1.587858e+06 |-8.731073e+05 |  81.86%
  14700 | 13553 |242197 |  16.2 |1064M|-1.587825e+06 |-8.731073e+05 |  81.86%
  14800 | 13643 |243047 |  16.2 |1068M|-1.587802e+06 |-8.731073e+05 |  81.86%
  14900 | 13733 |243887 |  16.1 |1072M|-1.587777e+06 |-8.731073e+05 |  81.85%
  15000 | 13823 |244834 |  16.1 |1076M|-1.587761e+06 |-8.731073e+05 |  81.85%
  15100 | 13907 |246154 |  16.1 |1080M|-1.587752e+06 |-8.731073e+05 |  81.85%
