WARNING: using JuMP.getdual in module Main conflicts with an existing identifier.
  [nonlinear] <nonlin>: ((1044.807275 * <_var1_>) + (1079.403542 * <_var2_>) + (74.544203 * <_var3_>) + (36.332469 * <_var4_>) + (41.343844 * <_var5_>) + (43.223109 * <_var6_>) + (43.849531 * <_var7_>) + (59.510078 * <_var8_>) + (1.009401 * <_var9_>) + ((-1.000000) * <_var10_>) + ((-1.000000) * <_var16_>)) == -0;
violation: left hand side is violated by 1003179.49305028 (scaled: 1003179.49305028)
all 1 solutions given by solution candidate storage are infeasible

presolving:
(round 1, fast)       0 del vars, 0 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 1196 upgd conss, 0 impls, 0 clqs
(round 2, fast)       2 del vars, 100 del conss, 0 add conss, 1397 chg bounds, 0 chg sides, 0 chg coeffs, 1196 upgd conss, 0 impls, 0 clqs
(round 3, fast)       2 del vars, 100 del conss, 0 add conss, 1605 chg bounds, 0 chg sides, 0 chg coeffs, 1196 upgd conss, 0 impls, 0 clqs
(round 4, exhaustive) 2 del vars, 496 del conss, 0 add conss, 1605 chg bounds, 0 chg sides, 0 chg coeffs, 1196 upgd conss, 0 impls, 0 clqs
presolving (5 rounds: 5 fast, 2 medium, 2 exhaustive):
 2 deleted vars, 496 deleted constraints, 0 added constraints, 1605 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 1604 variables (0 bin, 0 int, 0 impl, 1604 cont) and 700 constraints
    699 constraints of type <linear>
      1 constraints of type <quadratic>
Presolving Time: 0.69

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************


  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
y     1 |     0 |     0 |     - |7934k|      --      | 9.489000e+11 |    Inf 
      1 |     0 |   526 |     - |9430k| 0.000000e+00 | 9.489000e+11 |    Inf 
y     1 |     0 |   526 |     - |9430k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 |   785 |     - |9735k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 |   785 |     - |9735k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 |   918 |     - |9752k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 |  1031 |     - |9821k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 |  1291 |     - |9837k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 |  1486 |     - |9859k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 |  1928 |     - |9878k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 20461 |     - |9850k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 20568 |     - |9866k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 20672 |     - |9943k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 20780 |     - |9960k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 20905 |     - |9897k| 0.000000e+00 | 2.653676e+02 |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 | 21025 |     - |9914k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 21153 |     - |9930k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 21286 |     - |9946k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 21422 |     - |9963k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 21588 |     - |9979k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 21748 |     - |9914k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 21903 |     - |9930k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 22106 |     - |9947k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 22287 |     - |9963k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 22476 |     - |9980k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 22733 |     - |9996k| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 22921 |     - |  10M| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 23146 |     - |  10M| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 23362 |     - |  10M| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 23559 |     - |  10M| 0.000000e+00 | 2.653676e+02 |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 | 23829 |     - |  10M| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 24120 |     - |  10M| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 24437 |     - |  10M| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 24755 |     - |  10M| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 25026 |     - |  10M| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 25302 |     - |  10M| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 25574 |     - |  10M| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 25874 |     - |  10M| 0.000000e+00 | 2.653676e+02 |    Inf 
      1 |     0 | 26217 |     - |  10M| 0.000000e+00 | 2.653676e+02 |    Inf 
