#Node Number,Latitude,Longitude,Technology,Capacity
n74,43.8887864,-89.6774639,tA4,250000
n74,43.8887864,-89.6774639,tK4,250000
n77,45.2086253,-91.8908345,tA1,30000
n78,45.4788,-91.834341,tA3,150000
n78,45.4788,-91.834341,tK3,150000
n80,45.330174,-91.543636,tA2,50000
n80,45.330174,-91.543636,tK2,50000
n85,44.540205,-87.789123,tA4,250000
n85,44.540205,-87.789123,tK4,250000
n90,44.3476812,-88.1613338,tA4,250000
n90,44.3476812,-88.1613338,tK4,250000
n98,44.2994683,-88.110763,tA4,250000
n98,44.2994683,-88.110763,tK4,250000
n100,44.6195702,-91.8729325,tA4,250000
n103,45.762307,-92.6310929,tA1,30000
n106,44.097001,-88.147437,tA4,250000
n106,44.097001,-88.147437,tK4,250000
n110,44.203572,-88.106757,tA4,250000
n110,44.203572,-88.106757,tK4,250000
n112,44.235045,-88.06098,tA4,250000
n112,44.235045,-88.06098,tK4,250000
n113,44.9659247,-90.9746861,tA1,30000
n114,44.901922,-91.497807,tA2,50000
n114,44.901922,-91.497807,tK2,50000
n116,44.8511138,-90.2347974,tA4,250000
n116,44.8511138,-90.2347974,tK4,250000
n121,44.5239,-90.7487243,tA1,30000
n123,42.7889219,-89.8135536,tA3,150000
n123,42.7889219,-89.8135536,tK3,150000
n124,44.6407302,-90.3771428,tA3,150000
n124,44.6407302,-90.3771428,tK3,150000
n133,43.1612969,-89.1700655,tA4,250000
n133,43.1612969,-89.1700655,tK4,250000
n135,43.214887,-89.479006,tA4,250000
n135,43.214887,-89.479006,tK4,250000
n138,43.2343009,-88.966056,tA1,30000
n141,43.3984461,-88.6812317,tA3,150000
n141,43.3984461,-88.6812317,tK3,150000
n142,44.7366839,-87.5027549,tA2,50000
n144,45.1470211,-91.6660948,tA1,30000
n146,45.0086159,-91.7608218,tA1,30000
n148,43.835418,-88.293544,tA3,150000
n148,43.835418,-88.293544,tK3,150000
n149,43.6921456,-88.3624164,tA4,250000
n149,43.6921456,-88.3624164,tK4,250000
n158,43.867771,-88.717945,tA4,250000
n158,43.867771,-88.717945,tK4,250000
n162,42.9348801,-91.090403,tA2,50000
n162,42.9348801,-91.090403,tK2,50000
n164,42.864588,-90.6961853,tA1,30000
n165,43.0065857,-90.602897,tA1,30000
n166,43.7013946,-89.051151,tA2,50000
n166,43.7013946,-89.051151,tK2,50000
n168,43.634875,-89.004734,tA1,30000
n175,44.3188887,-91.0649767,tA2,50000
n175,44.3188887,-91.0649767,tK2,50000
n176,44.4365416,-90.9365416,tA1,30000
n176,44.4365416,-90.9365416,tK2,50000
n177,44.1261241,-90.9966341,tA1,30000
n179,42.973292,-88.775482,tA2,50000
n179,42.973292,-88.775482,tK2,50000
n181,43.1365455,-88.7221335,tA2,50000
n181,43.1365455,-88.7221335,tK2,50000
n183,44.2212573,-89.9558671,tA3,150000
n183,44.2212573,-89.9558671,tK3,150000
n187,44.3673969,-87.665803,tA4,250000
n187,44.3673969,-87.665803,tK4,250000
n188,44.6183421,-87.5815229,tA4,250000
n188,44.6183421,-87.5815229,tK4,250000
n192,44.616287,-87.63395,tA4,250000
n192,44.616287,-87.63395,tK4,250000
n193,44.4997104,-87.5955881,tA4,250000
n193,44.4997104,-87.5955881,tK4,250000
n200,42.6533571,-90.2918458,tK4,250000
n203,42.6533571,-90.2918458,tA4,250000
n204,45.2609184,-89.1320129,tA2,50000
n204,45.2609184,-89.1320129,tK2,50000
n207,44.115082,-87.879446,tA3,150000
n207,44.115082,-87.879446,tK3,150000
n210,43.9790083,-87.821797,tA4,250000
n210,43.9790083,-87.821797,tK4,250000
n215,43.9505879,-87.7465309,tA4,250000
n215,43.9505879,-87.7465309,tK4,250000
n229,45.032389,-90.121009,tA4,250000
n229,45.032389,-90.121009,tK4,250000
