Hour,Wind01,Wind02,Wind03,Wind04,Wind05,Wind06,Wind07,Wind08,Wind09,Wind10,Wind11,Wind12,Wind13,Wind14,Wind15,Wind16,Wind17
0.25,1.3661632685625,11.731617853125002,6.7416314955,2.760972247,0.027835521937500003,6.361713470750001,1.444414016,0.48556288137500003,0.29561347174999997,0.3841472641875,2.1319648230625003,26.827824235625002,20.97798517,227.49368279375,16.691071931874998,45.66091547881249,12.437272531249999
0.5,1.4404923211875,12.206472254375,6.7550175945,2.755172384,0.034121223312500004,6.5173338242500005,1.498800423,0.512956416125,0.32496346724999997,0.4156618140625,2.1758565706875004,26.508979321875,20.70545042,226.86997243125,16.987579150625,46.02449428593749,12.19376725375
0.75,1.5148213738125,12.681326655625,6.7684036935,2.749372521,0.040406924687500005,6.67295417775,1.55318683,0.5403499508749999,0.35431346275,0.44717636393750004,2.2197483183125004,26.190134408124997,20.432915669999996,226.24626206875,17.284086369375,46.388073093062495,11.950261976250001
1.0,1.5891504264375,13.156181056875,6.781789792500001,2.743572658,0.0466926260625,6.82857453125,1.607573237,0.567743485625,0.38366345825,0.4786909138125,2.2636400659375,25.871289494375,20.160380919999998,225.62255170625002,17.580593588125,46.7516519001875,11.70675669875
1.25,1.68875362696875,13.7537495384375,6.797037953625001,2.7248319722187504,0.055036953125,7.06840552534375,1.6741045839375,0.6050263063437499,0.4205804986875,0.51985383765625,2.3303846930625,25.5543234459375,19.889762305625002,224.64790529062503,17.910042208437503,47.09829017803125,11.449974380781251
1.5,1.76308267959375,14.228603939687499,6.810424052625001,2.7190321092187504,0.061322654500000004,7.22402587884375,1.7284909909375,0.6324198410937498,0.44993049418750003,0.5513683875312501,2.3742764406875,25.235478532187496,19.617227555625,224.02419492812504,18.206549427187504,47.46186898515625,11.206469103281252
1.75,1.80371286834375,14.5398395671875,6.821327402125,2.7304866765937503,0.064863521625,7.26736537821875,1.7666841446875,0.6466276612187498,0.4691910964375,0.57001843878125,2.3876976823125,24.914128464687497,19.342137958125,223.86839930312505,18.459134777187504,47.84803516465625,10.980666546406251
2.0,1.84434305709375,14.8510751946875,6.8322307516250005,2.7419412439687503,0.06840438875,7.31070487759375,1.8048772984374999,0.6608354813437498,0.48845169868750005,0.5886684900312501,2.4011189239375,24.592778397187498,19.067048360625,223.71260367812502,18.7117201271875,48.234201344156254,10.75486398953125
2.25,1.8976492994999998,15.230434001875,6.8441713579375,2.74741834071875,0.07288183684374999,7.395914251125,1.8495837837187499,0.677824253875,0.5093937298124999,0.61031598428125,2.42565044096875,24.270021995312504,18.7921984184375,223.3912708875,18.9824851721875,48.5986153271875,10.5201400100625
2.5,1.9382794882499998,15.541669629375,6.8550747074375,2.7588729080937497,0.07642270396874999,7.439253750500001,1.8877769374687499,0.692032074,0.5286543320624999,0.62896603553125,2.43907168259375,23.948671927812505,18.5171088209375,223.23547526250002,19.2350705221875,48.984781506687504,10.294337453187499
2.75,1.9507753175,15.707534759375001,6.863767464687499,2.78404891309375,0.07779985171875,7.3893397996250005,1.91188789809375,0.698136719375,0.5423098980625,0.63933132990625,2.4275223883437502,23.628361921562504,18.2408480671875,223.45636743750003,19.4487756559375,49.407479738937504,10.086331033312499
