WARNING: using JuMP.getdual in module Main conflicts with an existing identifier.
  [nonlinear] <nonlin>: ((1.000000 * <_var0_>) + ((-1.000000) * <_var8_>) + ((-1.000000) * <_var24_>) + (1.000000 * <_var27_>)) >= -0;
violation: left hand side is violated by 250 (scaled: 250)
all 1 solutions given by solution candidate storage are infeasible

presolving:
(round 1, fast)       0 del vars, 0 del conss, 0 add conss, 19000 chg bounds, 0 chg sides, 0 chg coeffs, 24998 upgd conss, 0 impls, 0 clqs
(round 2, fast)       8001 del vars, 8001 del conss, 0 add conss, 56025 chg bounds, 0 chg sides, 0 chg coeffs, 24998 upgd conss, 0 impls, 0 clqs
(round 3, fast)       8001 del vars, 8001 del conss, 0 add conss, 69050 chg bounds, 0 chg sides, 0 chg coeffs, 24998 upgd conss, 0 impls, 0 clqs
(round 4, fast)       8001 del vars, 8001 del conss, 0 add conss, 75046 chg bounds, 0 chg sides, 0 chg coeffs, 24998 upgd conss, 0 impls, 0 clqs
(round 5, fast)       8001 del vars, 8001 del conss, 0 add conss, 76160 chg bounds, 0 chg sides, 0 chg coeffs, 24998 upgd conss, 0 impls, 0 clqs
(round 6, fast)       8001 del vars, 8001 del conss, 8000 add conss, 76160 chg bounds, 0 chg sides, 0 chg coeffs, 24998 upgd conss, 0 impls, 0 clqs
(round 7, fast)       8001 del vars, 8001 del conss, 8000 add conss, 78160 chg bounds, 0 chg sides, 0 chg coeffs, 28998 upgd conss, 0 impls, 0 clqs
presolving (8 rounds: 8 fast, 1 medium, 1 exhaustive):
 8001 deleted vars, 8001 deleted constraints, 8000 added constraints, 78160 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 38005 variables (0 bin, 0 int, 0 impl, 38005 cont) and 40997 constraints
   7000 constraints of type <linear>
  13997 constraints of type <quadratic>
  20000 constraints of type <nonlinear>
Presolving Time: 184.25

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************


  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 | 35720 |     - | 250M|-1.753164e+06 |      --      |    Inf 
      1 |     0 | 55405 |     - | 281M|-1.727465e+06 |      --      |    Inf 
      1 |     0 | 58469 |     - | 282M|-1.727465e+06 |      --      |    Inf 
      1 |     0 | 60830 |     - | 283M|-1.727465e+06 |      --      |    Inf 
      1 |     0 | 66642 |     - | 284M|-1.716937e+06 |      --      |    Inf 
      1 |     0 | 68854 |     - | 285M|-1.716937e+06 |      --      |    Inf 
      1 |     0 | 72852 |     - | 286M|-1.712298e+06 |      --      |    Inf 
      1 |     0 | 74885 |     - | 288M|-1.712287e+06 |      --      |    Inf 
      1 |     0 | 77392 |     - | 289M|-1.710544e+06 |      --      |    Inf 
      1 |     0 | 83718 |     - | 290M|-1.709365e+06 |      --      |    Inf 
      1 |     0 | 86266 |     - | 291M|-1.709246e+06 |      --      |    Inf 
      1 |     0 | 88428 |     - | 265M|-1.709246e+06 |      --      |    Inf 
      1 |     0 | 90302 |     - | 266M|-1.709244e+06 |      --      |    Inf 
      1 |     0 | 92506 |     - | 267M|-1.709161e+06 |      --      |    Inf 
      1 |     0 | 94878 |     - | 268M|-1.709161e+06 |      --      |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |257604 |     - | 267M|-1.709161e+06 |      --      |    Inf 
      1 |     0 |264581 |     - | 268M|-1.555435e+06 |      --      |    Inf 
      1 |     0 |264581 |     - | 268M|-1.555435e+06 |      --      |    Inf 
      1 |     0 |273942 |     - | 269M|-1.555435e+06 |      --      |    Inf 
      1 |     0 |291732 |     - | 271M|-1.196341e+06 |      --      |    Inf 
      1 |     0 |293945 |     - | 272M|-1.196341e+06 |      --      |    Inf 
      1 |     0 |385702 |     - | 272M|-1.189092e+06 |      --      |    Inf 
      1 |     0 |387982 |     - | 263M|-1.189092e+06 |      --      |    Inf 
      1 |     0 |406365 |     - | 264M|-1.183464e+06 |      --      |    Inf 
      1 |     0 |408592 |     - | 265M|-1.183464e+06 |      --      |    Inf 
      1 |     0 |411042 |     - | 265M|-1.183126e+06 |      --      |    Inf 
      1 |     0 |412679 |     - | 266M|-1.183126e+06 |      --      |    Inf 
      1 |     0 |415548 |     - | 267M|-1.182987e+06 |      --      |    Inf 
      1 |     0 |417030 |     - | 264M|-1.182987e+06 |      --      |    Inf 
      1 |     0 |417330 |     - | 265M|-1.182983e+06 |      --      |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |418716 |     - | 266M|-1.182983e+06 |      --      |    Inf 
      1 |     0 |419276 |     - | 267M|-1.182981e+06 |      --      |    Inf 
      1 |     0 |420359 |     - | 268M|-1.182981e+06 |      --      |    Inf 
      1 |     0 |421346 |     - | 269M|-1.182979e+06 |      --      |    Inf 
      1 |     0 |422365 |     - | 266M|-1.182979e+06 |      --      |    Inf 
      1 |     0 |423373 |     - | 267M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |424900 |     - | 268M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |425046 |     - | 269M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |426865 |     - | 270M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |427102 |     - | 270M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |429246 |     - | 268M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |429521 |     - | 268M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |431597 |     - | 269M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |432018 |     - | 271M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |434184 |     - | 271M|-1.182978e+06 |      --      |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |434205 |     - | 271M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |436321 |     - | 268M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |436325 |     - | 268M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |438339 |     - | 269M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |438364 |     - | 269M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |440440 |     - | 270M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |440462 |     - | 270M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |442510 |     - | 269M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |442525 |     - | 269M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |444516 |     - | 270M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |444534 |     - | 270M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |446379 |     - | 271M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |446391 |     - | 271M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |447741 |     - | 269M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |447745 |     - | 269M|-1.182978e+06 |      --      |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |448651 |     - | 269M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |448661 |     - | 269M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |449569 |     - | 269M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |449574 |     - | 269M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |450131 |     - | 268M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |450133 |     - | 268M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |450513 |     - | 268M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |455909 |     - | 271M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |455970 |     - | 271M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |456000 |     - | 271M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |456030 |     - | 268M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |458709 |     - | 269M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |458745 |     - | 269M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |460822 |     - | 270M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |460856 |     - | 270M|-1.182978e+06 |      --      |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |461758 |     - | 270M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |462046 |     - | 270M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |462091 |     - | 270M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |462097 |     - | 270M|-1.182978e+06 |      --      |    Inf 
      1 |     0 |462098 |     - | 270M|-1.182978e+06 |      --      |    Inf 
