WARNING: using JuMP.getdual in module Main conflicts with an existing identifier.
1/1 feasible solution given by solution candidate storage, new primal bound 0.000000e+00

presolving:
(round 1, fast)       0 del vars, 0 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 10001 upgd conss, 0 impls, 0 clqs
(round 2, fast)       0 del vars, 0 del conss, 0 add conss, 46096 chg bounds, 0 chg sides, 0 chg coeffs, 10001 upgd conss, 0 impls, 0 clqs
presolving (3 rounds: 3 fast, 1 medium, 1 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 46097 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 15006 variables (0 bin, 0 int, 0 impl, 15006 cont) and 10001 constraints
  10000 constraints of type <linear>
      1 constraints of type <quadratic>
Presolving Time: 474.22
transformed 1/1 original solutions to the transformed problem space

  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 | 17455 |     - | 129M|-9.721276e+04 | 0.000000e+00 |    Inf 

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

q     1 |     0 | 17455 |     - | 129M|-9.721276e+04 |-9.117303e+04 |   6.62%
y     1 |     0 | 17455 |     - | 129M|-9.721276e+04 |-9.127204e+04 |   6.51%
      1 |     0 | 17455 |     - | 129M|-9.721276e+04 |-9.127204e+04 |   6.51%
      1 |     0 | 17455 |     - | 129M|-9.721276e+04 |-9.127204e+04 |   6.51%
      1 |     2 |192005 |     - | 129M|-9.721276e+04 |-9.127204e+04 |   6.51%
q    20 |    21 |192061 |9189.8 | 145M|-9.720411e+04 |-9.272197e+04 |   4.83%
y    21 |    20 |192061 |8730.3 | 144M|-9.720411e+04 |-9.272610e+04 |   4.83%
    100 |   101 |192250 |1765.6 | 198M|-9.719817e+04 |-9.272610e+04 |   4.82%
    200 |   201 |192444 | 879.3 | 264M|-9.719563e+04 |-9.272610e+04 |   4.82%
    300 |   301 |192646 | 585.9 | 331M|-9.719404e+04 |-9.272610e+04 |   4.82%
    400 |   401 |192848 | 439.6 | 412M|-9.719230e+04 |-9.272610e+04 |   4.82%
    500 |   501 |193046 | 351.9 | 478M|-9.719103e+04 |-9.272610e+04 |   4.82%
    600 |   601 |193251 | 293.5 | 549M|-9.718960e+04 |-9.272610e+04 |   4.81%
    700 |   701 |193463 | 251.8 | 627M|-9.718847e+04 |-9.272610e+04 |   4.81%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
    800 |   801 |193683 | 220.6 | 714M|-9.718741e+04 |-9.272610e+04 |   4.81%
    900 |   901 |193897 | 196.3 | 751M|-9.718671e+04 |-9.272610e+04 |   4.81%
   1000 |  1001 |194112 | 176.8 | 847M|-9.718587e+04 |-9.272610e+04 |   4.81%
   1100 |  1101 |194324 | 160.9 | 885M|-9.718556e+04 |-9.272610e+04 |   4.81%
   1200 |  1201 |194539 | 147.7 | 992M|-9.718502e+04 |-9.272610e+04 |   4.81%
   1300 |  1301 |194753 | 136.5 |1030M|-9.718410e+04 |-9.272610e+04 |   4.81%
   1400 |  1401 |194965 | 126.9 |1152M|-9.718375e+04 |-9.272610e+04 |   4.81%
   1500 |  1501 |195180 | 118.6 |1189M|-9.718311e+04 |-9.272610e+04 |   4.81%
   1600 |  1601 |195399 | 111.3 |1226M|-9.718271e+04 |-9.272610e+04 |   4.81%
   1700 |  1701 |195613 | 104.9 |1365M|-9.718229e+04 |-9.272610e+04 |   4.81%
   1800 |  1801 |195828 |  99.2 |1402M|-9.718196e+04 |-9.272610e+04 |   4.81%
   1900 |  1901 |196043 |  94.0 |1439M|-9.718162e+04 |-9.272610e+04 |   4.81%
   2000 |  2001 |196254 |  89.4 |1477M|-9.718143e+04 |-9.272610e+04 |   4.80%
   2100 |  2101 |196466 |  85.3 |1636M|-9.718111e+04 |-9.272610e+04 |   4.80%
   2200 |  2201 |196676 |  81.5 |1673M|-9.718077e+04 |-9.272610e+04 |   4.80%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   2300 |  2301 |196886 |  78.0 |1711M|-9.718034e+04 |-9.272610e+04 |   4.80%
   2400 |  2401 |197117 |  74.9 |1748M|-9.718014e+04 |-9.272610e+04 |   4.80%
   2500 |  2501 |197348 |  72.0 |1932M|-9.717970e+04 |-9.272610e+04 |   4.80%
   2600 |  2601 |197587 |  69.3 |1970M|-9.717940e+04 |-9.272610e+04 |   4.80%
   2700 |  2701 |197828 |  66.8 |2007M|-9.717919e+04 |-9.272610e+04 |   4.80%
   2800 |  2801 |198077 |  64.5 |2044M|-9.717919e+04 |-9.272610e+04 |   4.80%
   2900 |  2901 |198329 |  62.4 |2081M|-9.717879e+04 |-9.272610e+04 |   4.80%
   3000 |  3001 |198577 |  60.4 |2295M|-9.717856e+04 |-9.272610e+04 |   4.80%
   3100 |  3101 |198822 |  58.5 |2332M|-9.717832e+04 |-9.272610e+04 |   4.80%
   3200 |  3201 |199078 |  56.8 |2369M|-9.717817e+04 |-9.272610e+04 |   4.80%
   3300 |  3301 |199334 |  55.1 |2406M|-9.717806e+04 |-9.272610e+04 |   4.80%
   3400 |  3401 |199592 |  53.6 |2443M|-9.717784e+04 |-9.272610e+04 |   4.80%
   3500 |  3501 |199849 |  52.1 |2480M|-9.717770e+04 |-9.272610e+04 |   4.80%
   3600 |  3601 |200107 |  50.8 |2729M|-9.717743e+04 |-9.272610e+04 |   4.80%
   3700 |  3701 |200366 |  49.4 |2766M|-9.717721e+04 |-9.272610e+04 |   4.80%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   3800 |  3801 |200623 |  48.2 |2803M|-9.717706e+04 |-9.272610e+04 |   4.80%
   3900 |  3901 |200879 |  47.0 |2840M|-9.717685e+04 |-9.272610e+04 |   4.80%
   4000 |  4001 |201141 |  45.9 |2878M|-9.717683e+04 |-9.272610e+04 |   4.80%
   4100 |  4101 |201406 |  44.9 |2915M|-9.717650e+04 |-9.272610e+04 |   4.80%
   4200 |  4201 |201662 |  43.9 |2952M|-9.717631e+04 |-9.272610e+04 |   4.80%
   4300 |  4301 |201931 |  42.9 |3243M|-9.717610e+04 |-9.272610e+04 |   4.80%
   4400 |  4401 |202196 |  42.0 |3280M|-9.717610e+04 |-9.272610e+04 |   4.80%
   4500 |  4501 |202468 |  41.1 |3317M|-9.717574e+04 |-9.272610e+04 |   4.80%
   4600 |  4601 |202738 |  40.3 |3354M|-9.717562e+04 |-9.272610e+04 |   4.80%
   4700 |  4701 |203001 |  39.5 |3392M|-9.717562e+04 |-9.272610e+04 |   4.80%
   4800 |  4801 |203272 |  38.7 |3429M|-9.717549e+04 |-9.272610e+04 |   4.80%
   4900 |  4901 |203539 |  38.0 |3466M|-9.717528e+04 |-9.272610e+04 |   4.80%
   5000 |  5001 |203802 |  37.3 |3503M|-9.717493e+04 |-9.272610e+04 |   4.80%
   5100 |  5101 |204065 |  36.6 |3845M|-9.717488e+04 |-9.272610e+04 |   4.80%
   5200 |  5201 |204337 |  35.9 |3882M|-9.717480e+04 |-9.272610e+04 |   4.80%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   5300 |  5301 |204605 |  35.3 |3919M|-9.717480e+04 |-9.272610e+04 |   4.80%
   5400 |  5401 |204881 |  34.7 |3956M|-9.717456e+04 |-9.272610e+04 |   4.80%
   5500 |  5501 |205150 |  34.1 |3993M|-9.717456e+04 |-9.272610e+04 |   4.80%
   5600 |  5601 |205423 |  33.6 |4030M|-9.717449e+04 |-9.272610e+04 |   4.80%
   5700 |  5701 |205695 |  33.0 |4068M|-9.717445e+04 |-9.272610e+04 |   4.80%
   5800 |  5801 |205966 |  32.5 |4105M|-9.717419e+04 |-9.272610e+04 |   4.80%
   5900 |  5901 |206237 |  32.0 |4142M|-9.717404e+04 |-9.272610e+04 |   4.80%
   6000 |  6001 |206504 |  31.5 |4179M|-9.717401e+04 |-9.272610e+04 |   4.80%
   6100 |  6101 |206779 |  31.0 |4582M|-9.717381e+04 |-9.272610e+04 |   4.80%
   6200 |  6201 |207048 |  30.6 |4619M|-9.717375e+04 |-9.272610e+04 |   4.80%
   6300 |  6301 |207318 |  30.1 |4656M|-9.717367e+04 |-9.272610e+04 |   4.80%
   6400 |  6401 |207583 |  29.7 |4693M|-9.717363e+04 |-9.272610e+04 |   4.80%
   6500 |  6501 |207846 |  29.3 |4730M|-9.717361e+04 |-9.272610e+04 |   4.80%
   6600 |  6601 |208118 |  28.9 |4767M|-9.717351e+04 |-9.272610e+04 |   4.80%
   6700 |  6701 |208391 |  28.5 |4804M|-9.717336e+04 |-9.272610e+04 |   4.80%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   6800 |  6801 |208658 |  28.1 |4841M|-9.717324e+04 |-9.272610e+04 |   4.80%
   6900 |  6901 |208927 |  27.8 |4879M|-9.717315e+04 |-9.272610e+04 |   4.80%
   7000 |  7001 |209196 |  27.4 |4916M|-9.717304e+04 |-9.272610e+04 |   4.80%
   7100 |  7101 |209460 |  27.0 |4953M|-9.717290e+04 |-9.272610e+04 |   4.80%
   7200 |  7201 |209721 |  26.7 |4990M|-9.717290e+04 |-9.272610e+04 |   4.80%
   7300 |  7301 |209989 |  26.4 |5466M|-9.717290e+04 |-9.272610e+04 |   4.80%
   7400 |  7401 |210272 |  26.1 |5503M|-9.717279e+04 |-9.272610e+04 |   4.80%
   7500 |  7501 |210548 |  25.7 |5540M|-9.717278e+04 |-9.272610e+04 |   4.80%
   7600 |  7601 |210824 |  25.4 |5577M|-9.717269e+04 |-9.272610e+04 |   4.80%
   7700 |  7701 |211095 |  25.2 |5615M|-9.717255e+04 |-9.272610e+04 |   4.80%
   7800 |  7801 |211364 |  24.9 |5652M|-9.717252e+04 |-9.272610e+04 |   4.80%
   7900 |  7901 |211640 |  24.6 |5689M|-9.717250e+04 |-9.272610e+04 |   4.80%
   8000 |  8001 |211920 |  24.3 |5726M|-9.717247e+04 |-9.272610e+04 |   4.80%
   8100 |  8101 |212200 |  24.0 |5763M|-9.717242e+04 |-9.272610e+04 |   4.80%
   8200 |  8201 |212469 |  23.8 |5800M|-9.717235e+04 |-9.272610e+04 |   4.80%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   8300 |  8301 |212742 |  23.5 |5837M|-9.717228e+04 |-9.272610e+04 |   4.79%
   8400 |  8401 |213016 |  23.3 |5875M|-9.717220e+04 |-9.272610e+04 |   4.79%
   8500 |  8501 |213297 |  23.0 |5912M|-9.717213e+04 |-9.272610e+04 |   4.79%
   8600 |  8601 |213561 |  22.8 |5949M|-9.717209e+04 |-9.272610e+04 |   4.79%
   8700 |  8701 |213840 |  22.6 |5986M|-9.717192e+04 |-9.272610e+04 |   4.79%
   8800 |  8801 |214103 |  22.3 |6549M|-9.717186e+04 |-9.272610e+04 |   4.79%
   8900 |  8901 |214381 |  22.1 |6586M|-9.717183e+04 |-9.272610e+04 |   4.79%
   9000 |  9001 |214637 |  21.9 |6624M|-9.717177e+04 |-9.272610e+04 |   4.79%
   9100 |  9101 |214902 |  21.7 |6661M|-9.717173e+04 |-9.272610e+04 |   4.79%
   9200 |  9201 |215172 |  21.5 |6698M|-9.717165e+04 |-9.272610e+04 |   4.79%
   9300 |  9301 |215438 |  21.3 |6735M|-9.717161e+04 |-9.272610e+04 |   4.79%
   9400 |  9401 |215720 |  21.1 |6772M|-9.717158e+04 |-9.272610e+04 |   4.79%
   9500 |  9501 |215989 |  20.9 |6809M|-9.717151e+04 |-9.272610e+04 |   4.79%
   9600 |  9601 |216256 |  20.7 |6846M|-9.717134e+04 |-9.272610e+04 |   4.79%
   9700 |  9701 |216538 |  20.5 |6884M|-9.717130e+04 |-9.272610e+04 |   4.79%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   9800 |  9801 |216809 |  20.3 |6921M|-9.717117e+04 |-9.272610e+04 |   4.79%
   9900 |  9901 |217079 |  20.2 |6958M|-9.717117e+04 |-9.272610e+04 |   4.79%
  10000 | 10001 |217367 |  20.0 |6995M|-9.717116e+04 |-9.272610e+04 |   4.79%
  10100 | 10101 |217642 |  19.8 |7032M|-9.717109e+04 |-9.272610e+04 |   4.79%
  10200 | 10201 |217915 |  19.7 |7070M|-9.717108e+04 |-9.272610e+04 |   4.79%
  10300 | 10301 |218189 |  19.5 |7107M|-9.717107e+04 |-9.272610e+04 |   4.79%
  10400 | 10401 |218474 |  19.3 |7144M|-9.717106e+04 |-9.272610e+04 |   4.79%
  10500 | 10501 |218750 |  19.2 |7181M|-9.717099e+04 |-9.272610e+04 |   4.79%
  10600 | 10601 |219032 |  19.0 |7850M|-9.717065e+04 |-9.272610e+04 |   4.79%
  10700 | 10701 |219297 |  18.9 |7887M|-9.717060e+04 |-9.272610e+04 |   4.79%
  10800 | 10801 |219566 |  18.7 |7924M|-9.717054e+04 |-9.272610e+04 |   4.79%
  10900 | 10901 |219828 |  18.6 |7961M|-9.717053e+04 |-9.272610e+04 |   4.79%
  11000 | 11001 |220102 |  18.4 |7998M|-9.717052e+04 |-9.272610e+04 |   4.79%
  11100 | 11101 |220373 |  18.3 |8035M|-9.717049e+04 |-9.272610e+04 |   4.79%
  11200 | 11201 |220638 |  18.1 |8072M|-9.717040e+04 |-9.272610e+04 |   4.79%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  11300 | 11301 |220901 |  18.0 |8110M|-9.717035e+04 |-9.272610e+04 |   4.79%
  11400 | 11401 |221175 |  17.9 |8147M|-9.717032e+04 |-9.272610e+04 |   4.79%
  11500 | 11501 |221449 |  17.7 |8184M|-9.717031e+04 |-9.272610e+04 |   4.79%
  11600 | 11601 |221704 |  17.6 |8221M|-9.717017e+04 |-9.272610e+04 |   4.79%
  11700 | 11701 |221953 |  17.5 |8258M|-9.717003e+04 |-9.272610e+04 |   4.79%
  11800 | 11801 |222200 |  17.4 |8295M|-9.717001e+04 |-9.272610e+04 |   4.79%
  11900 | 11901 |222462 |  17.2 |8333M|-9.717000e+04 |-9.272610e+04 |   4.79%
  12000 | 12001 |222713 |  17.1 |8370M|-9.716992e+04 |-9.272610e+04 |   4.79%
  12100 | 12101 |222966 |  17.0 |8407M|-9.716988e+04 |-9.272610e+04 |   4.79%
  12200 | 12201 |223219 |  16.9 |8444M|-9.716985e+04 |-9.272610e+04 |   4.79%
  12300 | 12301 |223473 |  16.8 |8481M|-9.716984e+04 |-9.272610e+04 |   4.79%
  12400 | 12401 |223726 |  16.6 |8518M|-9.716983e+04 |-9.272610e+04 |   4.79%
  12500 | 12501 |223978 |  16.5 |8555M|-9.716983e+04 |-9.272610e+04 |   4.79%
  12600 | 12601 |224221 |  16.4 |8592M|-9.716949e+04 |-9.272610e+04 |   4.79%
  12700 | 12701 |224478 |  16.3 |9387M|-9.716945e+04 |-9.272610e+04 |   4.79%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  12800 | 12801 |224734 |  16.2 |9425M|-9.716945e+04 |-9.272610e+04 |   4.79%
  12900 | 12901 |224990 |  16.1 |9462M|-9.716943e+04 |-9.272610e+04 |   4.79%
  13000 | 13001 |225244 |  16.0 |9499M|-9.716943e+04 |-9.272610e+04 |   4.79%
  13100 | 13101 |225499 |  15.9 |9536M|-9.716941e+04 |-9.272610e+04 |   4.79%
  13200 | 13201 |225753 |  15.8 |9573M|-9.716941e+04 |-9.272610e+04 |   4.79%
  13300 | 13301 |226008 |  15.7 |9610M|-9.716928e+04 |-9.272610e+04 |   4.79%
  13400 | 13401 |226250 |  15.6 |9647M|-9.716928e+04 |-9.272610e+04 |   4.79%
  13500 | 13501 |226503 |  15.5 |9684M|-9.716906e+04 |-9.272610e+04 |   4.79%
  13600 | 13601 |226751 |  15.4 |9722M|-9.716906e+04 |-9.272610e+04 |   4.79%
  13700 | 13701 |227007 |  15.3 |9759M|-9.716903e+04 |-9.272610e+04 |   4.79%
  13800 | 13801 |227265 |  15.2 |9796M|-9.716887e+04 |-9.272610e+04 |   4.79%
  13900 | 13901 |227516 |  15.1 |9833M|-9.716876e+04 |-9.272610e+04 |   4.79%
  14000 | 14001 |227766 |  15.0 |9870M|-9.716876e+04 |-9.272610e+04 |   4.79%
  14100 | 14101 |228015 |  14.9 |9908M|-9.716876e+04 |-9.272610e+04 |   4.79%
  14200 | 14201 |228265 |  14.8 |9945M|-9.716875e+04 |-9.272610e+04 |   4.79%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  14300 | 14301 |228523 |  14.8 |9982M|-9.716866e+04 |-9.272610e+04 |   4.79%
  14400 | 14401 |228763 |  14.7 |  10G|-9.716866e+04 |-9.272610e+04 |   4.79%
  14500 | 14501 |229007 |  14.6 |  10G|-9.716849e+04 |-9.272610e+04 |   4.79%
  14600 | 14601 |229256 |  14.5 |  10G|-9.716849e+04 |-9.272610e+04 |   4.79%
  14700 | 14701 |229511 |  14.4 |  10G|-9.716835e+04 |-9.272610e+04 |   4.79%
  14800 | 14801 |229755 |  14.3 |  10G|-9.716831e+04 |-9.272610e+04 |   4.79%
  14900 | 14901 |230007 |  14.3 |  10G|-9.716826e+04 |-9.272610e+04 |   4.79%
  15000 | 15001 |230264 |  14.2 |  10G|-9.716813e+04 |-9.272610e+04 |   4.79%
  15100 | 15101 |230504 |  14.1 |  10G|-9.716813e+04 |-9.272610e+04 |   4.79%
  15200 | 15201 |230761 |  14.0 |  11G|-9.716812e+04 |-9.272610e+04 |   4.79%
  15300 | 15301 |231007 |  14.0 |  11G|-9.716812e+04 |-9.272610e+04 |   4.79%
  15400 | 15401 |231259 |  13.9 |  11G|-9.716812e+04 |-9.272610e+04 |   4.79%
  15500 | 15501 |231524 |  13.8 |  11G|-9.716799e+04 |-9.272610e+04 |   4.79%
  15600 | 15601 |231769 |  13.7 |  11G|-9.716789e+04 |-9.272610e+04 |   4.79%
  15700 | 15701 |232006 |  13.7 |  11G|-9.716789e+04 |-9.272610e+04 |   4.79%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  15800 | 15801 |232267 |  13.6 |  11G|-9.716784e+04 |-9.272610e+04 |   4.79%
  15900 | 15901 |232513 |  13.5 |  11G|-9.716784e+04 |-9.272610e+04 |   4.79%
  16000 | 16001 |232765 |  13.5 |  11G|-9.716778e+04 |-9.272610e+04 |   4.79%
  16100 | 16101 |233004 |  13.4 |  11G|-9.716774e+04 |-9.272610e+04 |   4.79%
  16200 | 16201 |233257 |  13.3 |  11G|-9.716772e+04 |-9.272610e+04 |   4.79%
  16300 | 16301 |233518 |  13.3 |  11G|-9.716765e+04 |-9.272610e+04 |   4.79%
  16400 | 16401 |233752 |  13.2 |  11G|-9.716763e+04 |-9.272610e+04 |   4.79%
  16500 | 16501 |233997 |  13.1 |  11G|-9.716745e+04 |-9.272610e+04 |   4.79%
  16600 | 16601 |234238 |  13.1 |  11G|-9.716745e+04 |-9.272610e+04 |   4.79%
  16700 | 16701 |234484 |  13.0 |  11G|-9.716734e+04 |-9.272610e+04 |   4.79%
  16800 | 16801 |234740 |  12.9 |  11G|-9.716733e+04 |-9.272610e+04 |   4.79%
  16900 | 16901 |234980 |  12.9 |  11G|-9.716729e+04 |-9.272610e+04 |   4.79%
  17000 | 17001 |235215 |  12.8 |  11G|-9.716721e+04 |-9.272610e+04 |   4.79%
  17100 | 17101 |235462 |  12.7 |  11G|-9.716720e+04 |-9.272610e+04 |   4.79%
  17200 | 17201 |235704 |  12.7 |  11G|-9.716720e+04 |-9.272610e+04 |   4.79%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  17300 | 17301 |235953 |  12.6 |  12G|-9.716708e+04 |-9.272610e+04 |   4.79%
  17400 | 17401 |236196 |  12.6 |  12G|-9.716708e+04 |-9.272610e+04 |   4.79%
  17500 | 17501 |236439 |  12.5 |  12G|-9.716697e+04 |-9.272610e+04 |   4.79%
  17600 | 17601 |236683 |  12.5 |  12G|-9.716684e+04 |-9.272610e+04 |   4.79%
  17700 | 17701 |236929 |  12.4 |  12G|-9.716684e+04 |-9.272610e+04 |   4.79%
  17800 | 17801 |237180 |  12.3 |  12G|-9.716684e+04 |-9.272610e+04 |   4.79%
  17900 | 17901 |237430 |  12.3 |  12G|-9.716684e+04 |-9.272610e+04 |   4.79%
  18000 | 18001 |237664 |  12.2 |  12G|-9.716684e+04 |-9.272610e+04 |   4.79%
  18100 | 18101 |237907 |  12.2 |  12G|-9.716684e+04 |-9.272610e+04 |   4.79%
  18200 | 18201 |238139 |  12.1 |  13G|-9.716675e+04 |-9.272610e+04 |   4.79%
