WARNING: using JuMP.getdual in module Main conflicts with an existing identifier.
  [nonlinear] <nonlin>: (((-3.000000) * <_var0_>) + (7.000000 * <_var1_>) + ((-5.000000) * <_var3_>) + (1.000000 * <_var4_>) + (1.000000 * <_var5_>) + (2.000000 * <_var7_>) + ((-1.000000) * <_var8_>) + ((-1.000000) * <_var9_>) + ((-9.000000) * <_var10_>) + (3.000000 * <_var11_>) + (5.000000 * <_var12_>) + (1.000000 * <_var15_>) + (7.000000 * <_var16_>) + ((-7.000000) * <_var17_>) + ((-4.000000) * <_var18_>) + ((-6.000000) * <_var19_>)) <= -5;
violation: right hand side is violated by 5 (scaled: 5)
all 1 solutions given by solution candidate storage are infeasible

presolving:
(round 1, fast)       0 del vars, 0 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 10001 upgd conss, 0 impls, 0 clqs
(round 2, fast)       0 del vars, 0 del conss, 0 add conss, 15006 chg bounds, 0 chg sides, 0 chg coeffs, 10001 upgd conss, 0 impls, 0 clqs
presolving (3 rounds: 3 fast, 1 medium, 1 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 15006 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 15006 variables (0 bin, 0 int, 0 impl, 15006 cont) and 10001 constraints
  10000 constraints of type <linear>
      1 constraints of type <quadratic>
Presolving Time: 203.68

  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |  7008 |     - | 110M|-1.328136e+07 |      --      |    Inf 

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

q     1 |     0 |  7008 |     - | 110M|-1.328136e+07 |-3.709882e+06 | 258.00%
y     1 |     0 |  7008 |     - | 110M|-1.328136e+07 |-3.709883e+06 | 258.00%
      1 |     0 |  7008 |     - | 110M|-1.328136e+07 |-3.709883e+06 | 258.00%
      1 |     0 |  7008 |     - | 110M|-1.328136e+07 |-3.709883e+06 | 258.00%
      1 |     0 | 77088 |     - | 110M|-1.328136e+07 |-3.709883e+06 | 258.00%
      1 |     0 | 77115 |     - | 111M|-1.327717e+07 |-3.709883e+06 | 257.89%
      1 |     2 | 77115 |     - | 111M|-1.327717e+07 |-3.709883e+06 | 257.89%
    100 |   101 | 77879 | 715.6 | 179M|-1.327367e+07 |-3.709883e+06 | 257.79%
    200 |   201 | 78606 | 359.7 | 245M|-1.327154e+07 |-3.709883e+06 | 257.73%
    300 |   301 | 79287 | 241.6 | 314M|-1.327030e+07 |-3.709883e+06 | 257.70%
    400 |   401 | 79926 | 182.7 | 394M|-1.326994e+07 |-3.709883e+06 | 257.69%
    500 |   501 | 80583 | 147.4 | 461M|-1.326959e+07 |-3.709883e+06 | 257.68%
    600 |   601 | 81236 | 123.9 | 532M|-1.326924e+07 |-3.709883e+06 | 257.67%
    700 |   701 | 81894 | 107.1 | 610M|-1.326906e+07 |-3.709883e+06 | 257.67%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
    800 |   801 | 82547 |  94.5 | 697M|-1.326887e+07 |-3.709883e+06 | 257.66%
    900 |   901 | 83190 |  84.7 | 734M|-1.326871e+07 |-3.709883e+06 | 257.66%
   1000 |  1001 | 83871 |  76.9 | 830M|-1.326852e+07 |-3.709883e+06 | 257.65%
   1100 |  1101 | 84531 |  70.5 | 867M|-1.326835e+07 |-3.709883e+06 | 257.65%
   1200 |  1201 | 85187 |  65.2 | 976M|-1.326817e+07 |-3.709883e+06 | 257.64%
   1300 |  1301 | 85846 |  60.7 |1013M|-1.326815e+07 |-3.709883e+06 | 257.64%
   1400 |  1401 | 86517 |  56.8 |1135M|-1.326786e+07 |-3.709883e+06 | 257.64%
   1500 |  1501 | 87151 |  53.4 |1172M|-1.326780e+07 |-3.709883e+06 | 257.63%
   1600 |  1601 | 87795 |  50.5 |1209M|-1.326780e+07 |-3.709883e+06 | 257.63%
   1700 |  1701 | 88464 |  47.9 |1348M|-1.326751e+07 |-3.709883e+06 | 257.63%
   1800 |  1801 | 89090 |  45.6 |1385M|-1.326745e+07 |-3.709883e+06 | 257.62%
   1900 |  1901 | 89743 |  43.6 |1423M|-1.326744e+07 |-3.709883e+06 | 257.62%
   2000 |  2001 | 90415 |  41.7 |1460M|-1.326715e+07 |-3.709883e+06 | 257.62%
   2100 |  2101 | 91046 |  40.0 |1619M|-1.326715e+07 |-3.709883e+06 | 257.62%
   2200 |  2201 | 91689 |  38.5 |1656M|-1.326709e+07 |-3.709883e+06 | 257.61%
