WARNING: using JuMP.getdual in module Main conflicts with an existing identifier.
  [nonlinear] <nonlin>: ((1044.807275 * <_var1_>) + (1079.403542 * <_var2_>) + (74.544203 * <_var3_>) + (36.332469 * <_var4_>) + (41.343844 * <_var5_>) + (43.223109 * <_var6_>) + (43.849531 * <_var7_>) + (59.510078 * <_var8_>) + (1.009401 * <_var9_>) + ((-1.000000) * <_var10_>) + ((-1.000000) * <_var16_>)) == -0;
violation: left hand side is violated by 1003179.49305028 (scaled: 1003179.49305028)
all 1 solutions given by solution candidate storage are infeasible

presolving:
(round 1, fast)       0 del vars, 0 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 11996 upgd conss, 0 impls, 0 clqs
(round 2, fast)       2 del vars, 1000 del conss, 0 add conss, 13997 chg bounds, 0 chg sides, 0 chg coeffs, 11996 upgd conss, 0 impls, 0 clqs
(round 3, fast)       2 del vars, 1000 del conss, 0 add conss, 16005 chg bounds, 0 chg sides, 0 chg coeffs, 11996 upgd conss, 0 impls, 0 clqs
(round 4, exhaustive) 2 del vars, 4996 del conss, 0 add conss, 16005 chg bounds, 0 chg sides, 0 chg coeffs, 11996 upgd conss, 0 impls, 0 clqs
presolving (5 rounds: 5 fast, 2 medium, 2 exhaustive):
 2 deleted vars, 4996 deleted constraints, 0 added constraints, 16005 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 16004 variables (0 bin, 0 int, 0 impl, 16004 cont) and 7000 constraints
   6999 constraints of type <linear>
      1 constraints of type <quadratic>
Presolving Time: 253.22

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************


  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
y     1 |     0 |     0 |     - |  77M|      --      | 9.489000e+12 |    Inf 
      1 |     0 |  5083 |     - |  92M| 0.000000e+00 | 9.489000e+12 |    Inf 
y     1 |     0 |  5083 |     - |  92M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  5760 |     - |  95M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  5760 |     - |  95M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  6313 |     - |  95M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  7111 |     - |  96M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  7708 |     - |  96M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  8885 |     - |  96M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  9530 |     - |  96M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |105268 |     - |  96M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |105377 |     - |  96M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |109364 |     - |  97M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |109496 |     - |  97M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |109634 |     - |  97M| 0.000000e+00 | 4.124356e+05 |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |109781 |     - |  96M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |109956 |     - |  96M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |110170 |     - |  97M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |110491 |     - |  97M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |110862 |     - |  97M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |111209 |     - |  97M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |111546 |     - |  97M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |112156 |     - |  97M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |112815 |     - |  97M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |113528 |     - |  97M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |114394 |     - |  97M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |115806 |     - |  97M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |117060 |     - |  98M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |118236 |     - |  98M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |119501 |     - |  99M| 0.000000e+00 | 4.124356e+05 |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |121436 |     - |  99M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |124179 |     - |  99M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |126344 |     - |  99M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |127904 |     - |  99M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |130264 |     - |  99M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |133665 |     - | 101M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |137883 |     - | 101M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |142224 |     - | 101M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |146204 |     - | 101M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |149735 |     - | 101M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |152688 |     - | 101M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |156508 |     - | 101M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |161642 |     - | 102M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |167172 |     - | 102M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |172326 |     - | 103M| 0.000000e+00 | 4.124356e+05 |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |178529 |     - | 103M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |185097 |     - | 103M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |192544 |     - | 104M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |199491 |     - | 104M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |207230 |     - | 104M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |218888 |     - | 104M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |226639 |     - | 104M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |237618 |     - | 104M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |247900 |     - | 104M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |260223 |     - | 105M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |272384 |     - | 106M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |284503 |     - | 106M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |296062 |     - | 107M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |308922 |     - | 107M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |319615 |     - | 107M| 0.000000e+00 | 4.124356e+05 |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |331717 |     - | 107M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |344076 |     - | 107M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |357880 |     - | 107M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |370772 |     - | 107M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |385167 |     - | 108M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |399032 |     - | 108M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |412980 |     - | 108M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |427657 |     - | 108M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |440183 |     - | 110M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |453888 |     - | 110M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |467897 |     - | 110M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |484216 |     - | 110M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |498192 |     - | 110M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |513308 |     - | 111M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |527599 |     - | 111M| 0.000000e+00 | 4.124356e+05 |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |542658 |     - | 111M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |568510 |     - | 111M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |584376 |     - | 111M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |600701 |     - | 111M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |616646 |     - | 111M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |633435 |     - | 112M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |649858 |     - | 112M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |664841 |     - | 112M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |680186 |     - | 114M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |703719 |     - | 114M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |727480 |     - | 114M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |749431 |     - | 115M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |778314 |     - | 115M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |815204 |     - | 115M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |851931 |     - | 115M| 0.000000e+00 | 4.124356e+05 |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |880245 |     - | 115M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |917118 |     - | 115M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |965198 |     - | 115M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  1008k|     - | 116M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  1039k|     - | 116M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  1077k|     - | 116M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  1122k|     - | 116M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  1172k|     - | 116M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  1222k|     - | 116M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  1275k|     - | 116M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  1320k|     - | 117M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  1373k|     - | 119M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  1410k|     - | 119M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  1441k|     - | 120M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  1500k|     - | 120M| 0.000000e+00 | 4.124356e+05 |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |  1549k|     - | 120M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  1597k|     - | 120M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  1635k|     - | 120M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  1714k|     - | 120M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  1774k|     - | 120M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  1826k|     - | 121M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  1879k|     - | 121M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  1936k|     - | 121M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  2002k|     - | 121M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  2052k|     - | 121M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  2091k|     - | 121M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  2158k|     - | 121M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  2215k|     - | 122M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  2301k|     - | 122M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  2388k|     - | 122M| 0.000000e+00 | 4.124356e+05 |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |  2455k|     - | 122M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  2542k|     - | 122M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  2623k|     - | 122M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  2711k|     - | 125M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  2781k|     - | 126M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  2862k|     - | 126M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  2950k|     - | 126M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  3002k|     - | 126M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  3087k|     - | 126M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  3196k|     - | 126M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  3303k|     - | 126M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  3433k|     - | 127M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  3534k|     - | 127M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  3636k|     - | 127M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  3738k|     - | 127M| 0.000000e+00 | 4.124356e+05 |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |  3845k|     - | 127M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  3959k|     - | 127M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  4086k|     - | 128M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  4214k|     - | 128M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  4308k|     - | 128M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  4430k|     - | 128M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  4546k|     - | 128M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  4648k|     - | 128M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  4785k|     - | 128M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  4916k|     - | 129M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  5047k|     - | 129M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  5150k|     - | 129M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  5265k|     - | 129M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  5404k|     - | 129M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  5553k|     - | 133M| 0.000000e+00 | 4.124356e+05 |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |  5690k|     - | 133M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  5883k|     - | 133M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  6035k|     - | 133M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  6173k|     - | 134M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  6359k|     - | 134M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  6525k|     - | 134M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  6712k|     - | 134M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  6878k|     - | 134M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  7078k|     - | 134M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  7253k|     - | 134M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  7433k|     - | 135M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  7628k|     - | 135M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  7815k|     - | 135M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  8003k|     - | 135M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  8214k|     - | 135M| 0.000000e+00 | 4.124356e+05 |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |  8388k|     - | 135M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  8540k|     - | 135M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  8757k|     - | 136M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  9030k|     - | 136M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  9265k|     - | 136M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  9473k|     - | 136M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  9683k|     - | 136M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 |  9906k|     - | 136M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 | 10131k|     - | 136M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 | 10363k|     - | 137M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 | 10602k|     - | 137M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 | 10875k|     - | 137M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 | 11113k|     - | 137M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 | 11294k|     - | 137M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 | 11562k|     - | 137M| 0.000000e+00 | 4.124356e+05 |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 | 11787k|     - | 137M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 | 12034k|     - | 142M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 | 12323k|     - | 142M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 | 12641k|     - | 142M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 | 12938k|     - | 142M| 0.000000e+00 | 4.124356e+05 |    Inf 
      1 |     0 | 13175k|     - | 143M| 0.000000e+00 | 4.124356e+05 |    Inf 
(node 1) LP solver hit time limit in LP 3212 -- using pseudo solution instead
      1 |     2 | 13175k|     - | 143M| 0.000000e+00 | 4.124356e+05 |    Inf 

SCIP Status        : solving was interrupted [time limit reached]
Solving Time (sec) : 43200.02
Solving Nodes      : 1
Primal Bound       : +4.12435574218750e+05 (2 solutions)
Dual Bound         : +0.00000000000000e+00
Gap                : infinite
WARNING: Not solved to optimality, status: UserLimit
