WARNING: using JuMP.getdual in module Main conflicts with an existing identifier.
  [nonlinear] <nonlin>: (((-3.000000) * <_var0_>) + (7.000000 * <_var1_>) + ((-5.000000) * <_var3_>) + (1.000000 * <_var4_>) + (1.000000 * <_var5_>) + (2.000000 * <_var7_>) + ((-1.000000) * <_var8_>) + ((-1.000000) * <_var9_>) + ((-9.000000) * <_var10_>) + (3.000000 * <_var11_>) + (5.000000 * <_var12_>) + (1.000000 * <_var15_>) + (7.000000 * <_var16_>) + ((-7.000000) * <_var17_>) + ((-4.000000) * <_var18_>) + ((-6.000000) * <_var19_>)) <= -5;
violation: right hand side is violated by 5 (scaled: 5)
all 1 solutions given by solution candidate storage are infeasible

presolving:
(round 1, fast)       0 del vars, 0 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 10001 upgd conss, 0 impls, 0 clqs
(round 2, fast)       0 del vars, 0 del conss, 0 add conss, 15006 chg bounds, 0 chg sides, 0 chg coeffs, 10001 upgd conss, 0 impls, 0 clqs
presolving (3 rounds: 3 fast, 1 medium, 1 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 15006 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 15006 variables (0 bin, 0 int, 0 impl, 15006 cont) and 10001 constraints
  10000 constraints of type <linear>
      1 constraints of type <quadratic>
Presolving Time: 245.73

  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |  5478 |     - | 110M|-7.200000e+05 |      --      |    Inf 

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

q     1 |     0 |  5478 |     - | 110M|-7.200000e+05 |-3.566186e+05 | 101.90%
      1 |     0 |  5478 |     - | 110M|-7.200000e+05 |-3.566186e+05 | 101.90%
      1 |     0 |  5478 |     - | 110M|-7.200000e+05 |-3.566186e+05 | 101.90%
      1 |     0 | 60258 |     - | 110M|-7.200000e+05 |-3.566186e+05 | 101.90%
      1 |     0 | 60827 |     - | 111M|-7.200000e+05 |-3.566186e+05 | 101.90%
      1 |     2 | 60827 |     - | 111M|-7.200000e+05 |-3.566186e+05 | 101.90%
    100 |   101 |109212 |1042.1 | 183M|-7.200000e+05 |-3.566186e+05 | 101.90%
    200 |   201 |126326 | 604.4 | 249M|-7.200000e+05 |-3.566186e+05 | 101.90%
    300 |   301 |134051 | 428.1 | 317M|-7.200000e+05 |-3.566186e+05 | 101.90%
    400 |   401 |142483 | 341.9 | 397M|-7.200000e+05 |-3.566186e+05 | 101.90%
    500 |   501 |153268 | 295.0 | 463M|-7.200000e+05 |-3.566186e+05 | 101.90%
    600 |   601 |161153 | 258.9 | 534M|-7.200000e+05 |-3.566186e+05 | 101.90%
    700 |   701 |165044 | 227.5 | 612M|-7.200000e+05 |-3.566186e+05 | 101.90%
