WARNING: using JuMP.getdual in module Main conflicts with an existing identifier.
  [nonlinear] <nonlin>: (((-3.000000) * <_var0_>) + (7.000000 * <_var1_>) + ((-5.000000) * <_var3_>) + (1.000000 * <_var4_>) + (1.000000 * <_var5_>) + (2.000000 * <_var7_>) + ((-1.000000) * <_var8_>) + ((-1.000000) * <_var9_>) + ((-9.000000) * <_var10_>) + (3.000000 * <_var11_>) + (5.000000 * <_var12_>) + (1.000000 * <_var15_>) + (7.000000 * <_var16_>) + ((-7.000000) * <_var17_>) + ((-4.000000) * <_var18_>) + ((-6.000000) * <_var19_>)) <= -5;
violation: right hand side is violated by 5 (scaled: 5)
all 1 solutions given by solution candidate storage are infeasible

presolving:
(round 1, fast)       0 del vars, 0 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 10001 upgd conss, 0 impls, 0 clqs
(round 2, fast)       0 del vars, 0 del conss, 0 add conss, 15006 chg bounds, 0 chg sides, 0 chg coeffs, 10001 upgd conss, 0 impls, 0 clqs
presolving (3 rounds: 3 fast, 1 medium, 1 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 15006 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 15006 variables (0 bin, 0 int, 0 impl, 15006 cont) and 10001 constraints
  10000 constraints of type <linear>
      1 constraints of type <quadratic>
Presolving Time: 206.27

  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |  5388 |     - | 110M|-4.800000e+05 |      --      |    Inf 

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

q     1 |     0 |  5388 |     - | 110M|-4.800000e+05 |-1.175951e+05 | 308.18%
y     1 |     0 |  5388 |     - | 110M|-4.800000e+05 |-1.175951e+05 | 308.18%
      1 |     0 |  5388 |     - | 110M|-4.800000e+05 |-1.175951e+05 | 308.18%
      1 |     0 |  5388 |     - | 110M|-4.800000e+05 |-1.175951e+05 | 308.18%
      1 |     0 | 59268 |     - | 110M|-4.800000e+05 |-1.175951e+05 | 308.18%
      1 |     0 | 59842 |     - | 111M|-4.800000e+05 |-1.175951e+05 | 308.18%
      1 |     2 | 59842 |     - | 111M|-4.800000e+05 |-1.175951e+05 | 308.18%
    100 |   101 |109827 |1049.1 | 183M|-4.800000e+05 |-1.175951e+05 | 308.18%
    200 |   201 |117337 | 559.7 | 249M|-4.800000e+05 |-1.175951e+05 | 308.18%
    300 |   301 |126578 | 403.4 | 317M|-4.800000e+05 |-1.175951e+05 | 308.18%
    400 |   401 |131301 | 314.1 | 397M|-4.800000e+05 |-1.175951e+05 | 308.18%
    500 |   501 |138093 | 264.8 | 463M|-4.800000e+05 |-1.175951e+05 | 308.18%
    600 |   601 |144299 | 230.9 | 534M|-4.800000e+05 |-1.175951e+05 | 308.18%
    700 |   701 |153483 | 211.0 | 612M|-4.800000e+05 |-1.175951e+05 | 308.18%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
    800 |   801 |158547 | 191.0 | 699M|-4.800000e+05 |-1.175951e+05 | 308.18%
    900 |   901 |162112 | 173.7 | 736M|-4.800000e+05 |-1.175951e+05 | 308.18%
   1000 |  1001 |168284 | 162.5 | 832M|-4.800000e+05 |-1.175951e+05 | 308.18%
   1100 |  1101 |172216 | 151.3 | 869M|-4.800000e+05 |-1.175951e+05 | 308.18%
   1200 |  1201 |176072 | 141.9 | 977M|-4.800000e+05 |-1.175951e+05 | 308.18%
   1300 |  1301 |182579 | 136.0 |1014M|-4.800000e+05 |-1.175951e+05 | 308.18%
   1400 |  1401 |187397 | 129.7 |1136M|-4.800000e+05 |-1.175951e+05 | 308.18%
   1500 |  1501 |191997 | 124.1 |1173M|-4.800000e+05 |-1.175951e+05 | 308.18%
   1600 |  1601 |197101 | 119.5 |1210M|-4.800000e+05 |-1.175951e+05 | 308.18%
   1700 |  1701 |201188 | 114.9 |1349M|-4.800000e+05 |-1.175951e+05 | 308.18%
   1800 |  1801 |205627 | 111.0 |1387M|-4.800000e+05 |-1.175951e+05 | 308.18%
   1900 |  1901 |210695 | 107.8 |1424M|-4.800000e+05 |-1.175951e+05 | 308.18%
   2000 |  2001 |213880 | 104.0 |1461M|-4.800000e+05 |-1.175951e+05 | 308.18%
   2100 |  2101 |218743 | 101.4 |1620M|-4.800000e+05 |-1.175951e+05 | 308.18%
   2200 |  2201 |221026 |  97.8 |1657M|-4.800000e+05 |-1.175951e+05 | 308.18%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   2300 |  2301 |224557 |  95.1 |1695M|-4.800000e+05 |-1.175951e+05 | 308.18%
