WARNING: using JuMP.getdual in module Main conflicts with an existing identifier.
1/1 feasible solution given by solution candidate storage, new primal bound 0.000000e+00

presolving:
(round 1, fast)       0 del vars, 0 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 20001 upgd conss, 0 impls, 0 clqs
(round 2, fast)       0 del vars, 0 del conss, 0 add conss, 48946 chg bounds, 0 chg sides, 0 chg coeffs, 20001 upgd conss, 0 impls, 0 clqs
presolving (3 rounds: 3 fast, 1 medium, 1 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 48947 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 15006 variables (0 bin, 0 int, 0 impl, 15006 cont) and 20001 constraints
  20000 constraints of type <linear>
      1 constraints of type <quadratic>
Presolving Time: 743.29
transformed 1/1 original solutions to the transformed problem space

  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 | 36213 |     - | 144M|-3.991605e+04 | 0.000000e+00 |    Inf 

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

q     1 |     0 | 36213 |     - | 144M|-3.991605e+04 |-3.684740e+04 |   8.33%
      1 |     0 | 36213 |     - | 144M|-3.991605e+04 |-3.684740e+04 |   8.33%
      1 |     0 | 36213 |     - | 144M|-3.991605e+04 |-3.684740e+04 |   8.33%
      1 |     0 |398343 |     - | 145M|-3.991605e+04 |-3.684740e+04 |   8.33%
      1 |     0 |398358 |     - | 145M|-3.989822e+04 |-3.684740e+04 |   8.28%
      1 |     2 |398358 |     - | 145M|-3.989822e+04 |-3.684740e+04 |   8.28%
    100 |   101 |398696 |3661.3 | 213M|-3.989328e+04 |-3.684740e+04 |   8.27%
    200 |   201 |399041 |1823.2 | 279M|-3.989202e+04 |-3.684740e+04 |   8.26%
    300 |   301 |399418 |1214.7 | 347M|-3.989152e+04 |-3.684740e+04 |   8.26%
    400 |   401 |399782 | 911.2 | 427M|-3.989101e+04 |-3.684740e+04 |   8.26%
    500 |   501 |400098 | 729.2 | 493M|-3.989064e+04 |-3.684740e+04 |   8.26%
    600 |   601 |400430 | 608.0 | 565M|-3.989015e+04 |-3.684740e+04 |   8.26%
    700 |   701 |400763 | 521.5 | 643M|-3.989013e+04 |-3.684740e+04 |   8.26%
    800 |   801 |401111 | 456.7 | 730M|-3.988977e+04 |-3.684740e+04 |   8.26%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
    900 |   901 |401491 | 406.3 | 767M|-3.988964e+04 |-3.684740e+04 |   8.26%
   1000 |  1001 |401801 | 365.9 | 863M|-3.988927e+04 |-3.684740e+04 |   8.26%
   1100 |  1101 |402158 | 333.0 | 900M|-3.988926e+04 |-3.684740e+04 |   8.26%
   1200 |  1201 |402531 | 305.5 |1009M|-3.988923e+04 |-3.684740e+04 |   8.26%
   1300 |  1301 |402893 | 282.3 |1046M|-3.988889e+04 |-3.684740e+04 |   8.25%
   1400 |  1401 |403310 | 262.4 |1168M|-3.988877e+04 |-3.684740e+04 |   8.25%
   1500 |  1501 |403623 | 245.1 |1205M|-3.988875e+04 |-3.684740e+04 |   8.25%
   1600 |  1601 |403932 | 230.0 |1242M|-3.988873e+04 |-3.684740e+04 |   8.25%
   1700 |  1701 |404267 | 216.6 |1382M|-3.988839e+04 |-3.684740e+04 |   8.25%
   1800 |  1801 |404603 | 204.8 |1419M|-3.988839e+04 |-3.684740e+04 |   8.25%
   1900 |  1901 |404947 | 194.2 |1456M|-3.988838e+04 |-3.684740e+04 |   8.25%
   2000 |  2001 |405337 | 184.6 |1493M|-3.988835e+04 |-3.684740e+04 |   8.25%
   2100 |  2101 |405690 | 176.0 |1653M|-3.988823e+04 |-3.684740e+04 |   8.25%
   2200 |  2201 |406039 | 168.2 |1690M|-3.988801e+04 |-3.684740e+04 |   8.25%
   2300 |  2301 |406458 | 161.0 |1728M|-3.988789e+04 |-3.684740e+04 |   8.25%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   2400 |  2401 |406805 | 154.5 |1765M|-3.988789e+04 |-3.684740e+04 |   8.25%
   2500 |  2501 |407125 | 148.4 |1949M|-3.988788e+04 |-3.684740e+04 |   8.25%
