#Node Number,Latitude,Longitude,Technology,Capacity
n74,43.8887864,-89.6774639,tA4,250000
n74,43.8887864,-89.6774639,tK4,250000
n78,45.4788,-91.834341,tD3,150000
n78,45.4788,-91.834341,tN3,150000
n80,45.330174,-91.543636,tA2,50000
n85,44.540205,-87.789123,tA4,250000
n85,44.540205,-87.789123,tK4,250000
n95,44.334034,-88.168628,tD4,250000
n95,44.334034,-88.168628,tN4,250000
n97,44.257304,-87.961376,tD4,250000
n97,44.257304,-87.961376,tN4,250000
n98,44.2994683,-88.110763,tA4,250000
n98,44.2994683,-88.110763,tK4,250000
n102,44.2654503,-91.8481239,tA1,30000
n103,45.762307,-92.6310929,tA1,30000
n104,44.1067411,-88.0533203,tA3,150000
n104,44.1067411,-88.0533203,tK3,150000
n106,44.097001,-88.147437,tA4,250000
n106,44.097001,-88.147437,tK4,250000
n112,44.235045,-88.06098,tA4,250000
n112,44.235045,-88.06098,tK4,250000
n113,44.9659247,-90.9746861,tD1,30000
n114,44.901922,-91.497807,tD2,50000
n116,44.8511138,-90.2347974,tA4,250000
n116,44.8511138,-90.2347974,tK4,250000
n123,42.7889219,-89.8135536,tA3,150000
n123,42.7889219,-89.8135536,tK3,150000
n124,44.6407302,-90.3771428,tA4,250000
n124,44.6407302,-90.3771428,tK4,250000
n125,43.2724383,-89.4219432,tD3,150000
n125,43.2724383,-89.4219432,tN3,150000
n130,42.873461,-89.522408,tD2,50000
n133,43.1612969,-89.1700655,tD4,250000
n133,43.1612969,-89.1700655,tN4,250000
n136,43.127558,-89.543804,tD3,150000
n136,43.127558,-89.543804,tN3,150000
n138,43.2343009,-88.966056,tA2,50000
n140,43.5123201,-88.7754202,tD3,150000
n140,43.5123201,-88.7754202,tN3,150000
n142,44.7366839,-87.5027549,tA2,50000
n144,45.1470211,-91.6660948,tA2,50000
n145,44.8923943,-91.6597361,tA2,50000
n148,43.835418,-88.293544,tA3,150000
n148,43.835418,-88.293544,tK3,150000
n155,43.686573,-88.398594,tD4,250000
n155,43.686573,-88.398594,tN4,250000
n158,43.867771,-88.717945,tA4,250000
n158,43.867771,-88.717945,tK4,250000
n159,43.862695,-88.521648,tD3,150000
n159,43.862695,-88.521648,tN3,150000
n162,42.9348801,-91.090403,tA2,50000
n164,42.864588,-90.6961853,tA1,30000
n165,43.0065857,-90.602897,tA1,30000
n167,43.7057395,-89.0510134,tA2,50000
n169,43.9712488,-89.0123277,tA2,50000
n175,44.3188887,-91.0649767,tA2,50000
n176,44.4365416,-90.9365416,tA2,50000
n177,44.1261241,-90.9966341,tA2,50000
n181,43.1365455,-88.7221335,tD3,150000
n181,43.1365455,-88.7221335,tN3,150000
n183,44.2212573,-89.9558671,tD3,150000
n183,44.2212573,-89.9558671,tN3,150000
n186,44.663093,-87.588472,tA4,250000
n186,44.663093,-87.588472,tK4,250000
n187,44.3673969,-87.665803,tA4,250000
n187,44.3673969,-87.665803,tK4,250000
n192,44.616287,-87.63395,tA4,250000
n192,44.616287,-87.63395,tK4,250000
n193,44.4997104,-87.5955881,tA4,250000
n193,44.4997104,-87.5955881,tK4,250000
n200,42.6533571,-90.2918458,tA4,250000
n200,42.6533571,-90.2918458,tK4,250000
n202,42.5688955,-89.8798448,tA2,50000
n204,45.2609184,-89.1320129,tA2,50000
n207,44.115082,-87.879446,tK3,150000
n208,44.115082,-87.879446,tA3,150000
n212,44.031183,-87.900083,tA3,150000
n212,44.031183,-87.900083,tK3,150000
n215,43.9505879,-87.7465309,tA4,250000
n215,43.9505879,-87.7465309,tK4,250000
n224,44.9580832,-89.767959,tA2,50000
n230,44.844099,-89.26493,tA3,150000
n230,44.844099,-89.26493,tK3,150000
n231,45.0330639,-90.04741,tA3,150000
n231,45.0330639,-90.04741,tK3,150000
n233,45.1188113,-89.4920215,tA3,150000
